,Mg Loading,K Loading,Ca Loading,Sc Loading,Cr Loading,Mn Loading,Fe Loading,Co Loading,Ni Loading,Cu Loading,Zn Loading,Sr Loading,Y Loading,Mo Loading,Ru Loading,Rh Loading,Pd Loading,In Loading,Hf Loading,W Loading,Re Loading,Os Loading,Ir Loading,Pt Loading,Bi Loading,reactor_number,temperature,space_velocity,ammonia_concentration,standard error,n_averaged,n_elements,Atomic Number_mean,Atomic Number_mad,Atomic Volume_wtavg,Atomic Weight_wtavg,Boiling Temperature_wtavg,Periodic Table Column_mean,Periodic Table Column_mad,Covalent Radius_wtavg,Density_wtavg,Dipole Polarizability_wtavg,Electron Affinity_wtavg,Electronegativity_wtavg,Fusion Enthalpy_wtavg,GS Bandgap_wtavg,GS Energy_wtavg,Heat Capacity (Mass)_wtavg,Heat Capacity (Molar)_wtavg,Heat Fusion_wtavg,First Ionization Energy_wtavg,Second Ionization Energy_wtavg,Third Ionization Energy_wtavg,Fourth Ionization Energy_wtavg,Fifth Ionization Energy_wtavg,Sixth Ionization Energy_wtavg,Seventh Ionization Energy_wtavg,Eighth Ionization Energy_wtavg,IsAlkali_mean,IsAlkali_mad,IsDBlock_mean,IsDBlock_mad,IsFBlock_mean,IsFBlock_mad,IsMetal_mean,IsMetal_mad,IsMetalloid_mean,IsMetalloid_mad,IsNonmetal_mean,IsNonmetal_mad,Melting Temperature_wtavg,Mendeleev Number_mean,Mendeleev Number_mad,Number d-shell Unfilled Electrons_mean,Number d-shell Unfilled Electrons_mad,Number d-shell Valance Electrons_mean,Number d-shell Valance Electrons_mad,Number f-shell Unfilled Electrons_mean,Number f-shell Unfilled Electrons_mad,Number f-shell Valance Electrons_mean,Number f-shell Valance Electrons_mad,Number p-shell Unfilled Electrons_mean,Number p-shell Unfilled Electrons_mad,Number p-shell Valance Electrons_mean,Number p-shell Valance Electrons_mad,Number s-shell Unfilled Electrons_mean,Number s-shell Unfilled Electrons_mad,Number s-shell Valance Electrons_mean,Number s-shell Valance Electrons_mad,Number Unfilled Electrons_mean,Number Unfilled Electrons_mad,Number Valence Electrons_mean,Number Valence Electrons_mad,Polarizability_wtavg,Periodic Table Row_mean,Periodic Table Row_mad,Zunger Pseudopotential (d)_mean,Zunger Pseudopotential (d)_mad,Zunger Pseudopotential (p)_mean,Zunger Pseudopotential (p)_mad,Zunger Pseudopotential (pi)_mean,Zunger Pseudopotential (pi)_mad,Zunger Pseudopotential (s)_mean,Zunger Pseudopotential (s)_mad,Zunger Pseudopotential (sigma)_mean,Zunger Pseudopotential (sigma)_mad,phi_mean,phi_mad,Conductivity_wtavg,Measured Conversion,Element Dictionary,kmeans
123_250_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,250.0,1829.3481,1.122826087,0.01268226,3.0,2.0,41.5,2.5,23.290543645,94.98792499999999,4020.5,5.5,2.5,168.0,8421.0,16.15,65.45,1.71,24.990000000000002,0.0,-7.8296166725,0.268,25.295,24.990000000000002,6.7889,14.492,24.494999999999997,30.2985,38.5,46.5,58.0,64.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2203.0,34.0,22.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.5,6.5,2.5,5.5,2.5,16.15,5.0,0.0,0.515,0.06499999999999997,1.54,0.08000000000000007,0.3075,0.007500000000000007,1.2325,0.08750000000000002,2.7725,0.16749999999999998,4.300000000000001,1.1,67.1,0.135536224,"dict_items([('Ru', 2), ('Y', 2.0)])",0
36_400_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,400.0,2336.425,1.022823331,0.015423971000000002,3.0,1.0,19.0,0.0,75.84786468,39.0983,1032.0,1.0,0.0,203.0,856.0,43.23,48.4,0.82,2.335,0.0,-1.097539713,0.757,29.600000000000005,2.335,4.3406633,31.63,45.806000000000004,60.91,82.66,99.40000000000002,117.56,154.88,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,336.53,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,43.23,4.0,0.0,0.37,0.0,2.15,0.0,0.61,0.0,1.54,0.0,3.69,0.0,2.25,0.0,102.5,0.15186435199999998,"dict_items([('K', 12)])",1
34_400_0,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,400.0,2304.825,1.053984576,0.004564843,3.0,3.0,25.0,12.666666666666666,61.484669448750005,44.9956,1497.25,3.6666666666666665,2.888888888888889,188.125,2405.5,34.968333333749996,48.9625,1.05375,7.635000000000001,0.0,-2.16526801975,0.725375,28.316125000000003,7.635000000000001,5.13133935,27.69690875,47.9312125,59.3406875,79.65375,97.89500000000001,116.2975,149.405,0.6666666666666666,0.4444444444444445,0.3333333333333333,0.4444444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,693.6475,42.333333333333336,26.222222222222218,1.0,1.3333333333333333,2.3333333333333335,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,1.6666666666666667,1.5555555555555556,3.6666666666666665,2.888888888888889,34.968333333749996,4.0,0.6666666666666666,0.41000000000000003,0.04000000000000001,1.58,0.38000000000000006,0.385,0.15,1.195,0.23,2.775,0.61,3.7000000000000006,1.1333333333333335,111.0,0.993514032,"dict_items([('Ru', 2), ('Mg', 2.0), ('K', 12)])",1
45_450_0,0.0,0.12,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,450.0,2153.137255,0.9649280579999999,0.0,3.0,3.0,29.0,10.0,60.00131643625001,45.389868750000005,1602.4375,5.0,2.6666666666666665,187.4375,2753.875,35.1975,54.6875,1.06375,8.100625,0.0,-3.180141234125,0.6668125,28.081875000000004,8.100625,4.984249350000001,27.86106875,41.938875,54.9,75.01875,91.54404375000001,118.20375,150.79125,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,824.085,36.0,22.0,2.6666666666666665,1.777777777777778,4.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.6666666666666665,1.777777777777778,5.0,2.6666666666666665,35.1975,4.333333333333333,0.44444444444444436,0.35666666666666663,0.07111111111111112,1.6600000000000001,0.32666666666666666,0.4083333333333334,0.13444444444444445,1.2516666666666667,0.1922222222222222,2.9116666666666666,0.5188888888888888,4.1000000000000005,1.2333333333333334,102.28125,1.0,"dict_items([('Ru', 1), ('Cr', 3.0), ('K', 12)])",1
34_300_0,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,300.0,2304.825,1.053984576,0.013313795,6.0,3.0,25.0,12.666666666666666,61.484669448750005,44.9956,1497.25,3.6666666666666665,2.888888888888889,188.125,2405.5,34.968333333749996,48.9625,1.05375,7.635000000000001,0.0,-2.16526801975,0.725375,28.316125000000003,7.635000000000001,5.13133935,27.69690875,47.9312125,59.3406875,79.65375,97.89500000000001,116.2975,149.405,0.6666666666666666,0.4444444444444445,0.3333333333333333,0.4444444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,693.6475,42.333333333333336,26.222222222222218,1.0,1.3333333333333333,2.3333333333333335,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,1.6666666666666667,1.5555555555555556,3.6666666666666665,2.888888888888889,34.968333333749996,4.0,0.6666666666666666,0.41000000000000003,0.04000000000000001,1.58,0.38000000000000006,0.385,0.15,1.195,0.23,2.775,0.61,3.7000000000000006,1.1333333333333335,111.0,0.404469788,"dict_items([('Ru', 2), ('Mg', 2.0), ('K', 12)])",1
38_450_1,0.0,0.12,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,2055.173267,1.142721218,0.000276986,3.0,3.0,29.333333333333332,9.777777777777777,60.108470870000005,48.824730625,1618.625,5.333333333333333,2.8888888888888893,187.875,3122.0,34.7975,48.9625,1.08375,8.18875,0.0,-3.1000546372500004,0.6573749999999999,28.497500000000002,8.18875,5.104812475,27.7725,42.12175,52.082499999999996,71.045,86.50000000000001,103.070375,140.4725,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,768.1475,37.0,22.666666666666668,2.6666666666666665,1.777777777777778,4.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,3.3333333333333335,1.5555555555555554,5.333333333333333,2.8888888888888893,34.7975,4.333333333333333,0.44444444444444436,0.35000000000000003,0.07999999999999999,1.6133333333333333,0.35777777777777775,0.38833333333333336,0.14777777777777779,1.2249999999999999,0.20999999999999996,2.8383333333333334,0.5677777777777777,4.033333333333334,1.1888888888888889,92.47625,0.9996868640000001,"dict_items([('Ru', 2), ('Mn', 2.0), ('K', 12)])",1
69_350_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,350.0,2221.130653,1.045576408,0.007548256,3.0,3.0,31.0,8.666666666666666,60.58495636000001,47.89935,1271.6875,7.0,4.0,184.25,2753.875,31.9318749999375,42.631249999999994,1.061875,5.4883750000000004,0.0,-1.6303193669375,0.6553749999999999,28.464375000000004,5.4883750000000004,5.4769410375000005,28.138323125,43.5819375,56.81999999999999,77.4825,94.80000000000001,113.295,148.785,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,545.2125,42.666666666666664,26.444444444444446,1.0,1.3333333333333333,5.666666666666667,3.7777777777777772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,1.6666666666666667,1.5555555555555556,7.0,4.0,31.9318749999375,4.333333333333333,0.44444444444444436,0.33166666666666667,0.10444444444444445,1.5566666666666666,0.3955555555555555,0.38833333333333336,0.14777777777777779,1.1683333333333332,0.24777777777777776,2.7249999999999996,0.6433333333333332,3.9166666666666665,1.1111111111111112,105.9375,0.498945452,"dict_items([('Ru', 1), ('Zn', 3.0), ('K', 12)])",1
83_450_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,450.0,2184.35,1.0795660040000001,0.0035996640000000002,2.0,3.0,36.333333333333336,11.555555555555555,60.419181095000006,55.259975000000004,1731.375,6.333333333333333,3.555555555555556,187.875,3691.125,34.2225,55.675,1.165,8.6675,0.0,-2.6147058022500005,0.628,28.455000000000002,8.6675,5.2176724750000005,28.24625,42.0295,45.6825,61.995,74.55000000000001,88.17,116.16,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,806.77875,40.333333333333336,24.888888888888886,1.0,1.3333333333333333,5.666666666666667,3.7777777777777772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,0.6666666666666666,0.4444444444444445,1.6666666666666667,1.5555555555555556,6.333333333333333,3.555555555555556,34.2225,4.666666666666667,0.44444444444444436,0.40666666666666673,0.02888888888888891,1.6600000000000001,0.32666666666666666,0.40499999999999997,0.13666666666666666,1.2550000000000001,0.19000000000000003,2.9149999999999996,0.5166666666666665,4.366666666666667,1.4111111111111112,100.475,0.9964003359999999,"dict_items([('Ru', 2), ('Pd', 2.0), ('K', 12)])",1
28_350_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350.0,2431.225,0.9,0.004064904,3.0,1.0,44.0,0.0,13.56787441,101.07,4423.0,8.0,0.0,146.0,12370.0,9.6,101.3,2.2,38.59,0.0,-9.19463357,0.23800000000000002,24.06,38.59,7.3605,16.76,28.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2607.0,56.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,9.6,5.0,0.0,0.45,0.0,1.46,0.0,0.315,0.0,1.145,0.0,2.605,0.0,5.4,0.0,117.0,0.86568798,"dict_items([('Ru', 4)])",0
39_250_0,0.0,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,2083.431373,1.068773234,0.0031926740000000004,3.0,3.0,29.333333333333332,9.777777777777777,60.023772748750005,45.941483437500004,1488.0625,5.333333333333333,2.8888888888888893,187.4375,2815.75,34.785,42.631249999999994,1.043125,6.58375,0.0,-3.08917536725,0.6724375,28.63875,6.58375,5.109407475,27.7025,42.446625,55.2825,75.57,92.47500000000001,110.5205625,152.62875,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,700.1475,37.0,22.666666666666668,2.6666666666666665,1.777777777777778,4.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,3.3333333333333335,1.5555555555555554,5.333333333333333,2.8888888888888893,34.785,4.333333333333333,0.44444444444444436,0.35000000000000003,0.07999999999999999,1.6133333333333333,0.35777777777777775,0.38833333333333336,0.14777777777777779,1.2249999999999999,0.20999999999999996,2.8383333333333334,0.5677777777777777,4.033333333333334,1.1888888888888889,85.651875,0.168967062,"dict_items([('Ru', 1), ('Mn', 3.0), ('K', 12)])",1
118_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,300.0,2047.3514850000001,0.957020057,0.015993278,3.0,2.0,43.0,1.0,14.53437755,98.51499999999999,4667.5,7.0,1.0,150.0,11325.0,11.2,86.6,2.18,38.035,0.0,-10.02037067,0.2445,24.06,38.035,7.226465,16.46,27.799999999999997,23.2,27.245,34.4138,62.832,71.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2751.5,53.0,3.0,4.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,7.0,1.0,11.2,5.0,0.0,0.47,0.01999999999999999,1.48,0.020000000000000018,0.2975,0.017499999999999988,1.1825,0.03749999999999998,2.6625,0.05750000000000011,5.025,0.375,127.5,0.076520842,"dict_items([('Ru', 2), ('Mo', 2.0)])",0
31_400_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,400.0,2008.575,1.048180924,0.0,6.0,3.0,34.0,10.0,63.923868075625,52.310446875000004,1728.8125,4.0,2.6666666666666665,197.0,2253.625,37.27875,48.18125,0.98125,6.29875,0.0,-2.6099318406875,0.6385,28.678125,6.29875,4.881272475,27.062,39.981375,57.0444375,76.4325,91.98750000000001,109.92,140.3475,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,752.6475,23.666666666666668,21.555555555555557,4.0,3.3333333333333335,2.6666666666666665,2.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,4.666666666666667,2.8888888888888893,4.0,2.6666666666666665,37.27875,4.666666666666667,0.44444444444444436,0.4666666666666666,0.07555555555555553,1.7433333333333334,0.2711111111111111,0.4083333333333334,0.13444444444444445,1.335,0.13666666666666663,3.078333333333333,0.40777777777777774,3.616666666666667,1.188888888888889,87.4125,1.0,"dict_items([('Ru', 1), ('Y', 3.0), ('K', 12)])",1
69_250_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,250.0,2221.130653,1.045576408,0.004365792,4.0,3.0,31.0,8.666666666666666,60.58495636000001,47.89935,1271.6875,7.0,4.0,184.25,2753.875,31.9318749999375,42.631249999999994,1.061875,5.4883750000000004,0.0,-1.6303193669375,0.6553749999999999,28.464375000000004,5.4883750000000004,5.4769410375000005,28.138323125,43.5819375,56.81999999999999,77.4825,94.80000000000001,113.295,148.785,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,545.2125,42.666666666666664,26.444444444444446,1.0,1.3333333333333333,5.666666666666667,3.7777777777777772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,1.6666666666666667,1.5555555555555556,7.0,4.0,31.9318749999375,4.333333333333333,0.44444444444444436,0.33166666666666667,0.10444444444444445,1.5566666666666666,0.3955555555555555,0.38833333333333336,0.14777777777777779,1.1683333333333332,0.24777777777777776,2.7249999999999996,0.6433333333333332,3.9166666666666665,1.1111111111111112,105.9375,0.08462298,"dict_items([('Ru', 1), ('Zn', 3.0), ('K', 12)])",1
36_350_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,350.0,2336.425,1.022823331,0.014206217,6.0,1.0,19.0,0.0,75.84786468,39.0983,1032.0,1.0,0.0,203.0,856.0,43.23,48.4,0.82,2.335,0.0,-1.097539713,0.757,29.600000000000005,2.335,4.3406633,31.63,45.806000000000004,60.91,82.66,99.40000000000002,117.56,154.88,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,336.53,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,43.23,4.0,0.0,0.37,0.0,2.15,0.0,0.61,0.0,1.54,0.0,3.69,0.0,2.25,0.0,102.5,0.117388261,"dict_items([('K', 12)])",1
123_400_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,400.0,1829.3481,1.122826087,0.002353175,3.0,2.0,41.5,2.5,23.290543645,94.98792499999999,4020.5,5.5,2.5,168.0,8421.0,16.15,65.45,1.71,24.990000000000002,0.0,-7.8296166725,0.268,25.295,24.990000000000002,6.7889,14.492,24.494999999999997,30.2985,38.5,46.5,58.0,64.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2203.0,34.0,22.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.5,6.5,2.5,5.5,2.5,16.15,5.0,0.0,0.515,0.06499999999999997,1.54,0.08000000000000007,0.3075,0.007500000000000007,1.2325,0.08750000000000002,2.7725,0.16749999999999998,4.300000000000001,1.1,67.1,0.8234465259999999,"dict_items([('Ru', 2), ('Y', 2.0)])",0
123_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,300.0,1829.3481,1.122826087,0.009239517,3.0,2.0,41.5,2.5,23.290543645,94.98792499999999,4020.5,5.5,2.5,168.0,8421.0,16.15,65.45,1.71,24.990000000000002,0.0,-7.8296166725,0.268,25.295,24.990000000000002,6.7889,14.492,24.494999999999997,30.2985,38.5,46.5,58.0,64.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2203.0,34.0,22.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.5,6.5,2.5,5.5,2.5,16.15,5.0,0.0,0.515,0.06499999999999997,1.54,0.08000000000000007,0.3075,0.007500000000000007,1.2325,0.08750000000000002,2.7725,0.16749999999999998,4.300000000000001,1.1,67.1,0.177005418,"dict_items([('Ru', 2), ('Y', 2.0)])",0
33_350_0,0.01,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,350.0,2368.054187,0.9613804440000001,0.005724754,6.0,3.0,25.0,12.666666666666666,60.881268280625,49.7934125,1688.5,3.6666666666666665,2.888888888888889,188.4375,3070.0,34.895416666875,55.293749999999996,1.109375,9.516875,0.0,-2.6435405985000004,0.6763125,28.2655625,9.516875,5.1134809125,27.804704375,44.70160625,52.511593749999996,70.824375,86.22250000000001,102.23375,132.7825,0.6666666666666666,0.4444444444444445,0.3333333333333333,0.4444444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,798.8975,42.333333333333336,26.222222222222218,1.0,1.3333333333333333,2.3333333333333335,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,1.6666666666666667,1.5555555555555556,3.6666666666666665,2.888888888888889,34.895416666875,4.0,0.6666666666666666,0.41000000000000003,0.04000000000000001,1.58,0.38000000000000006,0.385,0.15,1.195,0.23,2.775,0.61,3.7000000000000006,1.1333333333333335,108.5625,0.947093944,"dict_items([('Ru', 3), ('Mg', 1.0), ('K', 12)])",1
39_400_0,0.0,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,2083.431373,1.068773234,0.002219149,3.0,3.0,29.333333333333332,9.777777777777777,60.023772748750005,45.941483437500004,1488.0625,5.333333333333333,2.8888888888888893,187.4375,2815.75,34.785,42.631249999999994,1.043125,6.58375,0.0,-3.08917536725,0.6724375,28.63875,6.58375,5.109407475,27.7025,42.446625,55.2825,75.57,92.47500000000001,110.5205625,152.62875,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,700.1475,37.0,22.666666666666668,2.6666666666666665,1.777777777777778,4.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,3.3333333333333335,1.5555555555555554,5.333333333333333,2.8888888888888893,34.785,4.333333333333333,0.44444444444444436,0.35000000000000003,0.07999999999999999,1.6133333333333333,0.35777777777777775,0.38833333333333336,0.14777777777777779,1.2249999999999999,0.20999999999999996,2.8383333333333334,0.5677777777777777,4.033333333333334,1.1888888888888889,85.651875,0.9977808509999999,"dict_items([('Ru', 1), ('Mn', 3.0), ('K', 12)])",1
16_450_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,450.0,2176.45,1.0499092559999998,0.014353458000000001,3.0,3.0,30.666666666666668,8.88888888888889,60.06062555250001,49.900725,1726.875,6.666666666666667,3.7777777777777772,187.0,3303.25,34.39125,63.762499999999996,1.1275,8.275,0.0,-2.4325658335,0.645625,28.262500000000003,8.275,5.141357475,28.35405,42.518375000000006,52.855,71.97,87.42500000000001,105.545,136.91,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,747.99375,41.0,25.333333333333332,1.0,1.3333333333333333,5.666666666666667,3.7777777777777772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.3333333333333333,6.666666666666667,3.7777777777777772,34.39125,4.333333333333333,0.44444444444444436,0.33499999999999996,0.10000000000000002,1.5899999999999999,0.3733333333333333,0.40166666666666667,0.13888888888888887,1.1883333333333332,0.23444444444444443,2.778333333333333,0.6077777777777776,4.033333333333334,1.1888888888888889,141.625,0.978165527,"dict_items([('Ru', 2), ('Cu', 2.0), ('K', 12)])",1
44_450_0,0.0,0.12,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,450.0,2109.974874,1.00752587,0.0,3.0,3.0,29.0,10.0,60.093499995,48.456987500000004,1694.875,5.0,2.6666666666666665,187.875,3080.75,35.0725,57.0,1.0975000000000001,9.200000000000001,0.0,-3.1606985485,0.653625,28.126250000000002,9.200000000000001,5.021373725,27.8782125,41.78325,51.8275,70.6775,85.87936250000001,108.1925,139.2475,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,850.7725,36.0,22.0,2.6666666666666665,1.777777777777778,4.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.6666666666666665,1.777777777777778,5.0,2.6666666666666665,35.0725,4.333333333333333,0.44444444444444436,0.35666666666666663,0.07111111111111112,1.6600000000000001,0.32666666666666666,0.4083333333333334,0.13444444444444445,1.2516666666666667,0.1922222222222222,2.9116666666666666,0.5188888888888888,4.1000000000000005,1.2333333333333334,103.5625,1.0,"dict_items([('Ru', 2), ('Cr', 2.0), ('K', 12)])",1
