,Mg Loading,K Loading,Ca Loading,Sc Loading,Cr Loading,Mn Loading,Fe Loading,Co Loading,Ni Loading,Cu Loading,Zn Loading,Sr Loading,Y Loading,Mo Loading,Ru Loading,Rh Loading,Pd Loading,In Loading,Hf Loading,W Loading,Re Loading,Os Loading,Ir Loading,Pt Loading,Bi Loading,reactor_number,temperature,space_velocity,ammonia_concentration,standard error,n_averaged,n_elements,Atomic Number_mean,Atomic Number_mad,Atomic Volume_wtavg,Atomic Weight_wtavg,Boiling Temperature_wtavg,Periodic Table Column_mean,Periodic Table Column_mad,Covalent Radius_wtavg,Density_wtavg,Dipole Polarizability_wtavg,Electron Affinity_wtavg,Electronegativity_wtavg,Fusion Enthalpy_wtavg,GS Bandgap_wtavg,GS Energy_wtavg,Heat Capacity (Mass)_wtavg,Heat Capacity (Molar)_wtavg,Heat Fusion_wtavg,First Ionization Energy_wtavg,Second Ionization Energy_wtavg,Third Ionization Energy_wtavg,Fourth Ionization Energy_wtavg,Fifth Ionization Energy_wtavg,Sixth Ionization Energy_wtavg,Seventh Ionization Energy_wtavg,Eighth Ionization Energy_wtavg,IsAlkali_mean,IsAlkali_mad,IsDBlock_mean,IsDBlock_mad,IsFBlock_mean,IsFBlock_mad,IsMetal_mean,IsMetal_mad,IsMetalloid_mean,IsMetalloid_mad,IsNonmetal_mean,IsNonmetal_mad,Melting Temperature_wtavg,Mendeleev Number_mean,Mendeleev Number_mad,Number d-shell Unfilled Electrons_mean,Number d-shell Unfilled Electrons_mad,Number d-shell Valance Electrons_mean,Number d-shell Valance Electrons_mad,Number f-shell Unfilled Electrons_mean,Number f-shell Unfilled Electrons_mad,Number f-shell Valance Electrons_mean,Number f-shell Valance Electrons_mad,Number p-shell Unfilled Electrons_mean,Number p-shell Unfilled Electrons_mad,Number p-shell Valance Electrons_mean,Number p-shell Valance Electrons_mad,Number s-shell Unfilled Electrons_mean,Number s-shell Unfilled Electrons_mad,Number s-shell Valance Electrons_mean,Number s-shell Valance Electrons_mad,Number Unfilled Electrons_mean,Number Unfilled Electrons_mad,Number Valence Electrons_mean,Number Valence Electrons_mad,Polarizability_wtavg,Periodic Table Row_mean,Periodic Table Row_mad,Zunger Pseudopotential (d)_mean,Zunger Pseudopotential (d)_mad,Zunger Pseudopotential (p)_mean,Zunger Pseudopotential (p)_mad,Zunger Pseudopotential (pi)_mean,Zunger Pseudopotential (pi)_mad,Zunger Pseudopotential (s)_mean,Zunger Pseudopotential (s)_mad,Zunger Pseudopotential (sigma)_mean,Zunger Pseudopotential (sigma)_mad,phi_mean,phi_mad,Conductivity_wtavg,Measured Conversion,Element Dictionary,kmeans
29_450_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,450.0,1825.8875,1.1563007029999999,0.017069721,3.0,3.0,34.0,10.0,61.493200766875006,53.830965625000005,1829.4375,4.0,2.6666666666666665,191.5,3240.875,35.64125,57.14375,1.10375,9.69875,0.0,-2.9511860650625,0.631,28.369375,9.69875,5.024172475,27.629,40.975125,49.469812499999996,66.8075,80.36250000000001,95.42,124.2225,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,853.6475,23.666666666666668,21.555555555555557,4.0,3.3333333333333335,2.6666666666666665,2.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,4.666666666666667,2.8888888888888893,4.0,2.6666666666666665,35.64125,4.666666666666667,0.44444444444444436,0.4666666666666666,0.07555555555555553,1.7433333333333334,0.2711111111111111,0.4083333333333334,0.13444444444444445,1.335,0.13666666666666663,3.078333333333333,0.40777777777777774,3.616666666666667,1.188888888888889,99.8875,0.9673651240000001,"dict_items([('Ru', 3), ('Y', 1.0), ('K', 12)])",1
124_250_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,250.0,2333.992095,1.083827265,0.0012267410000000002,3.0,2.0,29.0,10.0,65.13920173,51.55018750000001,1678.5,2.0,1.0,199.75,1760.0,38.0975,43.699999999999996,0.9199999999999999,4.59875,0.0,-2.4393047285,0.64225,28.832500000000003,4.59875,4.809822475000001,26.7785,39.484500000000004,60.83175,81.245,97.80000000000001,117.17,148.41,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,702.1475,7.5,4.5,4.5,4.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.5,5.0,4.0,2.0,1.0,38.0975,4.5,0.5,0.475,0.10499999999999998,1.885,0.2649999999999999,0.45499999999999996,0.155,1.4300000000000002,0.10999999999999999,3.315,0.375,2.725,0.4750000000000001,81.175,0.21436464800000002,"dict_items([('Y', 4), ('K', 12.0)])",1
31_450_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,450.0,2008.575,1.048180924,0.0,3.0,3.0,34.0,10.0,63.923868075625,52.310446875000004,1728.8125,4.0,2.6666666666666665,197.0,2253.625,37.27875,48.18125,0.98125,6.29875,0.0,-2.6099318406875,0.6385,28.678125,6.29875,4.881272475,27.062,39.981375,57.0444375,76.4325,91.98750000000001,109.92,140.3475,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,752.6475,23.666666666666668,21.555555555555557,4.0,3.3333333333333335,2.6666666666666665,2.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,4.666666666666667,2.8888888888888893,4.0,2.6666666666666665,37.27875,4.666666666666667,0.44444444444444436,0.4666666666666666,0.07555555555555553,1.7433333333333334,0.2711111111111111,0.4083333333333334,0.13444444444444445,1.335,0.13666666666666663,3.078333333333333,0.40777777777777774,3.616666666666667,1.188888888888889,87.4125,1.0,"dict_items([('Ru', 1), ('Y', 3.0), ('K', 12)])",1
73_450_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,450.0,1963.090452,1.0899898890000002,0.005098799,3.0,3.0,33.666666666666664,9.777777777777779,62.887570635625,53.750600000000006,1706.75,3.6666666666666665,2.888888888888889,191.8125,3125.75,35.819375,55.608124999999994,1.086875,9.451250000000002,0.0,-2.652324429125,0.6315,28.385625000000005,9.451250000000002,4.99151935,27.55438125,42.37325,49.245,66.47,80.22500000000001,94.795,123.80375,0.6666666666666666,0.4444444444444445,0.3333333333333333,0.4444444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,806.835,22.333333333333332,22.444444444444443,1.0,1.3333333333333333,2.3333333333333335,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,1.6666666666666667,1.5555555555555556,3.6666666666666665,2.888888888888889,35.819375,4.666666666666667,0.44444444444444436,0.4843333333333333,0.0991111111111111,1.8,0.2333333333333333,0.43166666666666664,0.11888888888888888,1.3683333333333334,0.14888888888888885,3.168333333333333,0.37555555555555564,3.35,1.366666666666667,101.025,0.9942532590000001,"dict_items([('Ru', 3), ('Sr', 1.0), ('K', 12)])",1
118_450_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,450.0,2047.3514850000001,0.957020057,0.0,1.0,2.0,43.0,1.0,14.53437755,98.51499999999999,4667.5,7.0,1.0,150.0,11325.0,11.2,86.6,2.18,38.035,0.0,-10.02037067,0.2445,24.06,38.035,7.226465,16.46,27.799999999999997,23.2,27.245,34.4138,62.832,71.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2751.5,53.0,3.0,4.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,7.0,1.0,11.2,5.0,0.0,0.47,0.01999999999999999,1.48,0.020000000000000018,0.2975,0.017499999999999988,1.1825,0.03749999999999998,2.6625,0.05750000000000011,5.025,0.375,127.5,0.87188769,"dict_items([('Ru', 2), ('Mo', 2.0)])",0
69_450_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,450.0,2221.130653,1.045576408,0.0,3.0,3.0,31.0,8.666666666666666,60.58495636000001,47.89935,1271.6875,7.0,4.0,184.25,2753.875,31.9318749999375,42.631249999999994,1.061875,5.4883750000000004,0.0,-1.6303193669375,0.6553749999999999,28.464375000000004,5.4883750000000004,5.4769410375000005,28.138323125,43.5819375,56.81999999999999,77.4825,94.80000000000001,113.295,148.785,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,545.2125,42.666666666666664,26.444444444444446,1.0,1.3333333333333333,5.666666666666667,3.7777777777777772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,1.6666666666666667,1.5555555555555556,7.0,4.0,31.9318749999375,4.333333333333333,0.44444444444444436,0.33166666666666667,0.10444444444444445,1.5566666666666666,0.3955555555555555,0.38833333333333336,0.14777777777777779,1.1683333333333332,0.24777777777777776,2.7249999999999996,0.6433333333333332,3.9166666666666665,1.1111111111111112,105.9375,1.0,"dict_items([('Ru', 1), ('Zn', 3.0), ('K', 12)])",1
17_400_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,400.0,2354.2,1.015100671,0.012459747,3.0,3.0,30.666666666666668,8.88888888888889,59.952004772500004,47.555475,1650.4375,6.666666666666667,3.7777777777777772,186.125,3087.625,34.175625,64.83125,1.10875,6.713125,0.0,-2.087942161625,0.6548125,28.286250000000003,6.713125,5.164224975000001,28.574825,43.0415625,56.44125,76.9575,93.86250000000001,114.2325,147.285,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,669.9168749999999,41.0,25.333333333333332,1.0,1.3333333333333333,5.666666666666667,3.7777777777777772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.3333333333333333,6.666666666666667,3.7777777777777772,34.175625,4.333333333333333,0.44444444444444436,0.33499999999999996,0.10000000000000002,1.5899999999999999,0.3733333333333333,0.40166666666666667,0.13888888888888887,1.1883333333333332,0.23444444444444443,2.778333333333333,0.6077777777777776,4.033333333333334,1.1888888888888889,159.375,0.400056109,"dict_items([('Ru', 1), ('Cu', 3.0), ('K', 12)])",1
28_450_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,450.0,2431.225,0.9,0.0,3.0,1.0,44.0,0.0,13.56787441,101.07,4423.0,8.0,0.0,146.0,12370.0,9.6,101.3,2.2,38.59,0.0,-9.19463357,0.23800000000000002,24.06,38.59,7.3605,16.76,28.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2607.0,56.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,9.6,5.0,0.0,0.45,0.0,1.46,0.0,0.315,0.0,1.145,0.0,2.605,0.0,5.4,0.0,117.0,1.0,"dict_items([('Ru', 4)])",0
126_450_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,450.0,2232.935752,1.00177305,0.0,3.0,2.0,41.5,2.5,28.1518782625,91.9468875,3819.25,5.5,2.5,179.0,6446.5,19.424999999999997,47.525000000000006,1.465,18.19,0.0,-7.14710822375,0.283,25.9125,18.19,6.5031,13.358,22.5075,45.44775,57.75,69.75,87.0,96.75,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2001.0,34.0,22.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.5,6.5,2.5,5.5,2.5,19.424999999999997,5.0,0.0,0.515,0.06499999999999997,1.54,0.08000000000000007,0.3075,0.007500000000000007,1.2325,0.08750000000000002,2.7725,0.16749999999999998,4.300000000000001,1.1,42.15,1.0,"dict_items([('Ru', 1), ('Y', 3.0)])",0
112_450_0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,2182.375,1.176470588,0.0,1.0,2.0,35.0,9.0,12.672619690000001,78.4575,3778.5,8.0,0.0,139.0,10122.0,9.0,58.5,2.015,26.200000000000003,0.0,-8.740058965,0.3435,24.58,26.200000000000003,7.63145,16.47385,29.561,27.4,37.5,49.55,62.49,75.53,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2209.0,55.5,0.5,3.5,0.5,6.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.5,4.0,0.0,8.0,0.0,9.0,4.5,0.5,0.335,0.115,1.31,0.15000000000000002,0.2625,0.052500000000000005,1.0474999999999999,0.09750000000000003,2.3575,0.24750000000000005,5.165,0.23500000000000032,98.7,1.0,"dict_items([('Ru', 2), ('Fe', 2.0)])",0
117_450_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,450.0,2178.425,1.0362647329999999,0.0,1.0,2.0,37.0,7.0,14.38677907,83.225,2801.5,10.0,2.0,134.0,9755.0,1.8916666664999995,50.65,1.925,22.829,0.0,-5.2173167425,0.313,24.725,22.829,8.377349500000001,17.362195,34.0965,29.7,41.3,54.0,67.0,87.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1649.84,62.5,6.5,1.5,1.5,8.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.5,2.0,2.0,10.0,2.0,1.8916666664999995,4.5,0.5,0.3125,0.1375,1.26,0.19999999999999996,0.27749999999999997,0.037500000000000006,0.9824999999999999,0.16250000000000003,2.2424999999999997,0.36250000000000004,4.75,0.6500000000000004,116.5,0.6589094120000001,"dict_items([('Ru', 2), ('Zn', 2.0)])",0
34_250_0,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,250.0,2304.825,1.053984576,0.010039196,8.0,3.0,25.0,12.666666666666666,61.484669448750005,44.9956,1497.25,3.6666666666666665,2.888888888888889,188.125,2405.5,34.968333333749996,48.9625,1.05375,7.635000000000001,0.0,-2.16526801975,0.725375,28.316125000000003,7.635000000000001,5.13133935,27.69690875,47.9312125,59.3406875,79.65375,97.89500000000001,116.2975,149.405,0.6666666666666666,0.4444444444444445,0.3333333333333333,0.4444444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,693.6475,42.333333333333336,26.222222222222218,1.0,1.3333333333333333,2.3333333333333335,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,1.6666666666666667,1.5555555555555556,3.6666666666666665,2.888888888888889,34.968333333749996,4.0,0.6666666666666666,0.41000000000000003,0.04000000000000001,1.58,0.38000000000000006,0.385,0.15,1.195,0.23,2.775,0.61,3.7000000000000006,1.1333333333333335,111.0,0.223574522,"dict_items([('Ru', 2), ('Mg', 2.0), ('K', 12)])",1
38_350_1,0.0,0.12,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,2055.173267,1.142721218,0.009322338000000001,3.0,3.0,29.333333333333332,9.777777777777777,60.108470870000005,48.824730625,1618.625,5.333333333333333,2.8888888888888893,187.875,3122.0,34.7975,48.9625,1.08375,8.18875,0.0,-3.1000546372500004,0.6573749999999999,28.497500000000002,8.18875,5.104812475,27.7725,42.12175,52.082499999999996,71.045,86.50000000000001,103.070375,140.4725,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,768.1475,37.0,22.666666666666668,2.6666666666666665,1.777777777777778,4.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,3.3333333333333335,1.5555555555555554,5.333333333333333,2.8888888888888893,34.7975,4.333333333333333,0.44444444444444436,0.35000000000000003,0.07999999999999999,1.6133333333333333,0.35777777777777775,0.38833333333333336,0.14777777777777779,1.2249999999999999,0.20999999999999996,2.8383333333333334,0.5677777777777777,4.033333333333334,1.1888888888888889,92.47625,0.9722799940000001,"dict_items([('Ru', 2), ('Mn', 2.0), ('K', 12)])",1
114_350_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,350.0,2305.788177,1.029535865,0.009330022,6.0,2.0,35.5,8.5,12.281867545,80.0015975,3811.5,8.5,0.5,136.0,10635.0,8.55,82.5,2.04,27.395000000000003,0.0,-8.1375113575,0.3295,24.435,27.395000000000003,7.620755000000001,16.922,30.985,25.65,39.75,51.0,64.45,78.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2187.5,57.0,1.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.5,3.5,0.5,8.5,0.5,8.55,4.5,0.5,0.33,0.12000000000000001,1.28,0.17999999999999994,0.2475,0.0675,1.0325,0.11249999999999999,2.3125,0.2925,5.25,0.15000000000000036,108.5,0.29507517899999997,"dict_items([('Ru', 2), ('Co', 2.0)])",0
41_400_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,400.0,2276.708543,1.046207498,0.006068697,6.0,3.0,30.333333333333332,9.11111111111111,59.949543366250005,49.29415,1725.125,6.333333333333333,3.555555555555556,186.0,3301.75,34.4725,62.9625,1.1287500000000001,8.760000000000002,0.0,-2.6657745522500003,0.653,28.466250000000002,8.760000000000002,5.130534975,28.088605,42.312,52.544999999999995,71.5025,88.05000000000001,104.795,136.41,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,794.2725,40.0,24.666666666666668,1.6666666666666667,1.111111111111111,5.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,2.3333333333333335,1.1111111111111112,6.333333333333333,3.555555555555556,34.4725,4.333333333333333,0.44444444444444436,0.3383333333333334,0.09555555555555555,1.61,0.36000000000000004,0.395,0.14333333333333334,1.215,0.2166666666666667,2.8249999999999997,0.5766666666666665,4.283333333333334,1.3555555555555554,102.8625,0.9719295929999999,"dict_items([('Ru', 2), ('Ni', 2.0), ('K', 12)])",1
83_350_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,350.0,2184.35,1.0795660040000001,0.008285145,3.0,3.0,36.333333333333336,11.555555555555555,60.419181095000006,55.259975000000004,1731.375,6.333333333333333,3.555555555555556,187.875,3691.125,34.2225,55.675,1.165,8.6675,0.0,-2.6147058022500005,0.628,28.455000000000002,8.6675,5.2176724750000005,28.24625,42.0295,45.6825,61.995,74.55000000000001,88.17,116.16,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,806.77875,40.333333333333336,24.888888888888886,1.0,1.3333333333333333,5.666666666666667,3.7777777777777772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,0.6666666666666666,0.4444444444444445,1.6666666666666667,1.5555555555555556,6.333333333333333,3.555555555555556,34.2225,4.666666666666667,0.44444444444444436,0.40666666666666673,0.02888888888888891,1.6600000000000001,0.32666666666666666,0.40499999999999997,0.13666666666666666,1.2550000000000001,0.19000000000000003,2.9149999999999996,0.5166666666666665,4.366666666666667,1.4111111111111112,100.475,0.939012345,"dict_items([('Ru', 2), ('Pd', 2.0), ('K', 12)])",1
107_450_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,450.0,2192.931034,1.0470275070000001,0.0,1.0,3.0,37.333333333333336,12.222222222222221,61.84221508125,56.309725,1620.0,7.333333333333333,4.222222222222222,188.25,3102.0,34.82875,52.574999999999996,1.1125,6.986375,0.0,-2.305834226,0.626625,28.550000000000004,6.986375,4.898854975000001,28.1762875,41.417,52.4325,61.995,74.55000000000001,88.17,116.16,0.3333333333333333,0.4444444444444445,0.3333333333333333,0.4444444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,631.99125,44.666666666666664,27.777777777777782,1.0,1.3333333333333333,5.666666666666667,3.7777777777777772,0.0,0.0,0.0,0.0,1.6666666666666667,2.2222222222222223,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,3.3333333333333335,1.5555555555555554,7.333333333333333,4.222222222222222,34.82875,4.666666666666667,0.44444444444444436,0.39333333333333337,0.0377777777777778,1.5733333333333335,0.3844444444444444,0.365,0.16333333333333333,1.2083333333333333,0.22111111111111112,2.7816666666666663,0.6055555555555555,3.85,1.0666666666666667,101.725,0.233098568,"dict_items([('Ru', 2), ('In', 2.0), ('K', 12)])",1
66_250_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,2381.909548,0.941666667,0.024547508,4.0,3.0,36.0,11.333333333333334,60.307423750000005,54.935381250000006,1794.4375,6.0,3.3333333333333335,188.0,3749.5,34.635,63.2,1.18,9.14875,0.0,-2.757877917875,0.6281875,28.387500000000003,9.14875,5.114072475,28.16,41.957625,45.6825,61.995,74.55000000000001,88.17,116.16,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,834.7725,39.333333333333336,24.222222222222218,1.6666666666666667,1.111111111111111,5.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.6666666666666665,1.1111111111111112,6.0,3.3333333333333335,34.635,4.666666666666667,0.44444444444444436,0.41333333333333333,0.02888888888888889,1.6733333333333331,0.3177777777777777,0.4083333333333334,0.13444444444444445,1.265,0.18333333333333326,2.938333333333333,0.501111111111111,4.3500000000000005,1.4000000000000001,112.3125,0.20377695,"dict_items([('Ru', 1), ('Rh', 3.0), ('K', 12)])",1
120_400_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,2.0,400.0,2165.170512,1.05032022,0.004678542,3.0,2.0,61.0,17.0,14.46416896,148.077,4260.5,9.0,1.0,141.0,16730.0,8.05,153.3,2.24,30.3825,0.0,-7.611571625,0.1855,24.96,30.3825,8.15965,17.6615,14.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2324.2,59.5,3.5,2.0,1.0,8.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,16.0,8.0,8.05,5.5,0.5,0.48,0.03,1.46,0.0,0.2675,0.0475,1.1925,0.04749999999999999,2.6525,0.0475000000000001,5.525,0.125,94.3,0.82969537,"dict_items([('Ru', 2), ('Pt', 2.0)])",0
64_450_0,0.0,0.12,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,450.0,2548.259056,1.074766355,0.022573903,3.0,3.0,28.0,10.666666666666666,60.992956894375006,51.084094500000006,1797.25,4.0,2.6666666666666665,190.25,3147.9375,35.335,56.425,1.1125,9.868125000000001,0.0,-2.93999314725,0.647875,28.306250000000002,9.868125000000001,5.04568435,27.664985625,41.23991625,50.2755875,67.723125,81.46750000000002,96.795,126.04124999999999,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,854.585,23.333333333333332,21.777777777777775,4.0,3.3333333333333335,2.6666666666666665,2.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,4.666666666666667,2.8888888888888893,4.0,2.6666666666666665,35.335,4.333333333333333,0.44444444444444436,0.37666666666666665,0.04888888888888889,1.7133333333333336,0.29111111111111115,0.4116666666666666,0.1322222222222222,1.3016666666666667,0.15888888888888894,3.015,0.45,3.6333333333333333,1.1777777777777778,99.8,0.943813782,"dict_items([('Ru', 3), ('Sc', 1.0), ('K', 12)])",1
