,Predicted Conversion,Measured Conversion
87_350_1,0.7667998215608742,0.0
84_350_0,0.5683549025792172,0.11978795960210975
93_250_0,0.25072879062638587,0.042815456611469294
38_300_0,0.31667226421545885,0.3488944899142594
87_250_0,0.24163447728523443,0.15054885690851846
91_400_0,0.8827955513985423,0.4372293988097049
86_350_2,0.7785693333152004,0.0
90_300_0,0.398319364678422,0.1699672072669393
91_350_2,0.786105002357283,0.034173638150354665
85_250_0,0.23693837562953082,0.10671627335219308
87_350_4,0.7729842144163002,0.0
91_300_0,0.5225447218789225,0.09031861754693964
87_350_3,0.7797239414742088,0.0
90_250_0,0.1904199390415901,0.1655352610685138
84_350_1,0.5730945204992889,0.0890431937786073
85_350_2,0.8405997324660396,0.11853621100967733
38_300_1,0.30813957870033887,0.4687923468556841
91_450_0,0.9140518768787996,0.9281738554801028
89_450_0,0.9105193241548887,1.0
90_350_1,0.6283282508108892,0.15860408653186803
89_400_0,0.8489744636047385,0.8870256359750139
84_350_4,0.5740763141930203,0.04248792085417002
89_250_0,0.2828759264654737,0.4948017452790801
89_350_3,0.6859565398869759,0.2439596565299827
93_300_0,0.46306581139595004,0.11500350379071335
38_450_1,0.9931864039966325,0.9996868639878128
93_400_0,0.8436147128109539,0.7104351260096099
85_400_0,0.9309097347950387,0.8938209930573215
87_350_0,0.7880000418564694,0.21776408811445455
89_350_1,0.676376364869365,0.4380661901573906
93_350_3,0.6963795455494999,0.17718213551742604
93_350_4,0.6987637764931917,0.025996782306693063
90_400_0,0.8213377802928334,0.33242160090181944
91_350_0,0.8080705433791465,0.1977881446955244
86_300_0,0.38345345637555767,0.007846155478208088
90_350_3,0.6379084258284999,0.08485793634000734
38_350_1,0.7699377773382957,0.9722799938629576
91_350_1,0.786105002357283,0.10614883344422138
84_350_2,0.5730945204992889,0.07582425496544001
38_350_5,0.7645265413476235,0.427210114812368
38_400_1,0.9915431909133394,0.9846573025395444
89_300_0,0.4598061917711243,0.5173962101246217
38_350_0,0.7859868262737995,0.9004217271071279
87_300_0,0.3895991129593587,0.16582702322591475
91_350_4,0.7918489221664282,0.18047666522740397
85_350_4,0.8434902877087279,0.15874486550759298
86_250_0,0.1993244050602824,0.0
89_350_2,0.676376364869365,0.30744503436969606
85_300_0,0.49635558224070897,0.20759283578494284
93_350_0,0.7229966255464124,0.2796358555733472
86_400_0,0.9318668670327506,0.17174948482295238
38_350_4,0.7674783856677807,0.44544731871619
93_350_1,0.6891018658882764,0.3444827144948633
38_450_0,0.9820506835364607,0.9506512758203932
84_450_0,0.8495707295334698,0.3685037357933218
38_400_0,0.9804592649070331,0.9664602447962052
89_350_0,0.6921153036592445,0.6128629113064615
89_350_4,0.6921153036592445,0.29775080071279997
86_450_0,0.940690951975554,0.4154654325408391
84_300_0,0.23923398462188816,0.09868728205311317
90_350_4,0.6459285468007466,0.13605168481040894
85_450_0,0.9380804719062255,1.0
87_450_0,0.9473599794942412,0.7136789680950413
84_250_0,0.1363151859765428,0.042990296375045735
93_450_0,0.8797568317661633,0.955257920343851
87_350_2,0.7667998215608742,0.0
85_350_3,0.8516603800274936,0.09455464714157133
86_350_1,0.7785693333152004,0.0
85_350_0,0.8345927495837415,0.3672714400018813
85_350_1,0.8405997324660396,0.154181697133948
91_350_3,0.7954151458504117,0.0
86_350_0,0.7853176487651093,0.02862490260538067
87_400_0,0.939196993110525,0.3805182095443291
93_350_2,0.6891018658882764,0.24013068415994196
38_250_1,0.20467172802536798,0.2280097026843317
86_350_4,0.7847735413503996,0.0
38_350_3,0.7560742930200383,0.5906045913782979
38_350_2,0.7560742930200383,0.7821211436097634
90_450_0,0.8876510445579752,0.8102473831824942
91_250_0,0.2526133417457188,0.06487833141605356
38_250_0,0.17812040117934175,0.15611651191583042
84_400_0,0.792607936337795,0.2951361312139512
90_350_2,0.6283282508108892,0.12421786919966132
86_350_3,0.7914934532285349,0.0
90_350_0,0.6525969378471578,0.16831972186638575
84_350_3,0.5823389124743423,0.059303028460078684
