,Predicted Conversion,Measured Conversion,ID,Name,temperature
87_350_0,0.8564087428899999,0.217764088,87,Ru(1)Mo(3)K(12),350.0
93_450_0,0.8482877655549999,0.95525792,93,Ru(1)Re(3)K(12),450.0
38_250_1,0.15908989536000007,0.228009703,38,Ru(2)Mn(2)K(12),250.0
85_350_0,0.9477599063250001,0.36727144,85,Ru(3)Mo(1)K(12),350.0
86_250_0,0.22973720247500007,0.0,86,Ru(2)Mo(2)K(12),250.0
85_450_0,0.9809425223600003,1.0,85,Ru(3)Mo(1)K(12),450.0
87_300_0,0.44497280599499994,0.16582702300000002,87,Ru(1)Mo(3)K(12),300.0
90_400_0,0.8721046102249997,0.332421601,90,Ru(1)Ir(3)K(12),400.0
87_400_0,0.9836729635899998,0.38051821,87,Ru(1)Mo(3)K(12),400.0
38_450_1,0.9939512408150002,0.9996868640000001,38,Ru(2)Mn(2)K(12),450.0
86_350_0,0.93505321733,0.028624902999999997,86,Ru(2)Mo(2)K(12),350.0
93_350_0,0.6888606767899997,0.279635856,93,Ru(1)Re(3)K(12),350.0
85_250_0,0.2312554378050001,0.10671627300000001,85,Ru(3)Mo(1)K(12),250.0
90_250_0,0.22168211805000002,0.165535261,90,Ru(1)Ir(3)K(12),250.0
87_450_0,0.986758992995,0.713678968,87,Ru(1)Mo(3)K(12),450.0
38_400_1,0.99336277465,0.984657303,38,Ru(2)Mn(2)K(12),400.0
85_300_0,0.5674517553800001,0.207592836,85,Ru(3)Mo(1)K(12),300.0
93_400_0,0.7923524639450003,0.7104351259999999,93,Ru(1)Re(3)K(12),400.0
90_300_0,0.5000644881750003,0.16996720699999998,90,Ru(1)Ir(3)K(12),300.0
93_300_0,0.4003768367000001,0.115003504,93,Ru(1)Re(3)K(12),300.0
86_450_0,0.9815137054650003,0.415465433,86,Ru(2)Mo(2)K(12),450.0
38_350_1,0.8636112521799997,0.9722799940000001,38,Ru(2)Mn(2)K(12),350.0
90_450_0,0.8947815963700001,0.810247383,90,Ru(1)Ir(3)K(12),450.0
86_300_0,0.5043354627350001,0.007846155,86,Ru(2)Mo(2)K(12),300.0
90_350_0,0.7883506815699997,0.168319722,90,Ru(1)Ir(3)K(12),350.0
38_300_1,0.3338343268650001,0.46879234700000005,38,Ru(2)Mn(2)K(12),300.0
87_250_0,0.19164401771999998,0.15054885699999998,87,Ru(1)Mo(3)K(12),250.0
86_400_0,0.9784276760599999,0.171749485,86,Ru(2)Mo(2)K(12),400.0
85_400_0,0.9778564929550001,0.893820993,85,Ru(3)Mo(1)K(12),400.0
93_250_0,0.20329432271999995,0.042815457,93,Ru(1)Re(3)K(12),250.0
