,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.10961421330769856,0.0016658306121826172,0.854004989767305,0.9594525543469596,mae,10,auto,,0,3,5,10,"{'n_estimators': 10, 'min_samples_split': 5, 'min_samples_leaf': 3, 'min_impurity_decrease': 0, 'max_leaf_nodes': None, 'max_features': 'auto', 'max_depth': 10, 'criterion': 'mae'}",17,0.8083585497607454,0.9606663573115036,0.8832320721733817,0.9670802211852263,0.8704243473677878,0.950611084544149,0.00249226215693725,0.00047153903155141864,0.03269768154500957,0.006778057915222744
1,0.3081854184468587,0.010994831720987955,0.016210649122486192,0.02456425533809803,mae,3,0.2,5,0.1,3,2,200,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 3, 'min_impurity_decrease': 0.1, 'max_leaf_nodes': 5, 'max_features': 0.2, 'max_depth': 3, 'criterion': 'mae'}",399,0.006434557114501138,-0.01835401624417421,0.116456542552699,0.07582143819100595,-0.07425915229974156,0.016225344067462344,0.00880141879729727,0.002159170624417678,0.0781656277698143,0.03889650485928716
2,0.09262307484944661,0.0016659100850423176,0.7979616674819545,0.9168917917104112,mae,,0.2,50,0,1,2,25,"{'n_estimators': 25, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'max_leaf_nodes': 50, 'max_features': 0.2, 'max_depth': None, 'criterion': 'mae'}",34,0.7751045819811473,0.9378863672937666,0.7815889643902871,0.9154114966242258,0.8371914560744294,0.8973775112132412,0.002866633426464058,0.00047108962613854846,0.027865678274712636,0.016570763619395447
3,0.2615409692128499,0.0033318201700846353,0.5620442414637982,0.5634824572075715,mae,5,auto,5,0.1,2,10,50,"{'n_estimators': 50, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'max_leaf_nodes': 5, 'max_features': 'auto', 'max_depth': 5, 'criterion': 'mae'}",155,0.551988175309481,0.5729009321481554,0.5741222150113381,0.53789155579352,0.5600223340705754,0.5796548836810391,0.00817475690735668,0.00047125800235667525,0.009148588616499755,0.018304364538089694
4,0.1533979574839274,0.004665772120157878,0.02126330523587742,0.02981062339055322,mae,3,0.2,20,0.1,1,2,100,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'max_leaf_nodes': 20, 'max_features': 0.2, 'max_depth': 3, 'criterion': 'mae'}",396,0.03179875490487427,0.008132019774003907,0.12390752944541161,0.08209907834471053,-0.09191636864265362,-0.0007992279470547814,0.007378493867831488,0.00047181992012995503,0.08842411255337489,0.03715287057176455
5,0.3222477436065674,0.013003826141357422,0.3859538975121045,0.45953827648153117,mae,,0.05,20,0,1,10,200,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'max_leaf_nodes': 20, 'max_features': 0.05, 'max_depth': None, 'criterion': 'mae'}",258,0.3837102491025798,0.4686508020311499,0.40080486709740004,0.48921376316745024,0.3733465763363337,0.42075026424599327,0.020932914180217033,0.0024615907193877152,0.011321510544651631,0.02868322695190142
6,0.026653846104939777,0.002331972122192383,-0.1928890876428587,-0.1836012137483737,mae,5,0.05,50,0.1,1,2,25,"{'n_estimators': 25, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'max_leaf_nodes': 50, 'max_features': 0.05, 'max_depth': 5, 'criterion': 'mae'}",597,-0.1282044679500265,-0.15853969302549875,-0.1508311914988114,-0.20560820781632883,-0.29963160347973816,-0.18665574040329358,0.0016983499133608117,0.00047052742684294406,0.0760415047634213,0.019336646916634042
7,0.056977033615112305,0.0026655197143554688,-0.12715451578258677,-0.11373423339230171,mae,5,0.1,,0.1,1,5,50,"{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'max_leaf_nodes': None, 'max_features': 0.1, 'max_depth': 5, 'criterion': 'mae'}",502,-0.028839065522649143,-0.05578315139134893,-0.02434702503679631,-0.07262282507082762,-0.3282774567883149,-0.21279672371472858,0.0028297401472503108,0.0004712018568280267,0.14222721881090322,0.07038430882930521
8,0.09262847900390625,0.002332448959350586,0.35794424863936963,0.4421709735878872,mae,10,sqrt,5,0,2,2,50,"{'n_estimators': 50, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'max_leaf_nodes': 5, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'mae'}",284,0.35953209146844833,0.40827618222054796,0.3883460962719619,0.5033364390907349,0.3259545581776987,0.41490029945237883,0.0077568986241929785,0.00047120177640471074,0.025495972754919122,0.04333497709633866
9,0.33017563819885254,0.004997730255126953,-0.23280014780620248,-0.22289996717733848,mae,3,auto,50,0.4,5,5,100,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 5, 'min_impurity_decrease': 0.4, 'max_leaf_nodes': 50, 'max_features': 'auto', 'max_depth': 3, 'criterion': 'mae'}",946,-0.189898055183797,-0.22347987677851044,-0.15083119149881608,-0.20560820781633393,-0.35767119673599423,-0.23961181693717104,0.014329545668269491,1.9466795466607238e-07,0.08972602411476492,0.0138879703261448
