,ID,Ele1,Wt1,Ele2,Wt2,Ele3,Wt3,Reactor,NH3,Space Velocity,Temperature,Concentration,Standard Error,nAveraged,Groups
92,25,Ru,4.0,-,0.0,--,0.0,4.0,1.053333333333333,1925.625,350,0.917768902865569,0.010147772319938632,6,
538,25,Ru,4.0,-,0.0,--,0.0,9.0,0.9572139303482592,1975.0,400,0.9958655514468134,0.0020842941727479214,6,
98,25,Ru,4.0,-,0.0,--,0.0,4.0,1.053333333333333,1925.625,400,1.0,0.0,3,
554,25,Ru,4.0,-,0.0,--,0.0,9.0,0.9572139303482592,1975.0,450,0.9955030102921428,0.002203101115498956,3,
101,25,Ru,4.0,-,0.0,--,0.0,4.0,1.053333333333333,1925.625,450,0.9927977522823711,0.007202247717628859,3,
1350,27,Ru,4.0,-,0.0,--,0.0,0.0,0.86,2308.775,250,0.019387304738855218,0.00939511156620046,4,
1354,27,Ru,4.0,-,0.0,--,0.0,0.0,0.86,2308.775,300,0.1654681244482523,0.0043617850875081465,2,
1356,27,Ru,4.0,-,0.0,--,0.0,0.0,0.86,2308.775,350,0.8276896342925985,0.010044637824331456,3,
1515,27,Ru,4.0,-,0.0,--,0.0,0.0,5.0,846.0,350,0.7312896970930928,0.009881739339299443,3,
1518,27,Ru,4.0,-,0.0,--,0.0,0.0,5.0,1410.0,350,0.5936641504780833,0.00479862043281575,3,
1521,27,Ru,4.0,-,0.0,--,0.0,0.0,5.0,1975.0,350,0.480455135818834,0.006735563799925619,3,
1524,27,Ru,4.0,-,0.0,--,0.0,0.0,5.0,2539.0,350,0.44429509642112297,0.006339218384595029,2,
1359,27,Ru,4.0,-,0.0,--,0.0,0.0,0.86,2308.775,400,1.0,0.0,3,
1362,27,Ru,4.0,-,0.0,--,0.0,0.0,0.86,2308.775,450,1.0,0.0,3,
1365,28,Ru,4.0,-,0.0,--,0.0,1.0,0.9,2431.225,250,0.0509075200774189,0.006199895264824496,4,
1369,28,Ru,4.0,-,0.0,--,0.0,1.0,0.9,2431.225,300,0.19875468145152336,0.0004054972811221996,2,
1371,28,Ru,4.0,-,0.0,--,0.0,1.0,0.9,2431.225,350,0.86568797994056,0.004064904471111185,3,
1526,28,Ru,4.0,-,0.0,--,0.0,1.0,5.0,846.0,350,0.715461852817326,0.00824524708995141,3,
1529,28,Ru,4.0,-,0.0,--,0.0,1.0,5.0,1410.0,350,0.5879723059564098,0.009877554632710485,3,
1532,28,Ru,4.0,-,0.0,--,0.0,1.0,5.0,1975.0,350,0.48856281343399005,0.01292268864323531,3,
1535,28,Ru,4.0,-,0.0,--,0.0,1.0,5.0,2539.0,350,0.38030289776342496,0.0028932693260670106,2,
1374,28,Ru,4.0,-,0.0,--,0.0,1.0,0.9,2431.225,400,0.9995778603863258,0.0004221396136741366,3,
1377,28,Ru,4.0,-,0.0,--,0.0,1.0,0.9,2431.225,450,1.0,0.0,3,
104,29,Ru,3.0,Y,1.0,K,12.0,5.0,1.156300703082747,1825.8875,250,0.5228012977795499,0.016773548136865518,8,39.0
112,29,Ru,3.0,Y,1.0,K,12.0,5.0,1.156300703082747,1825.8875,300,0.9524203071824157,0.0057395817177115,6,39.0
118,29,Ru,3.0,Y,1.0,K,12.0,5.0,1.156300703082747,1825.8875,350,0.959141107111496,0.007319688644545091,6,39.0
124,29,Ru,3.0,Y,1.0,K,12.0,5.0,1.156300703082747,1825.8875,400,0.978571659873101,0.01082068386846813,3,39.0
127,29,Ru,3.0,Y,1.0,K,12.0,5.0,1.156300703082747,1825.8875,450,0.967365123661759,0.017069720882754394,3,39.0
130,30,Ru,2.0,Y,2.0,K,12.0,6.0,1.7944630872483225,2366.030150753769,250,0.6390338195504257,0.00996234195055133,8,39.0
138,30,Ru,2.0,Y,2.0,K,12.0,6.0,1.7944630872483225,2366.030150753769,300,0.9393617188044501,0.006155976352608136,6,39.0
144,30,Ru,2.0,Y,2.0,K,12.0,6.0,1.7944630872483225,2366.030150753769,350,0.9961859703401009,0.0031032822678679485,6,39.0
150,30,Ru,2.0,Y,2.0,K,12.0,6.0,1.7944630872483225,2366.030150753769,400,1.0,0.0,3,39.0
153,30,Ru,2.0,Y,2.0,K,12.0,6.0,1.7944630872483225,2366.030150753769,450,0.9953964898441958,0.004603510155804143,3,39.0
557,31,Ru,1.0,Y,3.0,K,12.0,10.0,1.0481809242871185,2008.575,150,0.27248907906104686,0.0031048242962877534,3,39.0
560,31,Ru,1.0,Y,3.0,K,12.0,10.0,1.0481809242871185,2008.575,250,0.3963143638884284,0.008468969368020506,7,39.0
156,31,Ru,1.0,Y,3.0,K,12.0,7.0,1.6530815109343937,1986.85,250,0.5909036443111161,0.006930684721215204,8,39.0
563,31,Ru,1.0,Y,3.0,K,12.0,10.0,1.0481809242871185,2008.575,300,0.8505184021881449,0.028151119190553874,5,39.0
164,31,Ru,1.0,Y,3.0,K,12.0,7.0,1.6530815109343937,1986.85,300,0.8869534833357139,0.005935273066387812,6,39.0
565,31,Ru,1.0,Y,3.0,K,12.0,10.0,1.0481809242871185,2008.575,350,0.9983401334386777,0.0016598665613223318,6,39.0
170,31,Ru,1.0,Y,3.0,K,12.0,7.0,1.6530815109343937,1986.85,350,1.0,0.0,6,39.0
568,31,Ru,1.0,Y,3.0,K,12.0,10.0,1.0481809242871185,2008.575,400,1.0,0.0,6,39.0
176,31,Ru,1.0,Y,3.0,K,12.0,7.0,1.6530815109343937,1986.85,400,1.0,0.0,3,39.0
584,31,Ru,1.0,Y,3.0,K,12.0,10.0,1.0481809242871185,2008.575,450,1.0,0.0,3,39.0
179,31,Ru,1.0,Y,3.0,K,12.0,7.0,1.6530815109343937,1986.85,450,1.0,0.0,3,39.0
208,32,Ru,4.0,Y,0.5,K,12.0,10.0,1.4957825679475174,2107.3250000000007,250,0.688269702692525,0.007356723873122982,3,39.0
211,32,Ru,4.0,Y,0.5,K,12.0,10.0,1.4957825679475174,2107.3250000000007,300,0.9574928582255678,0.00636038248843383,6,39.0
217,32,Ru,4.0,Y,0.5,K,12.0,10.0,1.4957825679475174,2107.3250000000007,350,0.9687965965361195,0.006863591210920951,6,39.0
223,32,Ru,4.0,Y,0.5,K,12.0,10.0,1.4957825679475174,2107.3250000000007,400,0.9813679669114829,0.007980056138341605,3,39.0
226,32,Ru,4.0,Y,0.5,K,12.0,10.0,1.4957825679475174,2107.3250000000007,450,0.9565526341715843,0.01822528985506497,3,39.0
587,33,Ru,3.0,Mg,1.0,K,12.0,11.0,0.9613804437140512,2368.0541871921178,150,0.09389195687980582,0.016932906616622178,3,12.0
590,33,Ru,3.0,Mg,1.0,K,12.0,11.0,0.9613804437140512,2368.0541871921178,250,0.3382937818210406,0.016174028766807073,7,12.0
182,33,Ru,3.0,Mg,1.0,K,12.0,9.0,1.048951048951049,2259.4,250,0.49457181608285494,0.020788680855293513,8,12.0
593,33,Ru,3.0,Mg,1.0,K,12.0,11.0,0.9613804437140512,2368.0541871921178,300,0.8140625579480336,0.025140636387794544,5,12.0
190,33,Ru,3.0,Mg,1.0,K,12.0,9.0,1.048951048951049,2259.4,300,0.9668549939148722,0.005196434166960007,6,12.0
595,33,Ru,3.0,Mg,1.0,K,12.0,11.0,0.9613804437140512,2368.0541871921178,350,0.9470939440664603,0.005724754374508084,6,12.0
196,33,Ru,3.0,Mg,1.0,K,12.0,9.0,1.048951048951049,2259.4,350,1.0,0.0,6,12.0
598,33,Ru,3.0,Mg,1.0,K,12.0,11.0,0.9613804437140512,2368.0541871921178,400,0.9423378205243907,0.011038188035436705,6,12.0
202,33,Ru,3.0,Mg,1.0,K,12.0,9.0,1.048951048951049,2259.4,400,1.0,0.0,3,12.0
614,33,Ru,3.0,Mg,1.0,K,12.0,11.0,0.9613804437140512,2368.0541871921178,450,0.9503583253531831,0.006839115965882678,3,12.0
205,33,Ru,3.0,Mg,1.0,K,12.0,9.0,1.048951048951049,2259.4,450,1.0,0.0,3,12.0
229,34,Ru,2.0,Mg,2.0,K,12.0,11.0,1.0539845758354751,2304.8250000000007,250,0.22357452157296537,0.010039195545068326,8,12.0
237,34,Ru,2.0,Mg,2.0,K,12.0,11.0,1.0539845758354751,2304.8250000000007,300,0.40446978753913404,0.01331379523020032,6,12.0
243,34,Ru,2.0,Mg,2.0,K,12.0,11.0,1.0539845758354751,2304.8250000000007,350,0.9159837194018374,0.01650258795294973,6,12.0
249,34,Ru,2.0,Mg,2.0,K,12.0,11.0,1.0539845758354751,2304.8250000000007,400,0.9935140315100458,0.004564843120940064,3,12.0
252,34,Ru,2.0,Mg,2.0,K,12.0,11.0,1.0539845758354751,2304.8250000000007,450,0.9968887381429572,0.0029498822373974463,3,12.0
255,35,Ru,1.0,Mg,3.0,K,12.0,12.0,1.381125226860254,2187.386934673367,250,0.2992334912892539,0.004787352305386469,8,12.0
263,35,Ru,1.0,Mg,3.0,K,12.0,12.0,1.381125226860254,2187.386934673367,300,0.374982429272486,0.006030341452501818,6,12.0
269,35,Ru,1.0,Mg,3.0,K,12.0,12.0,1.381125226860254,2187.386934673367,350,0.6211756680810154,0.007028267896500984,6,12.0
275,35,Ru,1.0,Mg,3.0,K,12.0,12.0,1.381125226860254,2187.386934673367,400,0.8880045466733351,0.002887690956686747,3,12.0
278,35,Ru,1.0,Mg,3.0,K,12.0,12.0,1.381125226860254,2187.386934673367,450,0.947249734248805,0.016793660922844816,3,12.0
281,36,K,12.0,-,0.0,--,0.0,13.0,1.022823330515638,2336.425,250,0.10291346651093537,0.009490689209137683,8,
289,36,K,12.0,-,0.0,--,0.0,13.0,1.022823330515638,2336.425,300,0.10002537074665259,0.005619396734705943,6,
295,36,K,12.0,-,0.0,--,0.0,13.0,1.022823330515638,2336.425,350,0.1173882612052554,0.014206217302404175,6,
301,36,K,12.0,-,0.0,--,0.0,13.0,1.022823330515638,2336.425,400,0.15186435206561524,0.01542397114707994,3,
304,36,K,12.0,-,0.0,--,0.0,13.0,1.022823330515638,2336.425,450,0.20529086658119824,0.06893718379261374,3,
307,37,Ru,3.0,Mn,1.0,K,12.0,14.0,0.9691417550626804,2048.0750000000007,250,0.01769112212270621,0.006893098702207801,8,25.0
315,37,Ru,3.0,Mn,1.0,K,12.0,14.0,0.9691417550626804,2048.0750000000007,300,0.36601792059233346,0.031951098108959845,6,25.0
321,37,Ru,3.0,Mn,1.0,K,12.0,14.0,0.9691417550626804,2048.0750000000007,350,0.9107474210036783,0.010926751373753927,6,25.0
327,37,Ru,3.0,Mn,1.0,K,12.0,14.0,0.9691417550626804,2048.0750000000007,400,0.9134323149028362,0.0338357075969096,3,25.0
330,37,Ru,3.0,Mn,1.0,K,12.0,14.0,0.9691417550626804,2048.0750000000007,450,0.9083326034151762,0.06531946891988281,3,25.0
1380,38,Ru,2.0,Mn,2.0,K,12.0,2.0,1.01,2665.7537688442208,250,0.15611651191583042,0.010885711477942895,4,25.0
333,38,Ru,2.0,Mn,2.0,K,12.0,0.0,1.1427212178877253,2055.1732673267325,250,0.22800970268433166,0.0030408638524295076,3,25.0
1384,38,Ru,2.0,Mn,2.0,K,12.0,2.0,1.01,2665.7537688442208,300,0.3488944899142594,0.013927012262046483,2,25.0
336,38,Ru,2.0,Mn,2.0,K,12.0,0.0,1.1427212178877253,2055.1732673267325,300,0.4687923468556841,0.01129878543953225,3,25.0
1386,38,Ru,2.0,Mn,2.0,K,12.0,2.0,1.01,2665.7537688442208,350,0.900421727107128,0.007191865598511535,3,25.0
339,38,Ru,2.0,Mn,2.0,K,12.0,0.0,1.1427212178877253,2055.1732673267325,350,0.9722799938629577,0.009322338216253202,3,25.0
1537,38,Ru,2.0,Mn,2.0,K,12.0,2.0,5.0,846.0,350,0.7821211436097634,0.013951539543176739,3,25.0
1540,38,Ru,2.0,Mn,2.0,K,12.0,2.0,5.0,1410.0,350,0.5906045913782979,0.002452081257222936,3,25.0
1543,38,Ru,2.0,Mn,2.0,K,12.0,2.0,5.0,1975.0,350,0.44544731871619003,0.007270094104222545,3,25.0
1546,38,Ru,2.0,Mn,2.0,K,12.0,2.0,5.0,2539.0,350,0.42721011481236804,0.0053896870448200684,2,25.0
1389,38,Ru,2.0,Mn,2.0,K,12.0,2.0,1.01,2665.7537688442208,400,0.9664602447962051,0.006206522263399616,3,25.0
342,38,Ru,2.0,Mn,2.0,K,12.0,0.0,1.1427212178877253,2055.1732673267325,400,0.9846573025395443,0.00272986016688577,3,25.0
1392,38,Ru,2.0,Mn,2.0,K,12.0,2.0,1.01,2665.7537688442208,450,0.9506512758203933,0.0007240906893172817,3,25.0
345,38,Ru,2.0,Mn,2.0,K,12.0,0.0,1.1427212178877253,2055.1732673267325,450,0.9996868639878128,0.0002769856378235836,3,25.0
348,39,Ru,1.0,Mn,3.0,K,12.0,1.0,1.0687732342007437,2083.43137254902,250,0.1689670620496785,0.003192674280875134,3,25.0
351,39,Ru,1.0,Mn,3.0,K,12.0,1.0,1.0687732342007437,2083.43137254902,300,0.27447878331669545,0.018088359142672546,3,25.0
354,39,Ru,1.0,Mn,3.0,K,12.0,1.0,1.0687732342007437,2083.43137254902,350,0.560211176226134,0.029246913384407085,3,25.0
357,39,Ru,1.0,Mn,3.0,K,12.0,1.0,1.0687732342007437,2083.43137254902,400,0.9977808507986152,0.0022191492013847367,3,25.0
360,39,Ru,1.0,Mn,3.0,K,12.0,1.0,1.0687732342007437,2083.43137254902,450,1.0,0.0,3,25.0
617,40,Ru,3.0,Ni,1.0,K,12.0,12.0,1.0102707749766568,2115.225,150,0.1643060208595495,0.007063506615439898,3,28.0
620,40,Ru,3.0,Ni,1.0,K,12.0,12.0,1.0102707749766568,2115.225,250,0.2503767539557052,0.004280462961911975,7,28.0
363,40,Ru,3.0,Ni,1.0,K,12.0,3.0,1.0116086235489212,2393.8190954773872,250,0.18777273807397396,0.017223473739666536,3,28.0
623,40,Ru,3.0,Ni,1.0,K,12.0,12.0,1.0102707749766568,2115.225,300,0.5557722063861633,0.04966564188874411,5,28.0
366,40,Ru,3.0,Ni,1.0,K,12.0,3.0,1.0116086235489212,2393.8190954773872,300,0.5379320849891834,0.01892594165545093,3,28.0
625,40,Ru,3.0,Ni,1.0,K,12.0,12.0,1.0102707749766568,2115.225,350,0.9710058904756855,0.009338418100672674,6,28.0
369,40,Ru,3.0,Ni,1.0,K,12.0,3.0,1.0116086235489212,2393.8190954773872,350,0.9725243912307123,0.004927471187914771,3,28.0
628,40,Ru,3.0,Ni,1.0,K,12.0,12.0,1.0102707749766568,2115.225,400,1.0,0.0,6,28.0
372,40,Ru,3.0,Ni,1.0,K,12.0,3.0,1.0116086235489212,2393.8190954773872,400,0.9920479349364052,0.0032622280979417544,3,28.0
644,40,Ru,3.0,Ni,1.0,K,12.0,12.0,1.0102707749766568,2115.225,450,1.0,0.0,3,28.0
375,40,Ru,3.0,Ni,1.0,K,12.0,3.0,1.0116086235489212,2393.8190954773872,450,0.9997907309709008,0.00020926902909919795,3,28.0
647,41,Ru,2.0,Ni,2.0,K,12.0,13.0,1.0462074978204012,2276.708542713568,150,0.1650461769557706,0.019857295619207755,3,28.0
650,41,Ru,2.0,Ni,2.0,K,12.0,13.0,1.0462074978204012,2276.708542713568,250,0.22008193750435562,0.008972864344886665,7,28.0
653,41,Ru,2.0,Ni,2.0,K,12.0,13.0,1.0462074978204012,2276.708542713568,300,0.3974574375529717,0.026677706282520267,5,28.0
655,41,Ru,2.0,Ni,2.0,K,12.0,13.0,1.0462074978204012,2276.708542713568,350,0.7401104785291093,0.027980333968190083,6,28.0
658,41,Ru,2.0,Ni,2.0,K,12.0,13.0,1.0462074978204012,2276.708542713568,400,0.9719295929027932,0.006068696812747203,6,28.0
674,41,Ru,2.0,Ni,2.0,K,12.0,13.0,1.0462074978204012,2276.708542713568,450,0.9547616375575722,0.003945644444950711,3,28.0
677,42,Ru,1.0,Ni,3.0,K,12.0,14.0,1.074331020812686,1992.775,150,0.12448443929555515,0.015601061442229136,3,28.0
680,42,Ru,1.0,Ni,3.0,K,12.0,14.0,1.074331020812686,1992.775,250,0.10292033800299775,0.00942257021847226,7,28.0
683,42,Ru,1.0,Ni,3.0,K,12.0,14.0,1.074331020812686,1992.775,300,0.19801764972385608,0.0266914988175118,5,28.0
685,42,Ru,1.0,Ni,3.0,K,12.0,14.0,1.074331020812686,1992.775,350,0.5318734120616155,0.026248317305257902,6,28.0
688,42,Ru,1.0,Ni,3.0,K,12.0,14.0,1.074331020812686,1992.775,400,1.0,0.0,6,28.0
704,42,Ru,1.0,Ni,3.0,K,12.0,14.0,1.074331020812686,1992.775,450,1.0,0.0,3,28.0
467,43,Ru,3.0,Cr,1.0,K,12.0,5.0,0.9921841076856276,1828.5125628140704,150,0.0022013129102846233,0.0,3,24.0
470,43,Ru,3.0,Cr,1.0,K,12.0,5.0,0.9921841076856276,1828.5125628140704,250,0.238630183961588,0.02871790714147026,7,24.0
473,43,Ru,3.0,Cr,1.0,K,12.0,5.0,0.9921841076856276,1828.5125628140704,300,0.5538515344692592,0.025160832542732468,5,24.0
475,43,Ru,3.0,Cr,1.0,K,12.0,5.0,0.9921841076856276,1828.5125628140704,350,0.8304113615929491,0.012420878540674037,6,24.0
478,43,Ru,3.0,Cr,1.0,K,12.0,5.0,0.9921841076856276,1828.5125628140704,400,0.8319570519604378,0.004402810297019363,6,24.0
494,43,Ru,3.0,Cr,1.0,K,12.0,5.0,0.9921841076856276,1828.5125628140704,450,0.8466552609636504,0.004300902606576607,3,24.0
497,44,Ru,2.0,Cr,2.0,K,12.0,6.0,1.007525870178739,2109.974874371859,150,0.20593205048580468,0.005354077351417243,3,24.0
500,44,Ru,2.0,Cr,2.0,K,12.0,6.0,1.007525870178739,2109.974874371859,250,0.24042816571299655,0.00430918552158726,7,24.0
503,44,Ru,2.0,Cr,2.0,K,12.0,6.0,1.007525870178739,2109.974874371859,300,0.3520005747227376,0.011695390054626147,5,24.0
505,44,Ru,2.0,Cr,2.0,K,12.0,6.0,1.007525870178739,2109.974874371859,350,0.7395186200849366,0.01832876047497721,6,24.0
508,44,Ru,2.0,Cr,2.0,K,12.0,6.0,1.007525870178739,2109.974874371859,400,1.0,0.0,6,24.0
524,44,Ru,2.0,Cr,2.0,K,12.0,6.0,1.007525870178739,2109.974874371859,450,1.0,0.0,3,24.0
378,45,Ru,1.0,Cr,3.0,K,12.0,9.0,0.9649280575539572,2153.137254901961,250,0.1014863676865468,0.007195661736864042,3,24.0
381,45,Ru,1.0,Cr,3.0,K,12.0,9.0,0.9649280575539572,2153.137254901961,300,0.24414354166180385,0.01585714631869983,3,24.0
384,45,Ru,1.0,Cr,3.0,K,12.0,9.0,0.9649280575539572,2153.137254901961,350,0.5305379605939112,0.014253718687381334,3,24.0
387,45,Ru,1.0,Cr,3.0,K,12.0,9.0,0.9649280575539572,2153.137254901961,400,0.9606225358494228,0.011009082664868637,3,24.0
390,45,Ru,1.0,Cr,3.0,K,12.0,9.0,0.9649280575539572,2153.137254901961,450,1.0,0.0,3,24.0
393,49,Ru,3.0,W,1.0,K,12.0,10.0,1.1480038948393383,2038.5175879396984,250,0.2971454206115378,0.00832473609567073,3,74.0
396,49,Ru,3.0,W,1.0,K,12.0,10.0,1.1480038948393383,2038.5175879396984,300,0.5667163695855216,0.012122561740337195,3,74.0
399,49,Ru,3.0,W,1.0,K,12.0,10.0,1.1480038948393383,2038.5175879396984,350,0.9533346862061705,0.022335455735881755,3,74.0
402,49,Ru,3.0,W,1.0,K,12.0,10.0,1.1480038948393383,2038.5175879396984,400,1.0,0.0,3,74.0
405,49,Ru,3.0,W,1.0,K,12.0,10.0,1.1480038948393383,2038.5175879396984,450,0.9936919217334169,0.0031566607736434036,3,74.0
