,ID,Ele1,Wt1,Ele2,Wt2,Ele3,Wt3,Reactor,Wt(g),NH3,Space Velocity,Ramp Direction,Temperature,Pred Value,Concentration
24,15,Ru,3.0,Cu,1.0,K,12.0,0.0,0.201,0.010056338028169009,2092.910447761194,up,450,2.37345915594942e-05,0.9976398375339998
25,15,Ru,3.0,Cu,1.0,K,12.0,0.0,0.201,0.010056338028169009,2092.910447761194,up,450,0.000177088165341998,0.9823903925220142
26,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,down,250,0.00876019549055434,0.16562355828946604
27,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,down,250,0.009012240295021541,0.14161721649838102
28,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,down,250,0.00880895093562991,0.16097978123905313
29,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,down,250,0.00842818058816593,0.1972467581539456
30,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,down,250,0.00849295475875402,0.19107725633993733
31,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,up,250,0.00875350732757558,0.1662605812456107
32,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,up,250,0.00907164937005915,0.13595872032798814
33,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,up,250,0.008588767186185179,0.1819514745742382
34,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,up,300,0.00874651110491724,0.1669269457546419
35,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,up,300,0.00881361586725773,0.16053546363716398
36,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,up,300,0.008533670730586241,0.18719920958461275
37,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,down,300,0.0069401239967546,0.3389786824180151
38,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,down,300,0.00694956726368559,0.33807924593072464
39,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,down,300,0.007637842202481691,0.2725235862459103
40,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,up,350,0.007167135097929091,0.3173567089094336
41,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,up,350,0.007638266412652171,0.2724831817854204
42,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,up,350,0.007392807088427921,0.2958622807737629
43,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,down,350,0.00704640153507886,0.3288561372811669
44,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,down,350,0.0072393155537755,0.3104817856300262
45,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,down,350,0.00734899860537827,0.30003487786284794
46,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,up,400,0.0036401058877947798,0.6532932853630211
47,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,up,400,0.00396000526052205,0.622824045194875
48,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,up,400,0.0038227035069770205,0.635901532870469
49,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,up,450,0.000169130501024464,0.9838909410433052
50,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,up,450,0.0,1.0
51,16,Ru,2.0,Cu,2.0,K,12.0,1.0,0.2,0.010499092558983672,2176.4500000000007,up,450,0.000197642505748481,0.9811752773262901
52,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,down,250,0.00828630846841564,0.18369589302880684
53,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,down,250,0.00830350263857375,0.1820020541173633
54,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,down,250,0.008098965964424441,0.2021514520996756
55,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,down,250,0.00807810714839391,0.2042063040590468
56,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,down,250,0.00810576419266615,0.2014817423423104
57,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,up,250,0.00809717883742048,0.20232750626403254
58,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,up,250,0.008175133035324859,0.19464805139609687
59,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,up,250,0.007991354534894059,0.2127525119344038
60,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,up,300,0.00796764514929737,0.21508818033368104
61,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,up,300,0.00796981441739305,0.21487448053450345
62,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,up,300,0.00787887336209774,0.22383330184954545
63,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,down,300,0.00689090342772966,0.32116058794597113
64,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,down,300,0.00706353456835585,0.3041542805388291
65,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,down,300,0.00717812871789407,0.2928653362206838
66,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,up,350,0.007295264609859129,0.2813259987642911
67,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,up,350,0.007209538779955691,0.2897710557266796
68,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,up,350,0.007202733734777729,0.29044143703677283
69,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,down,350,0.00719603729250537,0.2911011196143474
70,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,down,350,0.00729892782108343,0.28096512704698823
71,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,down,350,0.00738639771911828,0.2723482577529765
72,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,up,400,0.00495198653607991,0.5121679379332852
73,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,up,400,0.0052322219437132295,0.4845612762887466
74,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,up,400,0.005075205433780029,0.5000293490028271
75,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,up,450,0.00151740697357461,0.85051660227265
76,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,up,450,0.0012027648192248698,0.8815127549986741
77,17,Ru,1.0,Cu,3.0,K,12.0,3.0,0.2,0.0101510067114094,2354.2000000000007,up,450,0.00144281701691811,0.8578646376721994
78,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,down,250,0.00724512482380039,0.3121716939430007
79,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,down,250,0.00724353868459922,0.31232227677855484
80,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,down,250,0.0074636035316258,0.2914300444659049
81,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,down,250,0.0070530364048702904,0.3304079362464913
82,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,down,250,0.0073559862560073404,0.30164687442968274
83,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,up,250,0.00725545966654803,0.3111905379859463
84,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,up,250,0.00740357575340295,0.2971288841706058
85,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,up,250,0.00733937723282252,0.30322368042824155
86,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,up,300,0.00555332903504971,0.4727852181914831
87,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,up,300,0.0052125582418541105,0.5051368757733439
88,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,up,300,0.005400106514043429,0.4873316600591679
89,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,down,300,0.00483351675818822,0.5411218267542828
90,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,down,300,0.005034530173450171,0.5220382746724521
91,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,down,300,0.00459172538928656,0.5640767035487442
92,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,up,350,0.000701862852917129,0.9333674506724244
93,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,up,350,0.000552325942898984,0.9475639927627548
94,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,up,350,0.000521156060969165,0.9505231587687499
95,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,down,350,0.000617321322661713,0.941393545316926
96,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,down,350,0.00106274099425306,0.8991068676342032
97,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,down,350,0.0008585829843878469,0.9184889571783688
98,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,up,400,0.0,1.0
99,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,up,400,0.0,1.0
100,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,up,400,0.0,1.0
101,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,up,450,0.0,1.0
102,25,Ru,4.0,-,0.0,--,0.0,4.0,0.2,0.01053333333333333,1925.625,up,450,0.0,1.0
