,Mg Loading,K Loading,Ca Loading,Sc Loading,Cr Loading,Mn Loading,Fe Loading,Co Loading,Ni Loading,Cu Loading,Zn Loading,Sr Loading,Y Loading,Mo Loading,Ru Loading,Rh Loading,Pd Loading,In Loading,Hf Loading,W Loading,Re Loading,Os Loading,Ir Loading,Pt Loading,Bi Loading,reactor_number,temperature,space_velocity,group,ammonia_concentration,standard error,n_averaged,n_elements,Atomic Number_wt-mean,Atomic Number_wt-mad,Atomic Volume_wt-mean,Atomic Volume_wt-mad,Atomic Weight_wt-mean,Atomic Weight_wt-mad,Boiling Temperature_wt-mean,Boiling Temperature_wt-mad,Periodic Table Column_wt-mean,Periodic Table Column_wt-mad,Covalent Radius_wt-mean,Covalent Radius_wt-mad,Density_wt-mean,Density_wt-mad,Dipole Polarizability_wt-mean,Dipole Polarizability_wt-mad,Electron Affinity_wt-mean,Electron Affinity_wt-mad,Electronegativity_wt-mean,Electronegativity_wt-mad,Fusion Enthalpy_wt-mean,Fusion Enthalpy_wt-mad,GS Bandgap_wt-mean,GS Bandgap_wt-mad,GS Energy_wt-mean,GS Energy_wt-mad,Heat Capacity (Mass)_wt-mean,Heat Capacity (Mass)_wt-mad,Heat Capacity (Molar)_wt-mean,Heat Capacity (Molar)_wt-mad,Heat Fusion_wt-mean,Heat Fusion_wt-mad,First Ionization Energy_wt-mean,First Ionization Energy_wt-mad,Second Ionization Energy_wt-mean,Second Ionization Energy_wt-mad,Third Ionization Energy_wt-mean,Third Ionization Energy_wt-mad,Fourth Ionization Energy_wt-mean,Fourth Ionization Energy_wt-mad,Fifth Ionization Energy_wt-mean,Fifth Ionization Energy_wt-mad,Sixth Ionization Energy_wt-mean,Sixth Ionization Energy_wt-mad,Seventh Ionization Energy_wt-mean,Seventh Ionization Energy_wt-mad,Eighth Ionization Energy_wt-mean,Eighth Ionization Energy_wt-mad,IsAlkali_wt-mean,IsAlkali_wt-mad,IsDBlock_wt-mean,IsDBlock_wt-mad,IsFBlock_wt-mean,IsFBlock_wt-mad,IsMetal_wt-mean,IsMetal_wt-mad,IsMetalloid_wt-mean,IsMetalloid_wt-mad,IsNonmetal_wt-mean,IsNonmetal_wt-mad,Melting Temperature_wt-mean,Melting Temperature_wt-mad,Mendeleev Number_wt-mean,Mendeleev Number_wt-mad,Number d-shell Unfilled Electrons_wt-mean,Number d-shell Unfilled Electrons_wt-mad,Number d-shell Valance Electrons_wt-mean,Number d-shell Valance Electrons_wt-mad,Number f-shell Unfilled Electrons_wt-mean,Number f-shell Unfilled Electrons_wt-mad,Number f-shell Valance Electrons_wt-mean,Number f-shell Valance Electrons_wt-mad,Number p-shell Unfilled Electrons_wt-mean,Number p-shell Unfilled Electrons_wt-mad,Number p-shell Valance Electrons_wt-mean,Number p-shell Valance Electrons_wt-mad,Number s-shell Unfilled Electrons_wt-mean,Number s-shell Unfilled Electrons_wt-mad,Number s-shell Valance Electrons_wt-mean,Number s-shell Valance Electrons_wt-mad,Number Unfilled Electrons_wt-mean,Number Unfilled Electrons_wt-mad,Number Valence Electrons_wt-mean,Number Valence Electrons_wt-mad,Polarizability_wt-mean,Polarizability_wt-mad,Periodic Table Row_wt-mean,Periodic Table Row_wt-mad,Zunger Pseudopotential (d)_wt-mean,Zunger Pseudopotential (d)_wt-mad,Zunger Pseudopotential (p)_wt-mean,Zunger Pseudopotential (p)_wt-mad,Zunger Pseudopotential (pi)_wt-mean,Zunger Pseudopotential (pi)_wt-mad,Zunger Pseudopotential (s)_wt-mean,Zunger Pseudopotential (s)_wt-mad,Zunger Pseudopotential (sigma)_wt-mean,Zunger Pseudopotential (sigma)_wt-mad,phi_wt-mean,phi_wt-mad,Conductivity_wt-mean,Conductivity_wt-mad,Measured Conversion,Element Dictionary,predictions
38_250_0,0.0,0.12,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,250.0,2665.7537688442208,25.0,1.01,0.010885711477942895,4.0,3.0,22.875,18.5859375,60.108470870000005,57.420105579375004,48.824730625,39.670093632812495,1618.625,1315.1328125,2.625,2.1328125,187.875,152.6484375,3122.0,2536.625,34.7975,32.22234375,48.9625,45.90234375,1.08375,0.8805468750000001,8.18875,6.653359375,0.0,0.0,-3.1000546372500004,2.518794392765625,0.6573749999999999,0.5567890624999999,28.497500000000002,23.154218750000002,8.18875,6.653359375,5.104812475,4.1476601359375,27.7725,22.56515625,42.12175,34.223921875,52.082499999999996,45.5721875,71.045,62.164375,86.50000000000001,75.68750000000001,103.070375,90.186578125,140.4725,122.91343749999999,0.75,0.796875,0.25,0.234375,0.0,0.0,1.0,0.8125,0.0,0.0,0.0,0.0,768.1475,624.11984375,15.75,12.796875,1.0,0.9375,1.5,1.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.8203125,1.125,0.9140625,1.875,1.5234375,2.625,2.1328125,34.7975,32.22234375,4.125,3.3515625,0.3625,0.29453124999999997,1.9487499999999998,1.583359375,0.526875,0.4339453125,1.421875,1.1552734375,3.370625,2.7386328125,2.91875,2.371484375,92.47625,84.743984375,0.15611651191583042,"dict_items([('Ru', 2.0), ('Mn', 2.0), ('K', 12.0)])",0.19518328237261162
83_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,300.0,2184.35,46.0,1.0795660036166363,0.040632660829829234,4.0,3.0,25.5,20.71875,60.419181095000006,57.1288147434375,55.259975000000004,44.89872968750001,1731.375,1406.7421875,3.0,2.4375,187.875,152.6484375,3691.125,2999.0390625,34.2225,32.76140625,55.675,45.235937500000006,1.165,0.9465625000000001,8.6675,7.042343750000001,0.0,0.0,-2.6147058022500005,2.1244484643281254,0.628,0.54675,28.455000000000002,23.119687500000005,8.6675,7.042343750000001,5.2176724750000005,4.2393588859375,28.24625,22.950078125,42.0295,34.14896875,45.6825,42.82734375,61.995,58.1203125,74.55000000000001,69.89062500000001,88.17,82.659375,116.16,108.89999999999999,0.75,0.796875,0.25,0.234375,0.0,0.0,1.0,0.8125,0.0,0.0,0.0,0.0,806.77875,655.507734375,17.0,13.8125,0.375,0.3984375,2.125,1.9921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.8203125,0.875,0.8203125,1.25,1.171875,3.0,2.4375,34.2225,32.76140625,4.25,3.453125,0.38375,0.311796875,1.9662499999999998,1.5975781249999998,0.5331250000000001,0.4331640625,1.433125,1.1644140625000001,3.399375,2.7619921875,3.04375,2.473046875,100.475,81.63593750000001,0.2971614432058214,"dict_items([('Ru', 2.0), ('Pd', 2.0), ('K', 12.0)])",0.41293159411741337
49_250_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,10.0,250.0,2038.5175879396984,74.0,1.1480038948393383,0.00832473609567073,3.0,3.0,27.125,22.0390625,60.421045863125,57.12706652332032,59.76435,48.55853437500001,1967.5625,1598.64453125,2.625,2.1328125,189.75,157.640625,4164.5,3383.65625,34.91625,32.111015625,60.20625,48.917578125,1.175,0.9546874999999999,12.256250000000001,9.958203125,0.0,0.0,-3.357073617875,2.7276223145234377,0.620625,0.5653359375,28.228125000000002,23.430117187500002,12.256250000000001,9.958203125,5.1270931,4.1657631437500005,27.87125,24.116796875000002,39.692625,34.731046875,45.6825,42.82734375,61.995,58.1203125,74.55000000000001,69.89062500000001,88.17,82.659375,116.16,108.89999999999999,0.75,0.796875,0.25,0.234375,0.0,0.0,1.0,0.8125,0.0,0.0,0.0,0.0,972.1475,789.86984375,15.9375,12.94921875,0.9375,0.87890625,1.5625,1.46484375,0.0,0.0,0.875,0.9296875,0.0,0.0,0.0,0.0,0.9375,0.87890625,1.0625,0.86328125,1.875,1.5234375,3.5,2.84375,34.91625,32.111015625,4.3125,3.50390625,0.39874999999999994,0.323984375,1.9809374999999998,1.6677539062499998,0.535,0.46468750000000003,1.4459375,1.20306640625,3.426875,2.8708203125,3.0,2.4375,98.8125,92.63671875,0.2971454206115378,"dict_items([('Ru', 3.0), ('W', 1.0), ('K', 12.0)])",0.21222686384501485
62_350_0,0.0,0.12,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,350.0,2552.3503737520696,21.0,1.040372670807454,0.008283680124871155,3.0,3.0,22.375,18.1796875,61.70804667625001,55.92050326101563,47.576964000000004,38.65628325,1714.75,1393.234375,2.125,1.7265625,191.75,155.796875,2561.375,2081.1171875,35.8475,31.23796875,51.224999999999994,43.498437499999994,1.06,0.86125,8.3375,6.774218749999999,0.0,0.0,-2.75817311725,2.241015657765625,0.6685,0.56721875,28.3975,23.072968750000005,8.3375,6.774218749999999,4.995746225,4.0590438078125,27.41747125,22.503936796875,41.0078325,33.31886390625,54.868674999999996,48.010090625,73.45125,64.26984375,88.38500000000002,77.336875,105.42,92.24249999999999,135.92249999999999,118.9321875,0.75,0.796875,0.25,0.234375,0.0,0.0,1.0,0.8125,0.0,0.0,0.0,0.0,805.0225,654.08078125,10.625,8.6328125,1.5,1.40625,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.8203125,1.125,0.9140625,2.375,1.9296875,2.125,1.7265625,35.8475,31.23796875,4.125,3.3515625,0.37249999999999994,0.30265625,1.9862499999999998,1.613828125,0.535625,0.43519531250000004,1.450625,1.1786328125,3.436875,2.7924609375,2.76875,2.249609375,93.475,83.68281250000001,0.9261104386879628,"dict_items([('Ru', 2.0), ('Sc', 2.0), ('K', 12.0)])",0.8772389969098985
57_350_0,0.0,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,350.0,2310.452261306533,20.0,0.9106251076287242,0.02928576436946212,6.0,3.0,20.75,16.859375,65.78461327937501,59.977090648164065,43.155225,35.06362031250001,1379.875,1121.1484375,1.625,1.3203125,194.375,163.9765625,1705.75,1385.921875,37.847499999375,34.28203124941406,43.075624999999995,39.494648437500004,0.94,0.76375,5.764375,4.6835546875,0.0,0.0,-1.7631311763125002,1.4325440807539063,0.7039375,0.6301914062499999,28.5654375,23.77259765625,5.764375,4.6835546875,4.861746225,3.9501688078125,26.9959475,23.21370078125,45.68008125,39.266326171875,58.295625,51.008671875,77.83875,68.10890624999999,94.94625000000002,83.07796875000001,112.02000000000001,98.01750000000001,143.76749999999998,125.79656250000001,0.9375,0.87890625,0.0625,0.06640625,0.0,0.0,1.0,0.8125,0.0,0.0,0.0,0.0,624.3975,507.32296875,7.0625,5.73828125,0.1875,0.19921875,0.4375,0.46484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.76171875,1.1875,0.98828125,1.0,0.9375,1.625,1.3203125,37.847499999375,34.28203124941406,4.0625,3.30078125,0.36937499999999995,0.3001171875,2.01875,1.710078125,0.5446875,0.47126953125000004,1.4740625,1.2388085937500002,3.4928125000000003,2.94888671875,2.503125,2.0337890625,121.875,99.6328125,0.6108983273333665,"dict_items([('Ru', 1.0), ('Ca', 3.0), ('K', 12.0)])",0.8543860839481863
66_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,300.0,2381.9095477386936,45.0,0.9416666666666664,0.04342196354312626,4.0,3.0,25.4375,20.66796875,60.307423750000005,57.233587254375,54.935381250000006,44.634997265625,1794.4375,1457.98046875,2.9375,2.38671875,188.0,158.0,3749.5,3046.46875,34.635,32.3746875,63.2,51.349999999999994,1.18,0.95875,9.14875,7.433359375,0.0,0.0,-2.757877917875,2.2407758082734377,0.6281875,0.55917578125,28.387500000000003,23.605781250000003,9.14875,7.433359375,5.114072475,4.1551838859375,28.16,24.305,41.957625,35.7765234375,45.6825,42.82734375,61.995,58.1203125,74.55000000000001,69.89062500000001,88.17,82.659375,116.16,108.89999999999999,0.75,0.796875,0.25,0.234375,0.0,0.0,1.0,0.8125,0.0,0.0,0.0,0.0,834.7725,678.25265625,16.8125,13.66015625,0.5625,0.52734375,1.9375,1.81640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8125,1.0,0.8125,1.5625,1.26953125,2.9375,2.38671875,34.635,32.3746875,4.25,3.453125,0.38437499999999997,0.31230468749999996,1.9681249999999997,1.6626171874999998,0.5334375,0.46072265625000003,1.4346875,1.20189453125,3.4028125,2.8645117187499998,3.0375,2.4679687500000003,112.3125,91.25390625,0.5863479800776563,"dict_items([('Ru', 1.0), ('Rh', 3.0), ('K', 12.0)])",0.25735196607205535
17_250_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,250.0,2354.2000000000007,29.0,1.0151006711409405,0.007463193801697911,8.0,3.0,22.4375,18.23046875,59.952004772500004,57.566792545781254,47.555475,38.63882343750001,1650.4375,1340.98046875,3.3125,2.69140625,186.125,156.2421875,3087.625,2508.6953125,34.175625,32.8053515625,64.83125,52.675390625000006,1.10875,0.900859375,6.713125,5.4544140625,0.0,0.0,-2.087942161625,1.6964530063203127,0.6548125,0.58413671875,28.286250000000003,23.510859375000003,6.713125,5.4544140625,5.164224975000001,4.1959327921875005,28.574825,24.693898437500003,43.0415625,36.792714843750005,56.44125,49.38609375,76.9575,67.3378125,93.86250000000001,82.12968750000002,114.2325,99.95343749999999,147.285,128.874375,0.75,0.796875,0.25,0.234375,0.0,0.0,1.0,0.8125,0.0,0.0,0.0,0.0,669.9168749999999,544.3074609375,17.75,14.421875,0.1875,0.19921875,2.3125,2.16796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8125,1.0,0.8125,1.1875,0.96484375,3.3125,2.69140625,34.175625,32.8053515625,4.0625,3.30078125,0.34031249999999996,0.27650390625,1.9212499999999997,1.6186718749999998,0.5296875,0.45720703125000006,1.3915625,1.1614648437500001,3.3128125,2.78013671875,2.859375,2.3232421875,159.375,134.7890625,0.043898624043869634,"dict_items([('Ru', 1.0), ('Cu', 3.0), ('K', 12.0)])",0.11733937821742395
68_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300.0,2636.625,30.0,1.0711610486891383,0.01830011078153645,4.0,3.0,23.5,19.09375,60.4825932775,57.069365822343755,50.129975,40.730604687500005,1474.375,1197.9296875,3.25,2.640625,185.75,150.921875,3080.75,2503.109375,32.895416666624996,34.00554687503906,48.9625,45.90234375,1.09625,0.890703125,7.4585,6.06003125,0.0,0.0,-2.127483970375,1.7285807259296877,0.646,0.546125,28.38125,23.059765625,7.4585,6.06003125,5.349834850000001,4.346740815625,28.06304875,22.801227109375,42.878625,34.8388828125,53.107499999999995,46.4690625,72.32,63.279999999999994,88.05000000000001,77.04375000000002,104.92,91.80499999999999,137.91,120.67124999999999,0.75,0.796875,0.25,0.234375,0.0,0.0,1.0,0.8125,0.0,0.0,0.0,0.0,664.8575,540.19671875,17.875,14.5234375,0.375,0.3984375,2.125,1.9921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.8203125,1.125,0.9140625,1.25,1.171875,3.25,2.640625,32.895416666624996,34.00554687503906,4.125,3.3515625,0.35562499999999997,0.28964843749999997,1.9274999999999998,1.5660937499999998,0.526875,0.4339453125,1.400625,1.1380078125,3.328125,2.7041015625,2.875,2.3359375,106.0,86.125,0.19739711524783285,"dict_items([('Ru', 2.0), ('Zn', 2.0), ('K', 12.0)])",0.19468778206361595
43_350_0,0.0,0.12,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,350.0,1828.5125628140704,24.0,0.9921841076856276,0.012420878540674037,6.0,3.0,24.0,19.5,60.18568355375,57.34771868835938,51.52410625,41.863336328125,1787.3125,1452.19140625,2.625,2.1328125,188.3125,159.16796875,3407.625,2768.6953125,34.9475,32.08171875,59.3125,48.19140625,1.13125,0.919140625,10.299375000000001,8.368242187500002,0.0,0.0,-3.141255862875,2.5522703885859377,0.6404375,0.54428515625,28.170625,23.491210937500004,10.299375000000001,8.368242187500002,5.0584981,4.11002970625,27.89535625,24.091183984375,41.627625,35.1558984375,48.754999999999995,42.660624999999996,66.33624999999999,58.04421875,80.21468125000001,70.18784609375001,98.18125,85.90859375,127.70375,111.74078125,0.75,0.796875,0.25,0.234375,0.0,0.0,1.0,0.8125,0.0,0.0,0.0,0.0,877.46,712.93625,15.8125,12.84765625,0.875,0.8203125,1.625,1.5234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8125,1.0,0.8125,1.875,1.5234375,2.625,2.1328125,34.9475,32.08171875,4.1875,3.42578125,0.37749999999999995,0.32265625,1.9718749999999998,1.6773828124999999,0.5353125000000001,0.46435546875,1.4365625,1.2130273437499999,3.4084375,2.89041015625,2.990625,2.4298828125000003,104.84375,86.228515625,0.8304113615929491,"dict_items([('Ru', 3.0), ('Cr', 1.0), ('K', 12.0)])",0.7638396864195869
64_350_0,0.0,0.12,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,350.0,2548.2590564236552,21.0,1.0747663551401878,0.007283854441277646,3.0,3.0,23.8125,19.69921875,60.992956894375006,56.590899931523445,51.084094500000006,42.271849593750005,1797.25,1460.265625,2.4375,1.98046875,190.25,157.109375,3147.9375,2578.06640625,35.335,31.7184375,56.425,50.6359375,1.1125,0.90390625,9.868125000000001,8.0178515625,0.0,0.0,-2.93999314725,2.3887444321406255,0.647875,0.5363828125000001,28.306250000000002,23.347109375000002,9.868125000000001,8.0178515625,5.04568435,4.099618534375,27.664985625,24.3359527734375,41.23991625,35.567838984375,50.2755875,43.9911390625,67.723125,59.257734375,81.46750000000002,71.28406250000002,96.795,84.69562499999999,126.04124999999999,110.28609374999999,0.75,0.796875,0.25,0.234375,0.0,0.0,1.0,0.8125,0.0,0.0,0.0,0.0,854.585,694.3503125,13.4375,11.22265625,1.125,1.0546875,1.375,1.3359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.87890625,1.0625,0.86328125,2.0625,1.67578125,2.4375,1.98046875,35.335,31.7184375,4.1875,3.42578125,0.38125,0.318671875,1.9818749999999998,1.6667578125,0.5359375000000001,0.46369140625,1.4459375,1.20306640625,3.4278125,2.86982421875,2.903125,2.3587890625000005,99.8,91.5875,0.9323716568161564,"dict_items([('Ru', 3.0), ('Sc', 1.0), ('K', 12.0)])",0.894677505611469
