,Predicted Conversion,Measured Conversion,ID,Name,temperature
65_300_0,0.3340997287200001,0.813473852,65,Ru(2)Rh(2)K(12),300.0
66_400_0,0.723621251905,1.0,66,Ru(1)Rh(3)K(12),400.0
83_350_0,0.5328054214050002,0.939012345,83,Ru(2)Pd(2)K(12),350.0
75_450_0,0.953406959889999,1.0,75,Ru(1)Sr(3)K(12),450.0
67_450_0,0.9316011588149999,0.987485635,67,Ru(3)Zn(1)K(12),450.0
76_250_0,0.19834438282500003,0.175224149,76,Ru(3)Bi(1)K(12),250.0
75_250_0,0.21660696878499963,0.049501215999999994,75,Ru(1)Sr(3)K(12),250.0
76_300_0,0.330481511885,0.251493649,76,Ru(3)Bi(1)K(12),300.0
73_300_0,0.7862772731150001,0.842363016,73,Ru(3)Sr(1)K(12),300.0
69_250_0,0.17240300955000015,0.08462298,69,Ru(1)Zn(3)K(12),250.0
67_350_0,0.6328176029900006,0.819644967,67,Ru(3)Zn(1)K(12),350.0
82_350_0,0.6259737147500004,0.980309152,82,Ru(3)Pd(1)K(12),350.0
75_400_0,0.9030801558449991,0.9927286740000001,75,Ru(1)Sr(3)K(12),400.0
73_450_0,0.9519374607499995,0.9942532590000001,73,Ru(3)Sr(1)K(12),450.0
83_450_0,0.8957819436749999,0.9964003359999999,83,Ru(2)Pd(2)K(12),450.0
67_400_0,0.8783219969400006,0.991556071,67,Ru(3)Zn(1)K(12),400.0
65_250_0,0.18541665284500003,0.433214504,65,Ru(2)Rh(2)K(12),250.0
69_400_0,0.6861347408549997,0.9883804979999999,69,Ru(1)Zn(3)K(12),400.0
76_350_0,0.5467471692050004,0.343124256,76,Ru(3)Bi(1)K(12),350.0
66_250_0,0.16125648666499998,0.20377695,66,Ru(1)Rh(3)K(12),250.0
77_350_0,0.4031938908300001,0.360221291,77,Ru(2)Bi(2)K(12),350.0
82_450_0,0.9295637186799998,0.950797146,82,Ru(3)Pd(1)K(12),450.0
77_450_0,0.6386933158400001,0.90690684,77,Ru(2)Bi(2)K(12),450.0
65_450_0,0.9071687364449994,0.984546653,65,Ru(2)Rh(2)K(12),450.0
77_300_0,0.2708435940099999,0.049364637999999995,77,Ru(2)Bi(2)K(12),300.0
73_250_0,0.444771105835,0.47100722,73,Ru(3)Sr(1)K(12),250.0
83_250_0,0.23561198724999996,0.100944286,83,Ru(2)Pd(2)K(12),250.0
66_300_0,0.28580052501999986,0.58634798,66,Ru(1)Rh(3)K(12),300.0
69_350_0,0.45924835736000014,0.498945452,69,Ru(1)Zn(3)K(12),350.0
69_300_0,0.29327172259000006,0.054859118,69,Ru(1)Zn(3)K(12),300.0
66_350_0,0.44430314289000045,1.0,66,Ru(1)Rh(3)K(12),350.0
67_250_0,0.24315163515500016,0.139892903,67,Ru(3)Zn(1)K(12),250.0
82_400_0,0.86491423393,0.980123112,82,Ru(3)Pd(1)K(12),400.0
76_400_0,0.8196988380949999,0.541676574,76,Ru(3)Bi(1)K(12),400.0
67_300_0,0.42899749047499997,0.512376181,67,Ru(3)Zn(1)K(12),300.0
74_350_0,0.83545387455,1.0,74,Ru(2)Sr(2)K(12),350.0
83_400_0,0.7860576736899999,0.984889555,83,Ru(2)Pd(2)K(12),400.0
69_450_0,0.8586452981650001,1.0,69,Ru(1)Zn(3)K(12),450.0
73_400_0,0.9363071349700001,1.0,73,Ru(3)Sr(1)K(12),400.0
77_250_0,0.173997715805,0.168674503,77,Ru(2)Bi(2)K(12),250.0
82_300_0,0.41325445537999983,0.391527275,82,Ru(3)Pd(1)K(12),300.0
77_400_0,0.5779949778749995,0.632478765,77,Ru(2)Bi(2)K(12),400.0
74_400_0,0.914365570345,1.0,74,Ru(2)Sr(2)K(12),400.0
75_300_0,0.44286668667999934,0.70658984,75,Ru(1)Sr(3)K(12),300.0
74_450_0,0.9483195990299995,1.0,74,Ru(2)Sr(2)K(12),450.0
75_350_0,0.6850090736800002,0.9530922409999999,75,Ru(1)Sr(3)K(12),350.0
65_350_0,0.5126713123700006,0.994041235,65,Ru(2)Rh(2)K(12),350.0
82_250_0,0.22680334448499997,0.161979452,82,Ru(3)Pd(1)K(12),250.0
76_450_0,0.8215886353600003,0.866817935,76,Ru(3)Bi(1)K(12),450.0
73_350_0,0.8855763617,0.997048127,73,Ru(3)Sr(1)K(12),350.0
74_250_0,0.319733706685,0.37922638,74,Ru(2)Sr(2)K(12),250.0
66_450_0,0.8699368196449995,1.0,66,Ru(1)Rh(3)K(12),450.0
74_300_0,0.6500320412900003,0.688602092,74,Ru(2)Sr(2)K(12),300.0
65_400_0,0.8064020900700009,0.990959522,65,Ru(2)Rh(2)K(12),400.0
83_300_0,0.3703928895049998,0.297161443,83,Ru(2)Pd(2)K(12),300.0
