,16 2TH,18 2TH,22 2TH,26 2TH,28 2TH,36 2TH,41 2TH,46 2TH,51 2TH,Atomic Number_wt-mad,Atomic Number_wt-mean,Atomic Volume_wt-mad,Atomic Volume_wt-mean,Atomic Weight_wt-mad,Atomic Weight_wt-mean,Bi Loading,Boiling Temperature_wt-mad,Boiling Temperature_wt-mean,Ca Loading,Co Loading,Conductivity_wt-mad,Conductivity_wt-mean,Covalent Radius_wt-mad,Covalent Radius_wt-mean,Cr Loading,Cu Loading,Density_wt-mad,Density_wt-mean,Dipole Polarizability_wt-mad,Dipole Polarizability_wt-mean,Eighth Ionization Energy_wt-mad,Eighth Ionization Energy_wt-mean,Electron Affinity_wt-mad,Electron Affinity_wt-mean,Electronegativity_wt-mad,Electronegativity_wt-mean,Element Dictionary,Fe Loading,Fifth Ionization Energy_wt-mad,Fifth Ionization Energy_wt-mean,First Ionization Energy_wt-mad,First Ionization Energy_wt-mean,Fourth Ionization Energy_wt-mad,Fourth Ionization Energy_wt-mean,Fusion Enthalpy_wt-mad,Fusion Enthalpy_wt-mean,GS Bandgap_wt-mad,GS Bandgap_wt-mean,GS Energy_wt-mad,GS Energy_wt-mean,Heat Capacity (Mass)_wt-mad,Heat Capacity (Mass)_wt-mean,Heat Capacity (Molar)_wt-mad,Heat Capacity (Molar)_wt-mean,Heat Fusion_wt-mad,Heat Fusion_wt-mean,Hf Loading,In Loading,Ir Loading,IsAlkali_wt-mad,IsAlkali_wt-mean,IsDBlock_wt-mad,IsDBlock_wt-mean,IsFBlock_wt-mad,IsFBlock_wt-mean,IsMetal_wt-mad,IsMetal_wt-mean,IsMetalloid_wt-mad,IsMetalloid_wt-mean,IsNonmetal_wt-mad,IsNonmetal_wt-mean,K Loading,Measured Conversion,Melting Temperature_wt-mad,Melting Temperature_wt-mean,Mendeleev Number_wt-mad,Mendeleev Number_wt-mean,Mg Loading,Mn Loading,Mo Loading,Ni Loading,Number Unfilled Electrons_wt-mad,Number Unfilled Electrons_wt-mean,Number Valence Electrons_wt-mad,Number Valence Electrons_wt-mean,Number d-shell Unfilled Electrons_wt-mad,Number d-shell Unfilled Electrons_wt-mean,Number d-shell Valance Electrons_wt-mad,Number d-shell Valance Electrons_wt-mean,Number f-shell Unfilled Electrons_wt-mad,Number f-shell Unfilled Electrons_wt-mean,Number f-shell Valance Electrons_wt-mad,Number f-shell Valance Electrons_wt-mean,Number p-shell Unfilled Electrons_wt-mad,Number p-shell Unfilled Electrons_wt-mean,Number p-shell Valance Electrons_wt-mad,Number p-shell Valance Electrons_wt-mean,Number s-shell Unfilled Electrons_wt-mad,Number s-shell Unfilled Electrons_wt-mean,Number s-shell Valance Electrons_wt-mad,Number s-shell Valance Electrons_wt-mean,Os Loading,Pd Loading,Periodic Table Column_wt-mad,Periodic Table Column_wt-mean,Periodic Table Row_wt-mad,Periodic Table Row_wt-mean,Polarizability_wt-mad,Polarizability_wt-mean,Pt Loading,Re Loading,Rh Loading,Ru Loading,Sc Loading,Second Ionization Energy_wt-mad,Second Ionization Energy_wt-mean,Seventh Ionization Energy_wt-mad,Seventh Ionization Energy_wt-mean,Sixth Ionization Energy_wt-mad,Sixth Ionization Energy_wt-mean,Sr Loading,Third Ionization Energy_wt-mad,Third Ionization Energy_wt-mean,W Loading,XRD 2TH 11.10,XRD 2TH 12.79,XRD 2TH 16.19,XRD 2TH 17.50,XRD 2TH 18.15,XRD 2TH 18.94,XRD 2TH 19.60,XRD 2TH 21.84,XRD 2TH 26.74,XRD 2TH 28.61,XRD 2TH 32.10,XRD 2TH 33.59,XRD 2TH 34.26,XRD 2TH 35.35,XRD 2TH 36.03,XRD 2TH 37.12,XRD 2TH 38.49,XRD 2TH 40.14,XRD 2TH 40.83,XRD 2TH 46.27,XRD 2TH 50.54,XRD 2TH 53.42,Y Loading,Zn Loading,Zunger Pseudopotential (d)_wt-mad,Zunger Pseudopotential (d)_wt-mean,Zunger Pseudopotential (p)_wt-mad,Zunger Pseudopotential (p)_wt-mean,Zunger Pseudopotential (pi)_wt-mad,Zunger Pseudopotential (pi)_wt-mean,Zunger Pseudopotential (s)_wt-mad,Zunger Pseudopotential (s)_wt-mean,Zunger Pseudopotential (sigma)_wt-mad,Zunger Pseudopotential (sigma)_wt-mean,ammonia_concentration,n_averaged,n_elements,phi_wt-mad,phi_wt-mean,reactor_number,space_velocity,standard error,temperature,predictions
116_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,60.0,189.7722810198589,13.77578604,21213.922499999993,145.64999999999998,0.0,23561316.0,4854.0,0.0,0.0,10465.29,102.3,21025.0,145.0,0.0,0.0,305550400.0,17480.0,81.9025,9.05,0.0,0.0,10753.689999999999,103.69999999999999,4.840000000000001,2.2,"dict_items([('Ru', 2), ('Os', 2.0)])",0.0,0.0,0.0,62.399967403225006,7.899365,0.0,0.0,2325.1684,48.22,0.0,0.0,-104.19650192218671,-10.20766878,0.033856000000000004,0.184,594.3843999999999,24.38,2325.1684,48.22,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.28933447,8740892.25,2956.5,3192.25,56.5,0.0,0.0,0.0,0.0,16.0,4.0,225.0,15.0,12.25,3.5,42.25,6.5,0.0,0.0,49.0,7.0,0.0,0.0,0.0,0.0,0.25,0.5,2.25,1.5,0.02,0.0,64.0,8.0,30.25,5.5,81.9025,9.05,0.0,0.0,0.0,0.02,0.0,140.44880000000003,8.38,0.0,0.0,0.0,0.0,0.0,405.27045,14.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24651224999999996,0.49649999999999994,2.1609,1.47,0.09765625,0.3125,1.33980625,1.1575,6.90375625,2.6275,1.03125,3.0,2.0,29.160000000000004,5.4,5.0,1832.8,0.022349377,300.0,0.267901269885
25_300_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936.0,44.0,184.08721600553284,13.56787441,10215.1449,101.07,0.0,19562929.0,4423.0,0.0,0.0,13689.0,117.0,21316.0,146.0,0.0,0.0,153016900.0,12370.0,92.16,9.6,0.0,0.0,10261.689999999999,101.3,4.840000000000001,2.2,"dict_items([('Ru', 4)])",0.0,0.0,0.0,54.17696025,7.3605,0.0,0.0,1489.1881000000003,38.59,0.0,0.0,-84.54128648657095,-9.19463357,0.05664400000000001,0.23800000000000002,578.8835999999999,24.06,1489.1881000000003,38.59,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.376207743,6796449.0,2607.0,3136.0,56.0,0.0,0.0,0.0,0.0,16.0,4.0,64.0,8.0,9.0,3.0,49.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,64.0,8.0,25.0,5.0,92.16,9.6,0.0,0.0,0.0,0.04,0.0,280.89760000000007,16.76,0.0,0.0,0.0,0.0,0.0,810.5409,28.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2025,0.45,2.1315999999999997,1.46,0.09922500000000001,0.315,1.311025,1.145,6.7860249999999995,2.605,1.0533333329999999,6.0,1.0,29.160000000000004,5.4,4.0,1925.625,0.018932742,300.0,0.197217592285
49_300_0,0.0,0.5445576119635049,0.0,0.0,0.3380419569594295,0.5973953297625556,0.266668482026418,1.8230510953664665,0.30327441659835586,1238.7083333333333,27.125,2120.264597388016,60.421045863125,6454.715148034999,59.76435,0.0,7400002.5625,1967.5625,0.0,0.0,7229.78125,98.8125,32320.75,189.75,0.0,0.0,45082100.66666667,4164.5,744.0652875,34.91625,17990.8608,116.16,4581.695624999999,60.20625,2.107166666666667,1.175,"dict_items([('Ru', 3), ('W', 1.0), ('K', 12)])",0.0,5124.5067,61.995,33.43752252286541,5.1270931,2782.5210749999997,45.6825,380.90382291666674,12.256250000000001,0.0,0.0,-26.018410359887138,-3.357073617875,0.23314812499999998,0.620625,733.2725937500002,28.228125000000002,380.90382291666674,12.256250000000001,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.56671637,2151210.114391667,972.1475,584.375,15.9375,0.0,0.0,0.0,0.0,6.875,1.875,33.83333333333333,3.5,2.8125,0.9375,5.729166666666667,1.5625,0.0,0.0,4.083333333333334,0.875,0.0,0.0,0.0,0.0,0.625,0.9375,1.4166666666666665,1.0625,0.0,0.0,13.125,2.625,21.5625,4.3125,744.0652875,34.91625,0.0,0.0,0.0,0.03,0.0,599.1389708333334,27.87125,10365.2652,88.17,7410.270000000001,74.55000000000001,0.0,1474.1047072500003,39.692625,0.01,-0.013776033771194542,0.01242703729748456,0.06201875156434361,0.09042810329700582,0.12549477007784707,0.13360681599510466,0.13469046661945133,0.08883657509467502,0.016024796061810218,0.36166453498375,0.007744021133050429,-0.00031277146026744215,0.0069794337004984025,0.06782500235589745,0.05050384991713009,0.03706862414287428,0.0259575625268718,0.03227640869256064,0.16148211310905278,0.09955899580397097,0.048424036361744735,0.031588486330663745,0.0,0.0,0.18741249999999998,0.39874999999999994,3.3841015624999997,1.9809374999999998,0.21756666666666669,0.535,1.8821286458333337,1.4459375,10.31489375,3.426875,1.148003895,3.0,3.0,12.45,3.0,10.0,2038.517588,0.012122562,300.0,0.45143240298500004
57_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0833333333334,20.75,2902.262026319912,65.78461327937501,2592.8565439725,43.155225,0.0,3317219.5,1379.875,0.03,0.0,17082.8125,121.875,34015.625,194.375,0.0,0.0,8401387.333333332,1705.75,991.1419193860244,37.847499999375,21717.51855,143.76749999999998,2183.5034312499997,43.075624999999995,1.2596,0.94,"dict_items([('Ru', 1), ('Ca', 3.0), ('K', 12)])",0.0,6505.762725,77.83875,28.869573018234846,4.861746225,3736.16660625,58.295625,95.04493645833332,5.764375,0.0,0.0,-7.193870728350249,-1.7631311763125002,0.38528845833333336,0.7039375,757.8315350625,28.5654375,95.04493645833332,5.764375,0.0,0.0,0.0,0.625,0.9375,0.020833333333333332,0.0625,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.26243880199999997,844711.995225,624.3975,155.375,7.0625,0.0,0.0,0.0,0.0,1.6666666666666667,1.0,5.958333333333333,1.625,0.1875,0.1875,1.0208333333333335,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.8125,1.5833333333333335,1.1875,0.0,0.0,5.958333333333333,1.625,17.604166666666664,4.0625,991.1419193860244,37.847499999375,0.0,0.0,0.0,0.01,0.0,542.2740764599,26.9959475,13709.0076,112.02000000000001,9882.955162500002,94.94625000000002,0.0,1906.2160865381252,45.68008125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142825,0.36937499999999995,3.5597291666666657,2.01875,0.23330781250000004,0.5446875,1.9678734375,1.4740625,10.821897395833332,3.4928125000000003,0.910625108,3.0,3.0,8.510625,2.503125,10.0,2310.452261,0.028828092000000003,300.0,0.5620169792250005
69_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.375,22.625,2112.828111956936,60.58495636000001,3281.876654535,47.89935,0.0,2812548.854166666,1271.6875,0.0,0.0,11847.34375,105.9375,28927.25,184.25,0.0,0.0,18695139.416666668,2753.875,534.5905722194113,31.9318749999375,24466.2054,148.785,2127.299375,42.631249999999994,1.6529854166666667,1.061875,"dict_items([('Ru', 1), ('Zn', 3.0), ('K', 12)])",0.0,6402.378974999999,77.4825,38.512685160600135,5.4769410375000005,3418.0071,56.81999999999999,87.80119379166668,5.4883750000000004,0.0,0.0,-6.267041769192322,-1.6303193669375,0.302127875,0.6553749999999999,750.0362812500002,28.464375000000004,87.80119379166668,5.4883750000000004,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.054859118,660835.714875,545.2125,797.3333333333333,18.6875,0.0,0.0,0.0,0.0,1.6666666666666667,1.0,24.5,3.5,0.1875,0.1875,13.104166666666668,2.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.8125,1.5833333333333335,1.1875,0.0,0.0,24.5,3.5,17.604166666666664,4.0625,534.5905722194113,31.9318749999375,0.0,0.0,0.0,0.01,0.0,622.3670888607562,28.138323125,14250.2451,113.295,9830.760000000002,94.80000000000001,0.0,1656.0990976875,43.5819375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.11224843749999999,0.33843749999999995,2.9615583333333326,1.9024999999999999,0.20278281250000002,0.5221875,1.6126651041666666,1.3803125,8.945664062499999,3.2828125,1.045576408,4.0,3.0,10.9421875,2.79375,4.0,2221.130653,0.054859118,300.0,0.22649343741500008
50_300_0,0.0,0.0,0.0,0.0,0.4950169912967794,0.3083743892976045,0.2596787621022329,1.8470564364755973,0.2991294361559653,1324.3333333333333,29.0,2125.288953251305,60.56422461375001,7013.4269603474995,64.937475,0.0,7730265.375,2055.375,0.0,0.0,6694.75,91.5,32491.083333333336,190.75,0.0,0.0,49736994.0,4594.5,746.0631,35.01,17990.8608,116.16,4473.728749999999,58.787499999999994,2.1251000000000007,1.185,"dict_items([('Ru', 2), ('W', 2.0), ('K', 12)])",0.0,5124.5067,61.995,33.64276547666435,5.1585637250000005,2782.5210749999997,45.6825,407.5534937500001,13.113750000000001,0.0,0.0,-27.84175514834719,-3.5923340584999996,0.2306593333333333,0.614,733.6135375000001,28.24125,407.5534937500001,13.113750000000001,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.38292821,2301683.461058333,1040.1475,572.9166666666666,15.625,0.0,0.0,0.0,0.0,7.333333333333333,2.0,41.08333333333333,4.25,3.375,1.125,5.041666666666666,1.375,0.0,0.0,8.166666666666668,1.75,0.0,0.0,0.0,0.0,0.5833333333333334,0.875,1.5,1.125,0.0,0.0,12.5,2.5,21.875,4.375,746.0631,35.01,0.0,0.0,0.0,0.02,0.0,598.2522333333334,27.83,10365.2652,88.17,7410.270000000001,74.55000000000001,0.0,1408.0222785,37.913250000000005,0.02,0.0012209862032147266,0.0010395624435492268,0.06487554996845557,0.10705546402908568,0.1322844486488504,0.15382032646509464,0.15680062352141122,0.10398498264494467,0.018261130893176748,0.2535421454105324,0.002434520035613657,-9.137010109486546e-05,0.001998744231765737,0.11446430550112995,0.016917963502894384,0.02607994819915196,0.01832996347561201,0.028013339997713292,1.1920736566620178,0.06663045086767362,0.05693510084889058,0.02049094864324447,0.0,0.0,0.191525,0.4075,3.389973958333333,1.9843749999999998,0.21705833333333335,0.5337500000000001,1.8882302083333335,1.450625,10.33935,3.435,1.054006969,3.0,3.0,12.294374999999999,2.9625,11.0,2233.793103,0.020450405,300.0,0.31156960612
108_300_0,0.6099197635995903,0.0,0.43965980723837816,0.6178819696622071,0.3801950240229069,0.8367407649561827,0.36068085870316224,1.7351477519336242,0.40609821760470055,977.6666666666667,26.1875,2411.005521946705,62.624389065625,4859.101803347499,57.168975,0.0,3874325.0,1490.125,0.0,0.0,9995.6275,99.525,30769.333333333332,188.0,0.0,0.0,19069387.333333332,2785.75,725.4318499999999,34.831875,17990.8608,116.16,2860.576666666667,48.05,1.7380000000000004,1.08625,"dict_items([('Ru', 1), ('In', 3.0), ('K', 12)])",0.0,5124.5067,61.995,27.982784132722347,4.800471225000001,3206.4199124999996,55.8075,70.45359016666667,4.7801875,0.0,0.0,-8.198041045055714,-1.897844750375,0.25637058333333335,0.6263124999999999,769.629,28.7175,70.45359016666667,4.7801875,0.0,0.03,0.0,0.25,0.75,0.020833333333333332,0.0625,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.212177537,557617.9420999999,495.913125,884.9583333333333,19.8125,0.0,0.0,0.0,0.0,6.458333333333334,1.9375,27.041666666666668,3.6875,0.1875,0.1875,13.104166666666668,2.3125,0.0,0.0,0.0,0.0,1.5625,0.9375,0.0625,0.1875,0.5416666666666666,0.8125,1.5833333333333335,1.1875,0.0,0.0,27.041666666666668,3.6875,19.833333333333336,4.25,725.4318499999999,34.831875,0.0,0.0,0.0,0.01,0.0,634.6722544431251,28.30818125,10365.2652,88.17,7410.270000000001,74.55000000000001,0.0,1411.4647290000003,41.3895,0.0,0.10047417990017517,0.04439800675166667,0.29161433384486496,0.047919795494465366,0.05006567723131858,0.05837883702278963,0.06692358315328331,0.1366437466619635,0.21616681818519548,0.671182511554308,0.2310593209123432,0.1262334417746735,0.16750348785167873,0.17918420829742684,0.3439947244917211,0.2180520418690559,0.14032532570024542,0.13285992851079018,0.26613027443057025,0.33996016577168003,0.06434403335463626,0.05521491936972625,0.0,0.0,0.14676250000000002,0.373125,3.008016666666667,1.9118749999999998,0.1858078125,0.5090625,1.6950651041666664,1.4028125,9.220355729166666,3.3146875,1.054888508,3.0,3.0,10.611562500000002,2.75625,13.0,2268.817734,0.016420089,300.0,0.14904100207999998
112_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.0,35.0,160.5952898073757,12.672619690000001,6155.57930625,78.4575,0.0,14277062.25,3778.5,0.0,0.0,9741.69,98.7,19321.0,139.0,0.0,0.0,102454884.0,10122.0,81.0,9.0,11409.5618,75.53,3422.25,58.5,4.060225000000001,2.015,"dict_items([('Ru', 2), ('Fe', 2.0)])",0.02,2812.5,37.5,58.2390291025,7.63145,1501.5199999999998,27.4,686.4400000000002,26.200000000000003,0.0,0.0,-76.38863071167687,-8.740058965,0.11799225000000002,0.3435,604.1764,24.58,686.4400000000002,26.200000000000003,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.342864259,4879681.0,2209.0,3080.25,55.5,0.0,0.0,0.0,0.0,16.0,4.0,64.0,8.0,12.25,3.5,42.25,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,2.25,1.5,0.0,0.0,64.0,8.0,20.25,4.5,81.0,9.0,0.0,0.0,0.0,0.02,0.0,271.38773382249997,16.47385,7810.0002,62.49,4910.405,49.55,0.0,873.852721,29.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11222500000000002,0.335,1.7161,1.31,0.06890625,0.2625,1.0972562499999998,1.0474999999999999,5.55780625,2.3575,1.176470588,3.0,2.0,26.677225,5.165,0.0,2182.375,0.004861446,300.0,0.20699985308000002
41_300_0,0.5830226685678372,0.23782380823256946,0.4456785430024617,0.6214459098678766,0.3482856380344437,0.8122650727519556,0.33467362439714776,1.7488639677664182,0.28601420544330125,705.25,23.25,2005.452578073169,59.949543366250005,3267.5728230183336,49.29415,0.0,4968935.041666667,1725.125,0.0,0.0,10642.839999999998,102.8625,29326.0,186.0,0.0,0.0,24360311.5,3301.75,685.1983916666666,34.4725,21612.8004,136.41,5492.428749999999,62.9625,1.8549125000000002,1.1287500000000001,"dict_items([('Ru', 2), ('Ni', 2.0), ('K', 12)])",0.0,5674.4384,71.5025,33.076496220280475,5.130534975,3042.6182249999997,52.544999999999995,170.54260000000002,8.760000000000002,0.0,0.0,-14.073954840797889,-2.6657745522500003,0.3132223333333333,0.653,756.5380375000001,28.466250000000002,170.54260000000002,8.760000000000002,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.397457438,1236822.6039749999,794.2725,675.0,16.875,0.0,0.0,0.0,0.02,3.5,1.5,19.0,3.0,1.0416666666666667,0.625,9.375,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.875,1.5,1.125,0.0,0.0,19.0,3.0,17.875,4.125,685.1983916666666,34.4725,0.0,0.0,0.0,0.02,0.0,623.1816553394,28.088605,13128.717600000002,104.795,9130.785000000002,88.05000000000001,0.0,1543.908464,42.312,0.0,0.01975244196210736,0.0002730538817797981,0.09070358493113444,0.08167186881261414,0.09784171315238156,0.1226725802944622,0.11838128436632185,0.10508103042494277,0.03485203749069807,0.6691083511057158,0.04454464360381585,0.013225531001489677,0.022993101024992288,0.05036620906904943,0.09494779658479792,0.07258521882880041,0.03898979268906578,0.0354214707362462,0.4278624459181146,0.1528323929849349,0.04766408780593299,0.031447152676812404,0.0,0.0,0.121165625,0.35812499999999997,3.1354749999999996,1.9474999999999998,0.20910312500000003,0.529375,1.7230218750000001,1.418125,9.507890625,3.365625,1.046207498,5.0,3.0,12.90354166666667,3.0125,13.0,2276.708543,0.026677706000000002,300.0,0.27571643831500003
115_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.25,34.5,166.15956184697552,12.89028944,6084.627526180506,78.00402249999999,0.0,11414262.25,3378.5,0.0,0.0,3894.3840250000003,62.405,20306.25,142.5,0.0,0.0,98406400.0,9920.0,90.25,9.5,18915.125,97.25,2565.4224999999997,50.65,3.515625,1.875,"dict_items([('Ru', 2), ('Mn', 2.0)])",0.0,2620.8800000000006,36.2,54.71945550759999,7.397259999999999,1310.7200000000003,25.6,663.0625,25.75,0.0,0.0,-82.94836701303235,-9.10759941,0.12852225,0.3585,634.5360999999999,25.189999999999998,663.0625,25.75,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.23522145,4255969.0,2063.0,2916.0,54.0,0.0,0.02,0.0,0.0,20.25,4.5,56.25,7.5,16.0,4.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,2.25,1.5,0.0,0.0,56.25,7.5,20.25,4.5,90.25,9.5,0.0,0.0,0.0,0.02,0.0,262.44000000000005,16.200000000000003,7104.677604499999,59.601499999999994,4569.679999999999,47.8,0.0,965.2827609999999,31.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11560000000000001,0.34,1.809025,1.345,0.07700625,0.27749999999999997,1.13955625,1.0675,5.82015625,2.4125,1.0559371929999999,3.0,2.0,24.255625000000006,4.925000000000001,4.0,1973.063725,0.034755097,300.0,0.2654784928749999
114_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.25,35.5,150.84427039292433,12.281867545,6400.255602552006,80.0015975,0.0,14527532.25,3811.5,0.0,0.02,11772.25,108.5,18496.0,136.0,0.0,0.0,113103225.0,10635.0,73.10249999999999,8.55,12450.420000000002,78.9,6806.25,82.5,4.1616,2.04,"dict_items([('Ru', 2), ('Co', 2.0)])",0.0,3160.125,39.75,58.075906770025014,7.620755000000001,1315.8449999999998,25.65,750.486025,27.395000000000003,0.0,0.0,-66.21909109344149,-8.1375113575,0.10857025000000001,0.3295,597.069225,24.435,750.486025,27.395000000000003,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.174280203,4785156.25,2187.5,3249.0,57.0,0.0,0.0,0.0,0.0,12.25,3.5,72.25,8.5,9.0,3.0,49.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,2.25,1.5,0.0,0.0,72.25,8.5,20.25,4.5,73.10249999999999,8.55,0.0,0.0,0.0,0.02,0.0,286.354084,16.922,8307.605000000001,64.45,5202.0,51.0,0.0,960.0702249999999,30.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10890000000000001,0.33,1.6384,1.28,0.06125625,0.2475,1.06605625,1.0325,5.34765625,2.3125,1.029535865,3.0,2.0,27.5625,5.25,3.0,2305.788177,0.017859265,300.0,0.27869819763500003
40_300_1,0.4800161788636785,0.0,0.4013692572849905,0.5391108741397089,0.33775368310418585,0.8121366838747193,0.3349122418139672,1.6795049092447132,0.26859825507343515,735.5833333333333,24.25,2010.944177061147,60.113705239375,3443.137046272917,51.942687500000005,0.0,5191620.8125,1802.4375,0.0,0.0,10811.619999999999,104.49375,29542.791666666664,187.375,0.0,0.0,25956726.25,3518.125,688.6768083333333,34.6475,20008.5954,126.285,5434.091458333332,62.293749999999996,1.8846979166666669,1.146875,"dict_items([('Ru', 3), ('Ni', 1.0), ('K', 12)])",0.0,5297.1808,66.74875,32.963955990078595,5.113078725,2843.93169375,49.113749999999996,196.2286322916667,10.079375,0.0,0.0,-15.277782637955816,-2.89379386475,0.307046625,0.6401249999999999,753.19934375,28.340625000000003,196.2286322916667,10.079375,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.537932085,1322369.9970999998,849.21,662.5,16.5625,0.0,0.0,0.0,0.01,3.7916666666666665,1.625,18.208333333333332,2.875,1.1458333333333333,0.6875,9.0625,1.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.9375,1.4166666666666665,1.0625,0.0,0.0,18.208333333333332,2.875,18.145833333333332,4.1875,688.6768083333333,34.6475,0.0,0.0,0.0,0.03,0.0,621.2280979197001,28.0005525,12087.3276,96.4825,8430.810000000001,81.30000000000001,0.0,1528.583224,41.892,0.0,0.14348674858388705,0.11238787423409284,0.2737195241612076,0.08613410380195494,0.1203793296337378,0.10738121340060527,0.1116198220073452,0.16257406773016636,0.1914924455849535,3.9138915203186446,0.2260154428013537,0.129025690556779,0.1712975595173826,0.2251838472429734,0.4148047550620608,0.2572351612997762,0.16553664232732668,0.1807249844222978,1.350424485949938,0.3909368382846621,0.16309218819966334,0.07953508991996201,0.0,0.0,0.1265578125,0.37406249999999996,3.1596249999999997,1.9625,0.21046093750000003,0.5328125,1.7370703125000002,1.4296875,9.5829296875,3.3921875,1.011608624,3.0,3.0,12.957083333333337,3.0250000000000004,3.0,2393.819095,0.018925942,300.0,0.29425606736000015
