,Predicted Conversion,Measured Conversion
76_400_0,0.6665992180851557,0.5416765744430103
77_350_0,0.3388134111817395,0.36022129054025664
65_450_0,0.7711684261642339,0.9845466529551978
83_450_0,0.6139279266330666,0.996400335842682
77_250_0,0.2251118929152811,0.16867450349553653
74_300_0,0.7605981813647564,0.6886020921300535
77_400_0,0.6037600180066724,0.6324787654450131
82_350_0,0.33416961181445404,0.980309151680227
75_400_0,0.8965014724088831,0.9927286735101684
66_350_0,0.35848924366859014,1.0
78_300_0,0.2306533088665932,0.15121255925316576
73_400_0,0.9886131614222454,1.0
78_400_0,0.468460728090903,0.4558780213526778
69_250_0,0.17652390852707892,0.08462297988013084
69_350_0,0.4593031388642773,0.4989454515781198
68_250_0,0.2073488778501225,0.09098822512592368
65_300_0,0.28547079737557113,0.8134738524018451
78_350_0,0.27200287680075996,0.168697438436943
76_450_0,0.6855362591491175,0.8668179346303692
69_450_0,0.8667241568640001,1.0
73_300_0,0.8784512522151431,0.8423630161645494
83_250_0,0.1343396901348677,0.10094428580358343
68_350_0,0.4875979939162363,0.5508829780428409
74_400_0,0.9805138084073259,1.0
74_350_0,0.9120505739175122,1.0
67_400_0,0.8890360502190616,0.9915560710213698
67_450_0,0.903563187963283,0.9874856347201096
76_350_0,0.41581136674730707,0.34312425649808737
67_350_0,0.5753310285579686,0.8196449673889966
82_400_0,0.6050490016644596,0.980123111633628
65_250_0,0.2237037487015804,0.43321450411611934
76_250_0,0.24599509330146785,0.17522414925857832
66_400_0,0.6374231217109105,1.0
68_400_0,0.8501608064134927,0.9504524825915591
82_250_0,0.18409882221913004,0.16197945150678295
77_450_0,0.6206171558333552,0.906906839933098
68_300_0,0.3300014485900026,0.19739711524783285
78_450_0,0.533041718781804,0.7980528696142676
83_300_0,0.15877470776678945,0.2971614432058214
73_350_0,0.9498012252742672,0.9970481268292124
66_300_0,0.2814915185139593,0.5863479800776563
67_250_0,0.22970107292220387,0.13989290311948158
75_450_0,0.9240059326964533,1.0
74_450_0,0.9845554903992648,1.0
83_400_0,0.5793702583321949,0.9848895552908
75_250_0,0.3001972574339873,0.04950121583024065
66_250_0,0.21372334937942783,0.20377694978593847
66_450_0,0.6852854441356386,1.0
83_350_0,0.17914748017789503,0.9390123453841518
76_300_0,0.32369075635185296,0.2514936492364485
69_400_0,0.8529583735125864,0.988380498403829
75_350_0,0.8076143044159505,0.9530922411770472
73_250_0,0.3957998828546655,0.4710072195886609
78_250_0,0.182733326913176,0.0
82_300_0,0.24508569691087134,0.39152727500792783
77_300_0,0.2823056123638411,0.04936463794109434
68_450_0,0.8617936603981494,0.963471608205364
65_400_0,0.76329621339571,0.9909595222016541
65_350_0,0.35883533075523516,0.9940412353519896
75_300_0,0.6606194947734125,0.7065898397618652
82_450_0,0.6539203443648005,0.9507971457754856
69_300_0,0.2525338396188894,0.054859118205534116
73_450_0,0.9898256763762386,0.9942532585186497
74_250_0,0.31681743953516767,0.3792263797117768
67_300_0,0.37474408252322605,0.512376181107476
