,Predicted Conversion,Measured Conversion
89_350_2,0.738278201512644,0.30744503436969606
91_400_0,0.9015295744164535,0.4372293988097049
38_250_1,0.16148909790494906,0.2280097026843317
93_350_4,0.6750317081829682,0.025996782306693063
38_350_4,0.8218052791807314,0.44544731871619
86_450_0,0.9353469144263251,0.4154654325408391
87_350_4,0.7883233833324133,0.0
91_450_0,0.9293865638193118,0.9281738554801028
89_350_3,0.7421868187952697,0.2439596565299827
89_350_4,0.746752081214743,0.29775080071279997
90_350_2,0.6896282823803571,0.12421786919966132
85_450_0,0.93448845888994,1.0
89_450_0,0.890928251562491,1.0
87_300_0,0.4331025473153909,0.16582702322591475
38_450_0,0.9698064158750483,0.9506512758203932
86_400_0,0.9237774631577597,0.17174948482295238
38_350_3,0.819204004030744,0.5906045913782979
85_300_0,0.512414505843141,0.20759283578494284
90_350_0,0.6901811328750946,0.16831972186638575
84_350_0,0.5754261094589154,0.11978795960210975
90_300_0,0.5055775550230671,0.1699672072669393
93_350_0,0.671827213888611,0.2796358555733472
86_350_2,0.8113151694498092,0.0
84_250_0,0.14713371569199418,0.042990296375045735
89_350_0,0.7467718403479887,0.6128629113064615
84_350_1,0.564590578255898,0.0890431937786073
84_400_0,0.7625305874850916,0.2951361312139512
93_450_0,0.8192851322464376,0.955257920343851
85_350_2,0.8518325121395559,0.11853621100967733
84_350_4,0.5754634320020383,0.04248792085417002
85_250_0,0.26569095063245685,0.10671627335219308
91_350_3,0.8262997423319213,0.0
38_300_1,0.32359260172779747,0.4687923468556841
86_350_4,0.8161538414598151,0.0
84_450_0,0.8012562240482078,0.3685037357933218
38_250_0,0.1441098728798157,0.15611651191583042
86_350_3,0.8153036907364882,0.0
90_400_0,0.8131486167170133,0.33242160090181944
84_300_0,0.2706268729099844,0.09868728205311317
84_350_3,0.5665429873245479,0.059303028460078684
86_250_0,0.2456030317631278,0.0
90_250_0,0.2508857658965369,0.1655352610685138
85_400_0,0.931526136544765,0.8938209930573215
93_300_0,0.48790846363052837,0.11500350379071335
85_350_3,0.8558210334262348,0.09455464714157133
87_450_0,0.9325047227876919,0.7136789680950413
93_250_0,0.26183609716800404,0.042815456611469294
87_350_0,0.7914345531014899,0.21776408811445455
93_400_0,0.7966409243520467,0.7104351260096099
91_350_1,0.8232151302397397,0.10614883344422138
38_400_1,0.9782090171905199,0.9846573025395444
93_350_3,0.6711298511609551,0.17718213551742604
38_350_0,0.812164319671638,0.9004217271071279
89_250_0,0.3246719628279674,0.4948017452790801
90_350_3,0.6935368996629827,0.08485793634000734
89_350_1,0.738278201512644,0.4380661901573906
93_350_2,0.669267504252973,0.24013068415994196
87_350_2,0.7823111954036558,0.0
84_350_2,0.564590578255898,0.07582425496544001
90_350_1,0.6896282823803571,0.15860408653186803
38_300_0,0.3195475588488604,0.3488944899142594
87_400_0,0.9271052769123714,0.3805182095443291
38_450_1,0.9817229748292892,0.9996868639878128
93_350_1,0.669267504252973,0.3444827144948633
38_400_0,0.9668633825694881,0.9664602447962052
91_300_0,0.5453358376291473,0.09031861754693964
86_350_0,0.7947918543211269,0.02862490260538067
85_350_1,0.8518325121395559,0.154181697133948
38_350_2,0.819204004030744,0.7821211436097634
90_450_0,0.8387045899529771,0.8102473831824942
87_250_0,0.26201355445658203,0.15054885690851846
87_350_3,0.7862997166903349,0.0
91_350_0,0.8028134570052113,0.1977881446955244
86_350_1,0.8113151694498092,0.0
38_350_1,0.8206596444294485,0.9722799938629576
91_350_2,0.8232151302397397,0.034173638150354665
89_400_0,0.8592116116023463,0.8870256359750139
85_350_4,0.8530710306518354,0.15874486550759298
86_300_0,0.4425356977062986,0.007846155478208088
85_350_0,0.83586281836398,0.3672714400018813
87_350_1,0.7823111954036558,0.0
91_250_0,0.2754175288182999,0.06487833141605356
38_350_5,0.8066944189525687,0.427210114812368
91_350_4,0.8256152206125816,0.18047666522740397
89_300_0,0.5366160057054206,0.5173962101246217
90_350_4,0.6980708578504169,0.13605168481040894
