,Predicted Conversion,Measured Conversion
90_450_0,0.9459627888121308,0.810247383
86_350_0,0.7856301382862618,0.028624902999999997
38_250_1,0.19779943003771427,0.228009703
87_400_0,0.9544511401392478,0.38051821
90_250_0,0.2825638842184048,0.165535261
86_300_0,0.3792489932515476,0.007846155
85_250_0,0.23939155005235715,0.10671627300000001
93_450_0,0.9107175142932021,0.95525792
93_250_0,0.2817431350678809,0.042815457
38_350_1,0.7817336929722739,0.9722799940000001
86_450_0,0.9644412820941661,0.415465433
93_350_0,0.7129324412599881,0.279635856
93_300_0,0.5824818580852857,0.115003504
86_400_0,0.9612544000410698,0.171749485
90_300_0,0.6017452507642855,0.16996720699999998
85_300_0,0.509345911678,0.207592836
87_250_0,0.24135396561785716,0.15054885699999998
87_350_0,0.798310765708643,0.217764088
90_400_0,0.9343945820373676,0.332421601
87_450_0,0.9583744464529157,0.713678968
38_300_1,0.2895970773530119,0.46879234700000005
93_400_0,0.8891209437558689,0.7104351259999999
86_250_0,0.17539360717252378,0.0
38_400_1,0.9824104903493379,0.984657303
85_450_0,0.978223870624686,1.0
87_300_0,0.43448723709211906,0.16582702300000002
38_450_1,0.9838820173469108,0.9996868640000001
85_400_0,0.9741312076129227,0.893820993
85_350_0,0.8622389234425714,0.36727144
90_350_0,0.7291997038786545,0.168319722
