,Predicted Conversion,Measured Conversion
67_350_0,0.6291516965124682,0.819644967
75_300_0,0.2787581774819048,0.70658984
65_450_0,0.9124332020531416,0.984546653
77_300_0,0.2666789661561907,0.049364637999999995
76_350_0,0.737537773237357,0.343124256
65_350_0,0.588808257923381,0.994041235
76_250_0,0.21371507712885723,0.175224149
65_300_0,0.290131206086381,0.813473852
75_250_0,0.17229491343366668,0.049501215999999994
66_450_0,0.8577024725671754,1.0
77_250_0,0.1846106677346667,0.168674503
67_300_0,0.29148792560719056,0.512376181
77_350_0,0.5488353082145238,0.360221291
74_350_0,0.674830474680619,1.0
76_400_0,0.8781059442537942,0.541676574
73_250_0,0.2951400823429524,0.47100722
77_400_0,0.7675727221092992,0.632478765
69_350_0,0.456360516549738,0.498945452
83_400_0,0.7133318268713487,0.984889555
82_300_0,0.2050911174890119,0.391527275
82_450_0,0.8684934477819762,0.950797146
76_450_0,0.8932419245857833,0.866817935
75_350_0,0.5510790038375954,0.9530922409999999
75_450_0,0.6757380896297583,1.0
82_400_0,0.7693192575219523,0.980123112
75_400_0,0.6472811634628048,0.9927286740000001
69_250_0,0.16252152932574598,0.08462298
77_450_0,0.7757302252776218,0.90690684
65_400_0,0.8713909851769711,0.990959522
74_300_0,0.3912954507121188,0.688602092
66_250_0,0.09567710944964279,0.20377695
76_300_0,0.34403831384354744,0.251493649
74_450_0,0.7781479708438925,1.0
73_450_0,0.8079250185406033,0.9942532590000001
83_450_0,0.8167618002402535,0.9964003359999999
73_400_0,0.7975459470781433,1.0
74_400_0,0.7638667054999669,1.0
69_450_0,0.8232305913542685,1.0
83_300_0,0.2527490297827856,0.297161443
73_300_0,0.5911469625184999,0.842363016
66_400_0,0.7962912068391306,1.0
83_350_0,0.4190254034910633,0.939012345
67_250_0,0.16794108348996428,0.139892903
66_350_0,0.45588337916720656,1.0
82_250_0,0.10638187519864278,0.161979452
65_250_0,0.20416069356648422,0.433214504
82_350_0,0.584168433829849,0.980309152
69_300_0,0.22231232638980952,0.054859118
74_250_0,0.21342583728012696,0.37922638
67_450_0,0.9026859632640205,0.987485635
66_300_0,0.1555818278956905,0.58634798
69_400_0,0.7168617528177011,0.9883804979999999
83_250_0,0.1675524075270477,0.100944286
67_400_0,0.809112121468877,0.991556071
73_350_0,0.7527456288640118,0.997048127
