,Mg Loading,K Loading,Ca Loading,Sc Loading,Cr Loading,Mn Loading,Fe Loading,Co Loading,Ni Loading,Cu Loading,Zn Loading,Sr Loading,Y Loading,Mo Loading,Ru Loading,Rh Loading,Pd Loading,In Loading,Hf Loading,W Loading,Re Loading,Os Loading,Ir Loading,Pt Loading,Bi Loading,reactor_number,temperature,space_velocity,ammonia_concentration,standard error,n_averaged,n_elements,Atomic Number_wt-mean,Atomic Number_wt-mad,Atomic Volume_wt-mean,Atomic Volume_wt-mad,Atomic Weight_wt-mean,Atomic Weight_wt-mad,Boiling Temperature_wt-mean,Boiling Temperature_wt-mad,Periodic Table Column_wt-mean,Periodic Table Column_wt-mad,Covalent Radius_wt-mean,Covalent Radius_wt-mad,Density_wt-mean,Density_wt-mad,Dipole Polarizability_wt-mean,Dipole Polarizability_wt-mad,Electron Affinity_wt-mean,Electron Affinity_wt-mad,Electronegativity_wt-mean,Electronegativity_wt-mad,Fusion Enthalpy_wt-mean,Fusion Enthalpy_wt-mad,GS Bandgap_wt-mean,GS Bandgap_wt-mad,GS Energy_wt-mean,GS Energy_wt-mad,Heat Capacity (Mass)_wt-mean,Heat Capacity (Mass)_wt-mad,Heat Capacity (Molar)_wt-mean,Heat Capacity (Molar)_wt-mad,Heat Fusion_wt-mean,Heat Fusion_wt-mad,First Ionization Energy_wt-mean,First Ionization Energy_wt-mad,Second Ionization Energy_wt-mean,Second Ionization Energy_wt-mad,Third Ionization Energy_wt-mean,Third Ionization Energy_wt-mad,Fourth Ionization Energy_wt-mean,Fourth Ionization Energy_wt-mad,Fifth Ionization Energy_wt-mean,Fifth Ionization Energy_wt-mad,Sixth Ionization Energy_wt-mean,Sixth Ionization Energy_wt-mad,Seventh Ionization Energy_wt-mean,Seventh Ionization Energy_wt-mad,Eighth Ionization Energy_wt-mean,Eighth Ionization Energy_wt-mad,IsAlkali_wt-mean,IsAlkali_wt-mad,IsDBlock_wt-mean,IsDBlock_wt-mad,IsFBlock_wt-mean,IsFBlock_wt-mad,IsMetal_wt-mean,IsMetal_wt-mad,IsMetalloid_wt-mean,IsMetalloid_wt-mad,IsNonmetal_wt-mean,IsNonmetal_wt-mad,Melting Temperature_wt-mean,Melting Temperature_wt-mad,Mendeleev Number_wt-mean,Mendeleev Number_wt-mad,Number d-shell Unfilled Electrons_wt-mean,Number d-shell Unfilled Electrons_wt-mad,Number d-shell Valance Electrons_wt-mean,Number d-shell Valance Electrons_wt-mad,Number f-shell Unfilled Electrons_wt-mean,Number f-shell Unfilled Electrons_wt-mad,Number f-shell Valance Electrons_wt-mean,Number f-shell Valance Electrons_wt-mad,Number p-shell Unfilled Electrons_wt-mean,Number p-shell Unfilled Electrons_wt-mad,Number p-shell Valance Electrons_wt-mean,Number p-shell Valance Electrons_wt-mad,Number s-shell Unfilled Electrons_wt-mean,Number s-shell Unfilled Electrons_wt-mad,Number s-shell Valance Electrons_wt-mean,Number s-shell Valance Electrons_wt-mad,Number Unfilled Electrons_wt-mean,Number Unfilled Electrons_wt-mad,Number Valence Electrons_wt-mean,Number Valence Electrons_wt-mad,Polarizability_wt-mean,Polarizability_wt-mad,Periodic Table Row_wt-mean,Periodic Table Row_wt-mad,Zunger Pseudopotential (d)_wt-mean,Zunger Pseudopotential (d)_wt-mad,Zunger Pseudopotential (p)_wt-mean,Zunger Pseudopotential (p)_wt-mad,Zunger Pseudopotential (pi)_wt-mean,Zunger Pseudopotential (pi)_wt-mad,Zunger Pseudopotential (s)_wt-mean,Zunger Pseudopotential (s)_wt-mad,Zunger Pseudopotential (sigma)_wt-mean,Zunger Pseudopotential (sigma)_wt-mad,phi_wt-mean,phi_wt-mad,Conductivity_wt-mean,Conductivity_wt-mad,Measured Conversion,Element Dictionary,predictions
45_300_0,0.0,0.12,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,300.0,2153.137255,0.9649280579999999,0.015857146000000003,3.0,3.0,21.5,623.5,60.00131643625001,2030.2180744338377,45.389868750000005,2907.4389648075003,1602.4375,4486290.854166666,2.375,11.875,187.4375,30489.833333333332,2753.875,18695139.416666668,35.1975,755.9249749999999,54.6875,3901.041666666666,1.06375,1.65945,8.100625,167.2104010416667,0.0,0.0,-3.180141234125,-20.986695258262,0.6668125,0.32095908333333334,28.081875000000004,720.86173125,8.100625,167.2104010416667,4.984249350000001,30.68249621384579,27.86106875,602.5021126347915,41.938875,1471.1598165000003,54.9,3021.4214999999995,75.01875,5705.926125,91.54404375000001,8698.28159981344,118.20375,16414.9547625,150.79125,25602.846337499996,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,824.085,1407408.0733499997,14.9375,537.75,1.125,3.0,1.375,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.125,7.791666666666667,2.375,11.875,35.1975,755.9249749999999,4.0625,17.604166666666664,0.3525,0.12572499999999998,1.9606249999999998,3.2546375,0.5334375,0.21782031250000003,1.4271875,1.7863630208333334,3.3878125,9.864180729166666,2.896875,11.877187500000002,102.28125,10773.625,0.244143542,"dict_items([('Ru', 1), ('Cr', 3.0), ('K', 12)])",0.3741435581599999
65_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,2279.15,1.152512998,0.038327593,4.0,3.0,25.375,913.5,60.297571537500005,2073.0556113382813,54.820662500000005,4441.822250797501,1822.875,5725650.375,2.875,17.25,188.25,30810.25,3744.5,32047927.33333333,34.6975,710.4891416666666,62.675,5419.298333333332,1.175,2.0758333333333336,9.898750000000001,222.77136875,0.0,0.0,-2.879189671,-16.83924675561173,0.627875,0.2591030833333333,28.330000000000002,742.6237333333335,9.898750000000001,222.77136875,5.1079224750000005,32.62270598416423,28.0775,622.1038083333334,41.79575,1467.5323740000001,45.6825,2782.5210749999997,61.995,5124.5067,74.55000000000001,7410.270000000001,88.17,10365.2652,116.16,17990.8608,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,857.8975,1481454.5785583332,16.625,653.9166666666667,0.625,1.0416666666666667,1.875,9.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.625,4.333333333333333,2.875,17.25,34.6975,710.4891416666666,4.25,19.833333333333336,0.38625,0.15965,1.97125,3.2985583333333324,0.534375,0.21820312500000003,1.4368750000000001,1.8176468749999999,3.408125,10.014207291666667,3.0375,13.213125000000002,110.25,13579.125,0.813473852,"dict_items([('Ru', 2), ('Rh', 2.0), ('K', 12)])",0.5554439163599999
34_300_0,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,300.0,2304.825,1.053984576,0.013313795,6.0,3.0,21.25,531.25,61.484669448750005,2308.5040588532706,44.9956,2466.8582724933335,1497.25,3402750.166666666,2.0,7.333333333333333,188.125,30727.083333333336,2405.5,11998634.0,34.968333333749996,741.2898130106495,48.9625,2443.2287499999998,1.05375,1.5209125000000001,7.635000000000001,125.73572500000003,0.0,0.0,-2.16526801975,-8.54158219133141,0.725375,0.4879355833333333,28.316125000000003,741.2123267083333,7.635000000000001,125.73572500000003,5.13133935,33.09268873897104,27.69690875,585.5613052113708,47.9312125,2467.174484962083,59.3406875,5049.165582828125,79.65375,8918.432118749999,97.89500000000001,14006.816599999998,116.2975,19920.598775000002,149.405,31437.800099999997,0.875,0.5833333333333334,0.125,0.041666666666666664,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,693.6475,894002.9560583333,17.75,751.4166666666667,0.375,0.375,0.875,2.041666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.5833333333333334,1.125,1.5,1.25,2.0833333333333335,2.0,7.333333333333333,34.968333333749996,741.2898130106495,4.0,16.0,0.33375,0.1368375,1.9362499999999998,3.0592749999999995,0.525625,0.202365625,1.410625,1.685696875,3.346875,9.287578125,2.79375,10.336875000000003,111.0,13893.5,0.404469788,"dict_items([('Ru', 2), ('Mg', 2.0), ('K', 12)])",0.57079687148
15_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,2092.910448,1.005633803,0.064583262,6.0,3.0,24.3125,745.5833333333333,60.1692463325,2030.6254404647004,52.245975,3547.7507416474996,1803.3125,5202556.5625,2.9375,19.583333333333336,187.875,30122.625,3518.875,25976335.25,34.606875,680.3711625,62.693749999999994,5602.731458333332,1.14625,1.8798499999999998,9.836875000000001,178.785203125,0.0,0.0,-2.7771895053750004,-12.935063856020157,0.6364375,0.29276125,28.238750000000003,735.1487916666667,9.836875000000001,178.785203125,5.118489975,33.14656187330948,28.133275,644.0869489533334,41.9951875,1555.4597498125004,49.26875,2914.00021875,66.9825,5440.988474999999,80.98750000000001,8195.935000000001,96.8575,12424.8801,126.535,20301.2754,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,826.0706250000001,1184392.5264375,16.75,686.75,0.5625,0.5625,1.9375,10.979166666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.5625,3.125,2.9375,19.583333333333336,34.606875,680.3711625,4.1875,18.145833333333332,0.3734375,0.12510156249999999,1.9587499999999998,3.1144124999999994,0.5340625,0.2145151041666667,1.4246875,1.6930036458333333,3.3834375000000003,9.400317187499999,2.9781250000000004,12.011770833333337,123.875,25621.479166666668,0.303233369,"dict_items([('Ru', 3), ('Cu', 1.0), ('K', 12)])",0.477603135535
33_300_0,0.01,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,300.0,2368.054187,0.9613804440000001,0.025140636,5.0,3.0,23.25,581.25,60.881268280625,2285.8487521203547,49.7934125,2729.8956240454168,1688.5,3837397.666666666,2.375,8.708333333333332,188.4375,30778.125,3070.0,15313160.0,34.895416666875,739.7440606913372,55.293749999999996,2759.158125,1.109375,1.6011979166666668,9.516875,156.7270697916667,0.0,0.0,-2.6435405985000004,-10.428279128611637,0.6763125,0.454932875,28.2655625,739.8887858541666,9.516875,156.7270697916667,5.1134809125,32.97751730452832,27.804704375,587.8402940848521,44.70160625,2300.9362088810417,52.511593749999996,4468.093361101563,70.824375,7929.851146874999,86.22250000000001,12336.7153,102.23375,17511.619037500004,132.7825,27940.093649999995,0.8125,0.5416666666666666,0.1875,0.0625,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,798.8975,1029653.7168916665,17.0,719.6666666666667,0.5625,0.5625,1.3125,3.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.625,1.0625,1.4166666666666665,1.5,2.5,2.375,8.708333333333332,34.895416666875,739.7440606913372,4.125,16.5,0.36187499999999995,0.14836875,1.9568749999999997,3.0918624999999995,0.5309375000000001,0.2044109375,1.4259375,1.7039953125,3.3828125,9.3873046875,2.9156250000000004,10.787812500000003,108.5625,13588.40625,0.8140625579999999,"dict_items([('Ru', 3), ('Mg', 1.0), ('K', 12)])",0.45057399270000004
106_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,300.0,2401.133005,1.037277147,0.032394592,3.0,3.0,25.5625,954.3333333333334,61.060041096875004,2350.7789609027323,55.450475,4713.037151164166,1749.875,4549675.0,3.0625,22.458333333333332,188.5,30851.166666666664,3418.25,23399060.666666668,34.825625,725.3016833333332,57.099999999999994,3399.353333333333,1.13875,1.8220000000000005,9.192562500000001,135.4861145,0.0,0.0,-2.7138237016250004,-11.722791387741667,0.6269374999999999,0.25662641666666663,28.3825,760.6510000000001,9.192562500000001,135.4861145,4.997238725000001,29.129776213033264,28.04439375,628.7581123143751,41.444500000000005,1413.3403390000003,49.0575,2818.5986624999996,61.995,5124.5067,74.55000000000001,7410.270000000001,88.17,10365.2652,116.16,17990.8608,0.75,0.25,0.1875,0.0625,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,768.069375,863637.6870999999,17.4375,778.875,0.5625,0.5625,1.9375,10.979166666666668,0.0,0.0,0.0,0.0,0.3125,0.5208333333333334,0.0625,0.020833333333333332,0.9375,0.625,1.0625,1.4166666666666665,1.8125,6.041666666666667,3.0625,22.458333333333332,34.825625,725.3016833333332,4.25,19.833333333333336,0.38437499999999997,0.1511875,1.955625,3.07685,0.5271875,0.19242343750000002,1.4284375,1.7260286458333332,3.3840624999999998,9.413333854166666,2.94375,11.333437500000002,103.925,10437.534166666666,0.240107882,"dict_items([('Ru', 3), ('In', 1.0), ('K', 12)])",0.32193225992500013
40_300_1,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300.0,2393.819095,1.011608624,0.018925942,3.0,3.0,24.25,735.5833333333333,60.113705239375,2010.944177061147,51.942687500000005,3443.137046272917,1802.4375,5191620.8125,2.875,18.208333333333332,187.375,29542.791666666664,3518.125,25956726.25,34.6475,688.6768083333333,62.293749999999996,5434.091458333332,1.146875,1.8846979166666669,10.079375,196.2286322916667,0.0,0.0,-2.89379386475,-15.277782637955816,0.6401249999999999,0.307046625,28.340625000000003,753.19934375,10.079375,196.2286322916667,5.113078725,32.963955990078595,28.0005525,621.2280979197001,41.892,1528.583224,49.113749999999996,2843.93169375,66.74875,5297.1808,81.30000000000001,8430.810000000001,96.4825,12087.3276,126.285,20008.5954,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,849.21,1322369.9970999998,16.5625,662.5,0.6875,1.1458333333333333,1.8125,9.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.625,1.0625,1.4166666666666665,1.625,3.7916666666666665,2.875,18.208333333333332,34.6475,688.6768083333333,4.1875,18.145833333333332,0.37406249999999996,0.1265578125,1.9625,3.1596249999999997,0.5328125,0.21046093750000003,1.4296875,1.7370703125000002,3.3921875,9.5829296875,3.0250000000000004,12.957083333333337,104.49375,10811.619999999999,0.537932085,"dict_items([('Ru', 3), ('Ni', 1.0), ('K', 12)])",0.4740304305300001
107_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,300.0,2192.931034,1.0470275070000001,0.016839121000000002,3.0,3.0,25.875,966.0,61.84221508125,2380.8922414247186,56.309725,4786.069477255833,1620.0,4212000.0,3.375,24.75,188.25,30810.25,3102.0,21234224.0,34.82875,725.3667666666665,52.574999999999996,3129.965,1.1125,1.7800000000000005,6.986375,102.96985233333334,0.0,0.0,-2.305834226,-9.96041621639869,0.626625,0.2564985,28.550000000000004,765.1400000000001,6.986375,102.96985233333334,4.898854975000001,28.556280172877806,28.1762875,631.7151833787501,41.417,1412.4025340000003,52.4325,3012.5092874999996,61.995,5124.5067,74.55000000000001,7410.270000000001,88.17,10365.2652,116.16,17990.8608,0.75,0.25,0.125,0.041666666666666664,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,631.99125,710627.8145999999,18.625,831.9166666666666,0.375,0.375,2.125,12.041666666666668,0.0,0.0,0.0,0.0,0.625,1.0416666666666667,0.125,0.041666666666666664,0.875,0.5833333333333334,1.125,1.5,1.875,6.25,3.375,24.75,34.82875,725.3667666666665,4.25,19.833333333333336,0.37875,0.148975,1.9337499999999999,3.0424333333333333,0.5181250000000001,0.189115625,1.415625,1.710546875,3.349375,9.316844791666666,2.85,10.9725,101.725,10216.580833333333,0.134311166,"dict_items([('Ru', 2), ('In', 2.0), ('K', 12)])",0.24502753747500006
33_300_1,0.01,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,300.0,2259.4,1.048951049,0.005196434000000001,6.0,3.0,23.25,581.25,60.881268280625,2285.8487521203547,49.7934125,2729.8956240454168,1688.5,3837397.666666666,2.375,8.708333333333332,188.4375,30778.125,3070.0,15313160.0,34.895416666875,739.7440606913372,55.293749999999996,2759.158125,1.109375,1.6011979166666668,9.516875,156.7270697916667,0.0,0.0,-2.6435405985000004,-10.428279128611637,0.6763125,0.454932875,28.2655625,739.8887858541666,9.516875,156.7270697916667,5.1134809125,32.97751730452832,27.804704375,587.8402940848521,44.70160625,2300.9362088810417,52.511593749999996,4468.093361101563,70.824375,7929.851146874999,86.22250000000001,12336.7153,102.23375,17511.619037500004,132.7825,27940.093649999995,0.8125,0.5416666666666666,0.1875,0.0625,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,798.8975,1029653.7168916665,17.0,719.6666666666667,0.5625,0.5625,1.3125,3.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.625,1.0625,1.4166666666666665,1.5,2.5,2.375,8.708333333333332,34.895416666875,739.7440606913372,4.125,16.5,0.36187499999999995,0.14836875,1.9568749999999997,3.0918624999999995,0.5309375000000001,0.2044109375,1.4259375,1.7039953125,3.3828125,9.3873046875,2.9156250000000004,10.787812500000003,108.5625,13588.40625,0.9668549940000001,"dict_items([('Ru', 3), ('Mg', 1.0), ('K', 12)])",0.4572788822700001
74_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,300.0,2419.375,1.020408163,0.09862959800000001,4.0,3.0,24.5,824.8333333333333,65.49727415875,3160.0004804343434,52.909975,4017.4244194308335,1533.75,3634987.5,2.0,7.333333333333333,194.875,35337.333333333336,2517.0,13303184.0,36.81625,961.8858916666666,49.591249999999995,2557.751370833333,1.00875,1.3349125000000002,7.50375,120.94794375000002,0.0,0.0,-2.1828356810000002,-8.713142882573123,0.63575,0.27570358333333334,28.556250000000002,765.7834375,7.50375,120.94794375000002,4.887416225000001,28.340519217578603,27.1962625,538.6682124587501,43.2745,1690.1000223333333,52.8075,3113.2661625,70.945,5471.9878499999995,85.9,8169.090000000001,101.42,11336.727600000002,131.4475,18217.309025000002,0.875,0.5833333333333334,0.125,0.041666666666666664,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,709.5225,944499.7964749999,10.25,228.91666666666666,0.375,0.375,0.875,2.041666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.5833333333333334,1.125,1.5,1.25,2.0833333333333335,2.0,7.333333333333333,36.81625,961.8858916666666,4.25,19.833333333333336,0.412875,0.19996912499999997,2.01875,3.63375,0.5431250000000001,0.23444895833333335,1.475625,2.019146875,3.494375,11.071344791666665,2.6625,8.919375,95.925,8150.4275,0.688602092,"dict_items([('Ru', 2), ('Sr', 2.0), ('K', 12)])",0.7448089812000012
44_300_0,0.0,0.12,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,300.0,2109.974874,1.00752587,0.01169539,5.0,3.0,22.75,659.75,60.093499995,2033.337218116939,48.456987500000004,3103.9026429150003,1694.875,4745085.041666666,2.5,12.5,187.875,30561.0,3080.75,20914184.833333336,35.0725,753.2403916666665,57.0,4065.9999999999995,1.0975000000000001,1.7121000000000004,9.200000000000001,189.90333333333336,0.0,0.0,-3.1606985485,-20.85838720897301,0.653625,0.3146115,28.126250000000002,722.0008375,9.200000000000001,189.90333333333336,5.021373725,30.91102982350135,27.8782125,602.8728502287499,41.78325,1465.7006990000002,51.8275,2852.3264624999997,70.6775,5375.7306499999995,85.87936250000001,8160.038032375626,108.1925,15024.692475,139.2475,23642.833024999996,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,850.7725,1452986.142308333,15.375,553.5,1.0,2.6666666666666665,1.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,7.333333333333333,2.5,12.5,35.0725,753.2403916666665,4.125,17.875,0.365,0.13018333333333332,1.9662499999999998,3.263975,0.534375,0.21820312500000003,1.431875,1.7922302083333332,3.3981250000000003,9.894207291666666,2.94375,12.069375000000003,103.5625,10908.583333333332,0.352000575,"dict_items([('Ru', 2), ('Cr', 2.0), ('K', 12)])",0.37487664151000016
75_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,300.0,2159.5979899999998,0.9273897059999999,0.074278241,4.0,3.0,24.125,812.2083333333333,68.10697768187501,3285.9089933119667,52.06935,3953.596239535,1360.75,3224977.5,1.625,5.958333333333333,197.9375,35892.666666666664,1908.25,10085737.333333332,37.813125,987.9309124999999,43.574374999999996,2247.421014583333,0.930625,1.2315270833333334,5.55625,89.55748958333335,0.0,0.0,-1.7133469328750002,-6.839102349068803,0.64,0.27754666666666666,28.726875000000003,770.35903125,5.55625,89.55748958333335,4.783313100000001,27.73685943522141,26.83814375,531.5750618131251,44.17575,1725.2986415,56.37,3323.29335,75.42,5817.1446,91.57500000000002,8708.782500000001,108.045,12077.270100000002,139.09125,19276.6563375,0.9375,0.625,0.0625,0.020833333333333332,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,612.21,814959.6670999998,7.25,161.91666666666666,0.1875,0.1875,0.4375,1.0208333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.5416666666666666,1.1875,1.5833333333333335,1.0,1.6666666666666667,1.625,5.958333333333333,37.813125,987.9309124999999,4.25,19.833333333333336,0.4243125,0.20550868749999998,2.0393749999999997,3.6708749999999997,0.5465625000000001,0.2359328125,1.4928124999999999,2.042665104166667,3.5321875,11.191147395833331,2.475,8.29125,90.825,7717.0975,0.70658984,"dict_items([('Ru', 1), ('Sr', 3.0), ('K', 12)])",0.6884257306299982
59_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,2234.988453,1.020408163,0.004969793,3.0,3.0,28.75,1293.75,61.36547171,2284.5229913680805,64.268725,6826.587550555834,1936.375,6668230.041666666,2.25,9.75,192.375,33601.5,3852.0,34072224.0,35.6475,820.2489750000001,48.9625,2443.2287499999998,1.0525,1.5156,9.975000000000001,226.515625,0.0,0.0,-3.216771397875,-21.70942467514726,0.6154999999999999,0.2336848333333333,28.423750000000002,752.1871708333334,9.975000000000001,226.515625,5.028693725,31.054251047865343,27.6925,585.142525,40.82575,1327.871127333333,49.848749999999995,2348.8731,61.995,5124.5067,74.55000000000001,7410.270000000001,88.17,10365.2652,116.16,17990.8608,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,891.5225,1619459.536475,14.875,515.6666666666666,1.375,5.041666666666666,1.125,3.375,0.0,0.0,1.75,8.166666666666668,0.0,0.0,0.0,0.0,0.875,0.5833333333333334,1.125,1.5,2.25,9.75,4.0,36.0,35.6475,820.2489750000001,4.375,21.875,0.4125,0.199375,1.9962499999999999,3.4734750000000005,0.535625,0.22049895833333333,1.460625,1.9401968750000003,3.456875,10.606844791666667,2.8125,10.546875,94.375,7628.645833333333,0.7993198579999999,"dict_items([('Ru', 2), ('Hf', 2.0), ('K', 12)])",0.8042021326400003
69_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,300.0,2221.130653,1.045576408,0.054859118,4.0,3.0,22.625,701.375,60.58495636000001,2112.828111956936,47.89935,3281.876654535,1271.6875,2812548.854166666,3.5,24.5,184.25,28927.25,2753.875,18695139.416666668,31.9318749999375,534.5905722194113,42.631249999999994,2127.299375,1.061875,1.6529854166666667,5.4883750000000004,87.80119379166668,0.0,0.0,-1.6303193669375,-6.267041769192322,0.6553749999999999,0.302127875,28.464375000000004,750.0362812500002,5.4883750000000004,87.80119379166668,5.4769410375000005,38.512685160600135,28.138323125,622.3670888607562,43.5819375,1656.0990976875,56.81999999999999,3418.0071,77.4825,6402.378974999999,94.80000000000001,9830.760000000002,113.295,14250.2451,148.785,24466.2054,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,545.2125,660835.714875,18.6875,797.3333333333333,0.1875,0.1875,2.3125,13.104166666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.5416666666666666,1.1875,1.5833333333333335,1.0,1.6666666666666667,3.5,24.5,31.9318749999375,534.5905722194113,4.0625,17.604166666666664,0.33843749999999995,0.11224843749999999,1.9024999999999999,2.9615583333333326,0.5221875,0.20278281250000002,1.3803125,1.6126651041666666,3.2828125,8.945664062499999,2.79375,10.9421875,105.9375,11847.34375,0.054859118,"dict_items([('Ru', 1), ('Zn', 3.0), ('K', 12)])",0.20021496726000015
64_300_0,0.0,0.12,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,300.0,2548.259056,1.074766355,0.010154993000000001,3.0,3.0,23.8125,666.75,60.992956894375006,2326.3740476322114,51.084094500000006,3152.300913348678,1797.25,5126955.166666666,2.4375,9.75,190.25,32913.25,3147.9375,17010404.9375,35.335,831.9036833333333,56.425,3156.038333333333,1.1125,1.6242500000000004,9.868125000000001,180.99785937500002,0.0,0.0,-2.93999314725,-16.246094777959904,0.647875,0.337542875,28.306250000000002,747.0962916666667,9.868125000000001,180.99785937500002,5.04568435,30.71586131509528,27.664985625,564.2713691490187,41.23991625,1361.366201471575,50.2755875,3378.5043973237503,67.723125,5902.4089593749995,81.46750000000002,8557.346200000002,96.795,12368.465100000001,126.04124999999999,19724.195212500003,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,854.585,1355237.9250166665,13.4375,313.5416666666667,1.125,4.5,1.375,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.625,1.0625,1.4166666666666665,2.0625,9.625,2.4375,9.75,35.335,831.9036833333333,4.1875,18.145833333333332,0.38125,0.14360416666666664,1.9818749999999998,3.3956125000000004,0.5359375000000001,0.22062760416666666,1.4459375,1.8821286458333337,3.4278125,10.3348546875,2.903125,10.548020833333332,99.8,7827.6466666666665,0.777252535,"dict_items([('Ru', 3), ('Sc', 1.0), ('K', 12)])",0.9571391747599991
