,Mg Loading,K Loading,Ca Loading,Sc Loading,Cr Loading,Mn Loading,Fe Loading,Co Loading,Ni Loading,Cu Loading,Zn Loading,Sr Loading,Y Loading,Mo Loading,Ru Loading,Rh Loading,Pd Loading,In Loading,Hf Loading,W Loading,Re Loading,Os Loading,Ir Loading,Pt Loading,Bi Loading,reactor_number,temperature,space_velocity,group,ammonia_concentration,standard error,n_averaged,n_elements,Atomic Number_wt-mean,Atomic Number_wt-mad,Atomic Volume_wt-mean,Atomic Volume_wt-mad,Atomic Weight_wt-mean,Atomic Weight_wt-mad,Boiling Temperature_wt-mean,Boiling Temperature_wt-mad,Periodic Table Column_wt-mean,Periodic Table Column_wt-mad,Covalent Radius_wt-mean,Covalent Radius_wt-mad,Density_wt-mean,Density_wt-mad,Dipole Polarizability_wt-mean,Dipole Polarizability_wt-mad,Electron Affinity_wt-mean,Electron Affinity_wt-mad,Electronegativity_wt-mean,Electronegativity_wt-mad,Fusion Enthalpy_wt-mean,Fusion Enthalpy_wt-mad,GS Bandgap_wt-mean,GS Bandgap_wt-mad,GS Energy_wt-mean,GS Energy_wt-mad,Heat Capacity (Mass)_wt-mean,Heat Capacity (Mass)_wt-mad,Heat Capacity (Molar)_wt-mean,Heat Capacity (Molar)_wt-mad,Heat Fusion_wt-mean,Heat Fusion_wt-mad,First Ionization Energy_wt-mean,First Ionization Energy_wt-mad,Second Ionization Energy_wt-mean,Second Ionization Energy_wt-mad,Third Ionization Energy_wt-mean,Third Ionization Energy_wt-mad,Fourth Ionization Energy_wt-mean,Fourth Ionization Energy_wt-mad,Fifth Ionization Energy_wt-mean,Fifth Ionization Energy_wt-mad,Sixth Ionization Energy_wt-mean,Sixth Ionization Energy_wt-mad,Seventh Ionization Energy_wt-mean,Seventh Ionization Energy_wt-mad,Eighth Ionization Energy_wt-mean,Eighth Ionization Energy_wt-mad,IsAlkali_wt-mean,IsAlkali_wt-mad,IsDBlock_wt-mean,IsDBlock_wt-mad,IsFBlock_wt-mean,IsFBlock_wt-mad,IsMetal_wt-mean,IsMetal_wt-mad,IsMetalloid_wt-mean,IsMetalloid_wt-mad,IsNonmetal_wt-mean,IsNonmetal_wt-mad,Melting Temperature_wt-mean,Melting Temperature_wt-mad,Mendeleev Number_wt-mean,Mendeleev Number_wt-mad,Number d-shell Unfilled Electrons_wt-mean,Number d-shell Unfilled Electrons_wt-mad,Number d-shell Valence Electrons_wt-mean,Number d-shell Valence Electrons_wt-mad,Number f-shell Unfilled Electrons_wt-mean,Number f-shell Unfilled Electrons_wt-mad,Number f-shell Valence Electrons_wt-mean,Number f-shell Valence Electrons_wt-mad,Number p-shell Unfilled Electrons_wt-mean,Number p-shell Unfilled Electrons_wt-mad,Number p-shell Valence Electrons_wt-mean,Number p-shell Valence Electrons_wt-mad,Number s-shell Unfilled Electrons_wt-mean,Number s-shell Unfilled Electrons_wt-mad,Number s-shell Valence Electrons_wt-mean,Number s-shell Valence Electrons_wt-mad,Number Unfilled Electrons_wt-mean,Number Unfilled Electrons_wt-mad,Number Valence Electrons_wt-mean,Number Valence Electrons_wt-mad,Polarizability_wt-mean,Polarizability_wt-mad,Periodic Table Row_wt-mean,Periodic Table Row_wt-mad,Zunger Pseudopotential (d)_wt-mean,Zunger Pseudopotential (d)_wt-mad,Zunger Pseudopotential (p)_wt-mean,Zunger Pseudopotential (p)_wt-mad,Zunger Pseudopotential (pi)_wt-mean,Zunger Pseudopotential (pi)_wt-mad,Zunger Pseudopotential (s)_wt-mean,Zunger Pseudopotential (s)_wt-mad,Zunger Pseudopotential (sigma)_wt-mean,Zunger Pseudopotential (sigma)_wt-mad,phi_wt-mean,phi_wt-mad,Conductivity_wt-mean,Conductivity_wt-mad,Measured Conversion,Element Dictionary,predictions
50_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,11.0,300.0,2233.7931034482763,74.0,1.0,0.021554869404923956,3.0,3.0,29.0,23.75,60.56422461375001,35.661826821249996,64.937475,62.02459999999999,2055.375,2387.875,2.5,3.5,190.75,28.58333333333333,4594.5,8723.166666666666,35.01,19.179999999999996,58.787499999999994,24.237499999999997,1.185,0.8516666666666669,13.113750000000001,25.150416666666665,0.0,0.0,-3.5923340584999996,5.821186806166667,0.614,0.33366666666666667,28.24125,3.170416666666666,13.113750000000001,25.150416666666665,5.1585637250000005,1.908434325,27.83,8.866666666666665,37.913250000000005,7.5845,45.6825,0.0,61.995,0.0,74.55000000000001,0.0,88.17,0.0,116.16,0.0,0.75,0.5833333333333334,0.25,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1040.1475,1641.7741666666666,15.625,29.458333333333336,1.125,2.625,1.375,3.2083333333333335,0.0,0.0,1.75,5.25,0.0,0.0,0.0,0.0,0.875,0.375,1.125,0.37499999999999994,2.0,2.3333333333333335,4.25,8.0,35.01,19.179999999999996,4.375,0.875,0.4075,0.09250000000000003,1.9843749999999998,0.38645833333333335,0.5337500000000001,0.17791666666666664,1.450625,0.20854166666666665,3.435,0.5950000000000001,2.9625,1.6624999999999996,91.5,36.625,0.3496020331578113,"dict_items([('Ru', 2.0), ('W', 2.0), ('K', 12.0)])",0.36979244780058124
77_250_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,10.0,250.0,2433.2000000000007,83.0,1.0,0.012507483176053016,4.0,3.0,30.125,27.125,63.01731519625,29.937948795416663,68.080025,71.45224999999999,1556.5,1372.25,3.625,6.125,189.0,32.66666666666667,3410.75,5961.083333333333,33.6725,22.30083333333333,60.3625,27.912499999999998,1.1425,0.7525000000000003,7.96325,14.692,0.0,0.0,-2.469195781,3.3959295322500003,0.61275,0.33658333333333335,28.3975,2.805833333333334,7.96325,14.692,5.086247475,1.7396964083333333,27.905375,8.690791666666666,41.10825,10.961416666666667,51.345,6.829375,68.995,11.663749999999999,85.5875,4.856250000000008,88.17,0.0,116.16,0.0,0.75,0.5833333333333334,0.125,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,646.3225,877.4100000000001,20.0,39.666666666666664,0.375,1.125,2.125,4.958333333333333,0.0,0.0,1.75,5.25,0.375,1.125,0.375,1.125,0.875,0.375,1.125,0.37499999999999994,1.625,1.4583333333333335,5.375,11.375,33.6725,22.30083333333333,4.375,0.875,0.38849999999999996,0.043166666666666666,1.9296249999999997,0.5142083333333334,0.5165,0.21816666666666665,1.413125,0.2960416666666667,3.34275,0.8102500000000001,2.88125,1.4729166666666669,92.48625,33.66625,0.11604188277528575,"dict_items([('Ru', 2.0), ('Bi', 2.0), ('K', 12.0)])",0.07487014699532361
86_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,300.0,2111.275,42.0,1.0,0.007296924594733522,2.0,3.0,25.0,14.0,60.5194928975,35.76620082583333,53.952475,34.659741666666655,1940.875,2120.7083333333335,2.5,3.5,189.75,30.91666666666667,3473.25,6106.916666666667,35.2225,18.684166666666666,57.949999999999996,22.77499999999999,1.1600000000000001,0.7933333333333334,11.26,20.824999999999996,0.0,0.0,-3.3282474522500003,5.204984724916667,0.628875,0.2989583333333333,28.215000000000003,3.2316666666666682,11.26,20.824999999999996,5.062113725000001,1.683384325,27.8375,8.849166666666665,41.304500000000004,10.503500000000004,51.482499999999995,6.348124999999997,68.80624999999999,12.324374999999996,83.15345,13.375425000000005,103.878,3.545499999999995,134.10999999999999,4.934999999999992,0.75,0.5833333333333334,0.25,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,940.2725,1408.7325,15.5,29.166666666666664,1.0,2.3333333333333335,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.3333333333333335,2.5,3.5,35.2225,18.684166666666666,4.25,0.5833333333333335,0.39499999999999996,0.058333333333333355,1.9825,0.39083333333333337,0.531875,0.18229166666666666,1.450625,0.20854166666666665,3.433125,0.5993749999999998,2.94375,1.6187500000000004,108.75,15.125000000000004,0.07729692459473347,"dict_items([('Ru', 2.0), ('Mo', 2.0), ('K', 12.0)])",0.4892261503527384
59_350_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,2234.9884526558894,72.0,1.0,0.002309776915271789,3.0,3.0,28.75,23.0,61.36547171,33.79225026333333,64.268725,60.01834999999999,1936.375,2110.2083333333335,2.25,3.0,192.375,24.875000000000007,3852.0,6990.666666666666,35.6475,17.692499999999995,48.9625,13.7875,1.0525,0.5775000000000002,9.975000000000001,17.826666666666664,0.0,0.0,-3.216771397875,4.9448739313750005,0.6154999999999999,0.3301666666666667,28.423750000000002,2.744583333333334,9.975000000000001,17.826666666666664,5.028693725,1.6054043249999994,27.6925,9.1875,40.82575,11.62058333333334,49.848749999999995,12.06625,61.995,0.0,74.55000000000001,0.0,88.17,0.0,116.16,0.0,0.75,0.5833333333333334,0.25,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,891.5225,1294.9825,14.875,27.708333333333336,1.375,3.375,1.125,2.875,0.0,0.0,1.75,5.25,0.0,0.0,0.0,0.0,0.875,0.375,1.125,0.37499999999999994,2.25,3.0,4.0,7.25,35.6475,17.692499999999995,4.375,0.875,0.4125,0.10750000000000004,1.9962499999999999,0.3587499999999998,0.535625,0.17354166666666668,1.460625,0.18520833333333334,3.456875,0.5439583333333333,2.8125,1.35,94.375,28.000000000000004,0.9976902230847284,"dict_items([('Ru', 2.0), ('Hf', 2.0), ('K', 12.0)])",0.7643407756178108
89_350_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,9.0,350.0,2537.039800995025,77.0,1.0,0.009493348987056238,3.0,3.0,29.375,24.875,60.35045162,36.160630473333335,65.9846,65.165975,1914.5,2059.1666666666665,2.875,4.375,188.125,34.70833333333333,5008.25,9688.583333333334,34.5725,20.200833333333332,67.8375,45.354166666666664,1.165,0.8050000000000002,11.715000000000002,21.886666666666663,0.0,0.0,-3.0785479122500004,4.622352464916667,0.613875,0.33395833333333336,28.345000000000002,2.928333333333336,11.715000000000002,21.886666666666663,5.296437475,2.230139741666666,25.8175,6.505624999999998,37.913250000000005,7.5845,45.6825,0.0,61.995,0.0,74.55000000000001,0.0,88.17,0.0,116.16,0.0,0.75,0.5833333333333334,0.25,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,920.6475,1362.9408333333333,16.75,32.083333333333336,0.75,1.75,1.75,4.083333333333333,0.0,0.0,1.75,5.25,0.0,0.0,0.0,0.0,0.875,0.375,1.125,0.37499999999999994,1.625,1.4583333333333335,4.625,9.125,34.5725,20.200833333333332,4.375,0.875,0.39949999999999997,0.06883333333333336,1.9785,0.40016666666666667,0.535375,0.17412499999999997,1.443125,0.22604166666666678,3.421625,0.6262083333333333,3.05625,1.8812499999999996,109.875,18.500000000000004,0.43865122139436935,"dict_items([('Ru', 2.0), ('Ir', 2.0), ('K', 12.0)])",0.7865819894814327
41_350_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,350.0,2276.708542713568,28.0,1.0,0.029273235189039317,6.0,3.0,23.25,10.5,59.949543366250005,37.096083065416664,49.29415,25.688775,1725.125,1617.2916666666665,3.0,4.666666666666667,186.0,39.66666666666667,3301.75,5706.75,34.4725,20.434166666666666,62.9625,33.979166666666664,1.1287500000000001,0.7204166666666668,8.760000000000002,15.488750000000001,0.0,0.0,-2.6657745522500003,3.659214624916667,0.653,0.24266666666666664,28.466250000000002,2.645416666666669,8.760000000000002,15.488750000000001,5.130534975,1.8430339083333331,28.088605,8.263255,42.312,8.15266666666667,52.544999999999995,2.629374999999997,71.5025,2.8874999999999975,88.05000000000001,3.7624999999999975,104.795,6.754999999999999,136.41,3.115000000000002,0.75,0.5833333333333334,0.25,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,794.2725,1068.0658333333333,16.875,32.375,0.625,1.4583333333333333,1.875,4.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.375,1.125,0.37499999999999994,1.5,1.25,3.0,4.666666666666667,34.4725,20.434166666666666,4.125,0.3749999999999998,0.35812499999999997,0.055624999999999966,1.9474999999999998,0.4724999999999999,0.529375,0.188125,1.418125,0.284375,3.365625,0.7568750000000001,3.0125,1.7791666666666672,102.8625,3.98749999999999,0.7281016340321981,"dict_items([('Ru', 2.0), ('Ni', 2.0), ('K', 12.0)])",0.6413147505016117
56_250_0,0.0,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,250.0,1934.7254901960791,20.0,1.0,0.016708864741004376,3.0,3.0,22.25,9.5,63.949031223750005,27.76394473125,46.967225,23.361849999999997,1546.5,1362.25,2.0,2.75,192.5,24.75,2382.0,4404.5,36.83916666625,14.911944445416665,49.25875,14.08375,1.0150000000000001,0.5400000000000001,7.6425,14.37125,0.0,0.0,-2.216025176625,3.1427589278749997,0.678375,0.208375,28.448625000000003,2.6865416666666673,7.6425,14.37125,4.939704975,1.3977639083333329,27.301465,10.099915,44.2773875,5.862612500000003,54.091249999999995,2.782500000000004,72.5575,0.8050000000000015,88.14750000000001,4.103749999999998,104.07000000000001,4.217499999999996,134.565,3.342499999999994,0.875,0.375,0.125,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,717.6475,948.7349999999999,10.125,20.375,0.375,1.125,0.875,2.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.375,1.125,0.37499999999999994,1.25,1.0,2.0,2.75,36.83916666625,14.911944445416665,4.125,0.3749999999999998,0.37625,0.026250000000000037,2.005,0.3383333333333335,0.541875,0.15895833333333328,1.463125,0.17937500000000003,3.468125,0.5177083333333334,2.68125,1.21875,116.625,38.74999999999999,0.09781276641843932,"dict_items([('Ru', 2.0), ('Ca', 2.0), ('K', 12.0)])",0.3290809441067989
68_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300.0,2636.625,30.0,1.0,0.019602365855877983,4.0,3.0,23.5,10.75,60.4825932775,35.85229993916666,50.129975,26.524599999999992,1474.375,1290.125,3.25,5.25,185.75,40.25,3080.75,5191.083333333333,32.895416666624996,24.114027777874995,48.9625,13.7875,1.09625,0.6445833333333333,7.4585,14.18725,0.0,0.0,-2.127483970375,3.054217721625,0.646,0.259,28.38125,2.8437499999999987,7.4585,14.18725,5.349834850000001,2.354733616666667,28.06304875,8.32288625,42.878625,7.261375000000006,53.107499999999995,0.6606249999999969,72.32,0.026250000000000995,88.05000000000001,3.7624999999999975,104.92,7.192499999999999,137.91,8.365000000000002,0.75,0.5833333333333334,0.25,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,664.8575,895.9449999999999,17.875,34.708333333333336,0.375,1.125,2.125,4.958333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.375,1.125,0.37499999999999994,1.25,1.0,3.25,5.25,32.895416666624996,24.114027777874995,4.125,0.3749999999999998,0.35562499999999997,0.063125,1.9274999999999998,0.5191666666666666,0.526875,0.1939583333333333,1.400625,0.32520833333333343,3.328125,0.8443750000000001,2.875,1.4583333333333335,106.0,8.166666666666664,0.14028305228794102,"dict_items([('Ru', 2.0), ('Zn', 2.0), ('K', 12.0)])",0.16880342581153943
68_250_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,250.0,2636.625,30.0,1.0,0.012053417145641794,4.0,3.0,23.5,10.75,60.4825932775,35.85229993916666,50.129975,26.524599999999992,1474.375,1290.125,3.25,5.25,185.75,40.25,3080.75,5191.083333333333,32.895416666624996,24.114027777874995,48.9625,13.7875,1.09625,0.6445833333333333,7.4585,14.18725,0.0,0.0,-2.127483970375,3.054217721625,0.646,0.259,28.38125,2.8437499999999987,7.4585,14.18725,5.349834850000001,2.354733616666667,28.06304875,8.32288625,42.878625,7.261375000000006,53.107499999999995,0.6606249999999969,72.32,0.026250000000000995,88.05000000000001,3.7624999999999975,104.92,7.192499999999999,137.91,8.365000000000002,0.75,0.5833333333333334,0.25,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,664.8575,895.9449999999999,17.875,34.708333333333336,0.375,1.125,2.125,4.958333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.375,1.125,0.37499999999999994,1.25,1.0,3.25,5.25,32.895416666624996,24.114027777874995,4.125,0.3749999999999998,0.35562499999999997,0.063125,1.9274999999999998,0.5191666666666666,0.526875,0.1939583333333333,1.400625,0.32520833333333343,3.328125,0.8443750000000001,2.875,1.4583333333333335,106.0,8.166666666666664,0.026692553554547,"dict_items([('Ru', 2.0), ('Zn', 2.0), ('K', 12.0)])",0.10948223352981866
34_350_0,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,350.0,2304.8250000000007,12.0,1.0,0.017393473163777377,6.0,3.0,21.25,8.5,61.484669448750005,33.51412220625,44.9956,21.390224999999994,1497.25,1313.0,2.0,2.75,188.125,34.70833333333333,2405.5,4428.0,34.968333333749996,19.27722222125,48.9625,13.7875,1.05375,0.5787500000000001,7.635000000000001,14.363750000000001,0.0,0.0,-2.16526801975,3.0920017709999996,0.725375,0.16137500000000002,28.316125000000003,2.995708333333335,7.635000000000001,14.363750000000001,5.13133935,1.8449107833333338,27.69690875,9.177212916666665,47.9312125,10.709637499999996,59.3406875,21.155531250000003,79.65375,25.641875000000006,97.89500000000001,38.219999999999985,116.2975,47.013750000000016,149.405,48.5975,0.875,0.375,0.125,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,693.6475,924.7349999999999,17.75,34.416666666666664,0.375,1.125,0.875,2.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.375,1.125,0.37499999999999994,1.25,1.0,2.0,2.75,34.968333333749996,19.27722222125,4.0,0.25,0.33375,0.035000000000000024,1.9362499999999998,0.4987499999999999,0.525625,0.196875,1.410625,0.301875,3.346875,0.800625,2.79375,1.3312500000000003,111.0,21.875000000000004,0.9114481361304714,"dict_items([('Ru', 2.0), ('Mg', 2.0), ('K', 12.0)])",0.6250926006283887
74_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,300.0,2419.375,38.0,1.0,0.10064244671872966,4.0,3.0,24.5,12.833333333333332,65.49727415875,25.92058808875,52.909975,32.22724166666667,1533.75,1349.5,2.0,2.75,194.875,22.374999999999993,2517.0,4539.5,36.81625,14.965416666666664,49.591249999999995,14.416249999999996,1.00875,0.5337500000000002,7.50375,14.232500000000002,0.0,0.0,-2.1828356810000002,3.10956943225,0.63575,0.28291666666666665,28.556250000000002,2.43541666666667,7.50375,14.232500000000002,4.887416225000001,1.3017121,27.1962625,10.345387499999998,43.2745,6.865500000000006,52.8075,1.7106249999999985,70.945,4.838750000000001,85.9,3.762500000000008,101.42,5.057500000000001,131.4475,14.253749999999995,0.875,0.375,0.125,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,709.5225,940.6099999999999,10.25,20.5,0.375,1.125,0.875,2.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.375,1.125,0.37499999999999994,1.25,1.0,2.0,2.75,36.81625,14.965416666666664,4.25,0.5833333333333335,0.412875,0.10862499999999997,2.01875,0.3062499999999999,0.5431250000000001,0.15604166666666666,1.475625,0.16312499999999996,3.494375,0.4668750000000002,2.6625,1.2000000000000002,95.925,23.349999999999998,0.6822470327857688,"dict_items([('Ru', 2.0), ('Sr', 2.0), ('K', 12.0)])",0.8044562308873645
30_250_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,250.0,2366.030150753769,39.0,1.0,0.017877054892809836,8.0,3.0,24.625,13.125,62.70853442125001,30.65843727041667,53.07070625,32.60228124999999,1779.125,1743.2916666666665,2.125,2.875,194.25,23.000000000000007,2747.25,4769.75,36.46,15.796666666666667,52.662499999999994,17.487500000000004,1.0425,0.5675000000000001,7.99875,14.727500000000001,0.0,0.0,-2.7805589528750003,3.927044893041667,0.6347499999999999,0.28525,28.523750000000003,2.511250000000001,7.99875,14.727500000000001,4.952722475,1.428138075,27.3455,9.997166666666665,40.47825,12.431416666666673,53.257124999999995,0.13693749999999572,71.62,2.4762499999999985,86.17500000000001,2.8000000000000025,102.67,0.682500000000001,132.285,11.322499999999998,0.75,0.5833333333333334,0.25,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,803.1475,1088.7741666666666,10.75,21.0,1.5,3.75,1.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.375,1.125,0.37499999999999994,2.375,3.375,2.125,2.875,36.46,15.796666666666667,4.25,0.5833333333333335,0.40625,0.08874999999999997,1.9974999999999998,0.3558333333333332,0.534375,0.17645833333333327,1.463125,0.17937500000000003,3.4606250000000003,0.5352083333333334,2.7625,1.3000000000000003,93.65,30.175000000000004,0.35225951343822176,"dict_items([('Ru', 2.0), ('Y', 2.0), ('K', 12.0)])",0.24303740273285002
50_350_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,11.0,350.0,2233.7931034482763,74.0,1.0,0.009195926528430856,3.0,3.0,29.0,23.75,60.56422461375001,35.661826821249996,64.937475,62.02459999999999,2055.375,2387.875,2.5,3.5,190.75,28.58333333333333,4594.5,8723.166666666666,35.01,19.179999999999996,58.787499999999994,24.237499999999997,1.185,0.8516666666666669,13.113750000000001,25.150416666666665,0.0,0.0,-3.5923340584999996,5.821186806166667,0.614,0.33366666666666667,28.24125,3.170416666666666,13.113750000000001,25.150416666666665,5.1585637250000005,1.908434325,27.83,8.866666666666665,37.913250000000005,7.5845,45.6825,0.0,61.995,0.0,74.55000000000001,0.0,88.17,0.0,116.16,0.0,0.75,0.5833333333333334,0.25,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1040.1475,1641.7741666666666,15.625,29.458333333333336,1.125,2.625,1.375,3.2083333333333335,0.0,0.0,1.75,5.25,0.0,0.0,0.0,0.0,0.875,0.375,1.125,0.37499999999999994,2.0,2.3333333333333335,4.25,8.0,35.01,19.179999999999996,4.375,0.875,0.4075,0.09250000000000003,1.9843749999999998,0.38645833333333335,0.5337500000000001,0.17791666666666664,1.450625,0.20854166666666665,3.435,0.5950000000000001,2.9625,1.6624999999999996,91.5,36.625,0.518401580814267,"dict_items([('Ru', 2.0), ('W', 2.0), ('K', 12.0)])",0.43862986913780694
107_350_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,350.0,2192.9310344827586,49.0,1.0,0.01241143130446766,6.0,3.0,25.875,16.041666666666668,61.84221508125,32.67984906375,56.309725,40.159991666666656,1620.0,1435.75,3.375,5.541666666666667,188.25,34.41666666666667,3102.0,5240.666666666667,34.82875,19.602916666666665,52.574999999999996,17.4,1.1125,0.6825000000000002,6.986375,13.715125,0.0,0.0,-2.305834226,3.2325679772500004,0.626625,0.30420833333333336,28.550000000000004,2.450000000000001,6.986375,13.715125,4.898854975000001,1.3131508499999995,28.1762875,8.058662499999999,41.417,10.241000000000001,52.4325,3.0231249999999985,61.995,0.0,74.55000000000001,0.0,88.17,0.0,116.16,0.0,0.75,0.5833333333333334,0.125,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,631.99125,863.0787499999999,18.625,36.458333333333336,0.375,1.125,2.125,4.958333333333333,0.0,0.0,0.0,0.0,0.625,1.875,0.125,0.375,0.875,0.375,1.125,0.37499999999999994,1.875,2.0416666666666665,3.375,5.541666666666667,34.82875,19.602916666666665,4.25,0.5833333333333335,0.37875,0.028750000000000032,1.9337499999999999,0.5045833333333332,0.5181250000000001,0.21437499999999998,1.415625,0.2902083333333334,3.349375,0.7947916666666668,2.85,1.4000000000000001,101.725,5.9499999999999975,0.07573590871176168,"dict_items([('Ru', 2.0), ('In', 2.0), ('K', 12.0)])",0.6669327978667325
74_250_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,250.0,2419.375,38.0,1.0,0.0976799799204428,4.0,3.0,24.5,12.833333333333332,65.49727415875,25.92058808875,52.909975,32.22724166666667,1533.75,1349.5,2.0,2.75,194.875,22.374999999999993,2517.0,4539.5,36.81625,14.965416666666664,49.591249999999995,14.416249999999996,1.00875,0.5337500000000002,7.50375,14.232500000000002,0.0,0.0,-2.1828356810000002,3.10956943225,0.63575,0.28291666666666665,28.556250000000002,2.43541666666667,7.50375,14.232500000000002,4.887416225000001,1.3017121,27.1962625,10.345387499999998,43.2745,6.865500000000006,52.8075,1.7106249999999985,70.945,4.838750000000001,85.9,3.762500000000008,101.42,5.057500000000001,131.4475,14.253749999999995,0.875,0.375,0.125,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,709.5225,940.6099999999999,10.25,20.5,0.375,1.125,0.875,2.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.375,1.125,0.37499999999999994,1.25,1.0,2.0,2.75,36.81625,14.965416666666664,4.25,0.5833333333333335,0.412875,0.10862499999999997,2.01875,0.3062499999999999,0.5431250000000001,0.15604166666666666,1.475625,0.16312499999999996,3.494375,0.4668750000000002,2.6625,1.2000000000000002,95.925,23.349999999999998,0.3665575303181395,"dict_items([('Ru', 2.0), ('Sr', 2.0), ('K', 12.0)])",0.12839626789048517
