,X,Y,Yfit
0,116.658,201,0.765426
1,117.805,211,0.786233
2,118.949,206,0.807936
3,120.096,210.5,0.830708
4,121.242,209.5,0.854536
5,122.386,204.5,0.879466
6,123.532,199.5,0.905659
7,124.675,212.5,0.933082
8,125.819,218,0.961915
9,126.963,204.5,0.992231
10,128.108,201.5,1.02416
11,129.251,206,1.05774
12,130.394,210.5,1.09314
13,131.537,215,1.13049
14,132.68,210,1.16995
15,133.821,215,1.2116
16,134.964,209,1.25577
17,136.106,204.5,1.30254
18,137.247,212.5,1.35211
19,138.389,214,1.40482
20,139.53,203,1.46083
21,140.671,215,1.52047
22,141.811,209,1.58402
23,142.952,212.5,1.65194
24,144.092,211.5,1.72451
25,145.231,205,1.80216
26,146.37,189,1.88547
27,147.509,203.5,1.97498
28,148.648,199.5,2.07133
29,149.787,210.5,2.17524
30,150.926,201,2.2875
31,152.064,205,2.40893
32,153.203,205,2.5408
33,154.341,204.5,2.68405
34,155.477,218.5,2.8399
35,156.615,200,3.01046
36,157.751,210,3.19695
37,158.889,206.5,3.40215
38,160.025,212,3.62781
39,161.16,203,3.87691
40,162.297,205.5,4.15354
41,163.433,209,4.46103
42,164.568,210,4.80405
43,165.703,218.5,5.18858
44,166.838,211,5.62151
45,167.972,208,6.11084
46,169.107,212.5,6.66794
47,170.24,201.5,7.30467
48,171.374,218,8.04025
49,172.508,228,8.89841
50,173.64,212.5,9.91158
51,174.774,219,11.1335
52,175.906,217,12.6336
53,177.04,218,14.5255
54,178.171,232,16.9549
55,179.303,231.5,20.1405
56,180.434,238.5,24.3513
57,181.567,240,29.9332
58,182.698,249,37.2362
59,183.829,255,46.6319
60,184.96,285,58.4137
61,186.089,273,72.6859
62,187.219,302.5,89.3233
63,188.349,314,107.661
64,189.479,324,126.251
65,190.608,340,142.571
66,191.738,362.5,153.302
67,192.866,357,155.514
68,193.995,365,148.545
69,195.123,344,134.451
70,196.251,344.5,116.587
71,197.378,309,97.9473
72,198.505,282.5,80.4389
73,199.634,260,65.0261
74,200.761,251,52.1356
75,201.886,242,41.7565
76,203.013,240,33.6452
77,204.139,225.5,27.5173
78,205.266,240,23.0244
79,206.392,233.5,19.8599
80,207.516,228,17.757
81,208.642,225,16.4999
82,209.766,230.5,15.9324
83,210.892,228,15.922
84,212.016,219.5,16.3499
85,213.139,225,17.0918
86,214.263,234,18.0131
87,215.386,224,18.9637
88,216.511,230,19.7926
89,217.634,238.5,20.3537
90,218.755,223,20.5326
91,219.878,224,20.2569
92,221.001,238,19.5048
93,222.123,225,18.311
94,223.245,234.5,16.7557
95,224.366,223,14.9543
96,225.488,226,13.0321
97,226.608,225.5,11.1187
98,227.73,219,9.3131
99,228.85,220.5,7.69812
100,229.969,219.5,6.3158
101,231.089,207.5,5.17757
102,232.209,215,4.27459
103,233.328,214.5,3.58088
104,234.447,215,3.06068
105,235.566,216.5,2.67728
106,236.685,218,2.39667
107,237.803,216,2.1903
108,238.922,210.5,2.03526
109,240.039,211.5,1.91532
110,241.157,208,1.81848
111,242.274,211.5,1.73718
112,243.391,214.5,1.66635
113,244.508,221,1.60291
114,245.625,210,1.54497
115,246.741,219,1.49143
116,247.857,216.5,1.44153
117,248.973,209.5,1.3948
118,250.088,214.5,1.35094
119,251.203,208.5,1.30966
120,252.318,227,1.27076
121,253.433,222.5,1.23407
122,254.547,212,1.19944
123,255.661,218.5,1.16672
124,256.776,212.5,1.13575
125,257.889,215,1.10648
126,259.003,220,1.07875
127,260.115,219.5,1.05251
128,261.229,218.5,1.02758
129,262.341,213.5,1.00397
130,263.453,221,0.981568
131,264.565,222,0.960289
132,265.677,214.5,0.940074
133,266.789,212.5,0.920861
134,267.9,222,0.90261
135,269.011,212.5,0.885253
136,270.122,212,0.868741
137,271.232,217,0.853043
138,272.343,214,0.838089
139,273.453,219,0.823867
140,274.562,216.5,0.810341
141,275.672,218.5,0.797451
142,276.781,223,0.78519
143,277.89,218.5,0.773516
144,278.999,218.5,0.762403
145,280.108,218.5,0.751825
146,281.216,220,0.741766
147,282.324,220,0.732196
148,283.431,223,0.7231
149,284.539,215.5,0.714443
150,285.645,214.5,0.70623
151,286.752,213,0.69842
152,287.859,224.5,0.691005
153,288.965,227,0.683976
154,290.071,217,0.677312
155,291.177,218,0.671
156,292.283,214,0.665027
157,293.388,225.5,0.659387
158,294.493,223.5,0.654063
159,295.599,217.5,0.64904
160,296.703,224.5,0.644322
161,297.807,223.5,0.639891
162,298.911,218.5,0.635737
163,300.015,228.5,0.631854
164,301.117,229.5,0.62824
165,302.221,223.5,0.624875
166,303.324,220.5,0.621762
167,304.426,222,0.618893
168,305.529,220.5,0.61626
169,306.631,235.5,0.61386
170,307.734,221,0.611685
171,308.835,230,0.609735
172,309.936,226.5,0.608003
173,311.038,232,0.606484
174,312.139,237.5,0.605175
175,313.239,223,0.604075
176,314.34,234,0.603177
177,315.44,223,0.602481
178,316.539,226.5,0.601984
179,317.639,225,0.601682
180,318.738,216,0.601575
181,319.837,222,0.601661
182,320.936,219.5,0.601937
183,322.034,235,0.602403
184,323.133,230,0.603059
185,324.231,230.5,0.603902
186,325.328,233.5,0.604931
187,326.425,232,0.606148
188,327.524,240.5,0.607555
189,328.621,239,0.609146
190,329.717,228,0.610924
191,330.812,232.5,0.612887
192,331.909,225.5,0.615044
193,333.005,239,0.617388
194,334.101,226.5,0.619924
195,335.196,234,0.622651
196,336.292,234,0.625574
197,337.386,236,0.628689
198,338.481,226.5,0.632004
199,339.575,237,0.635518
200,340.669,238.5,0.639235
201,341.763,227.5,0.643158
202,342.856,236,0.647287
203,343.949,239.5,0.651628
204,345.043,232,0.65619
205,346.136,232.5,0.660968
206,347.228,242.5,0.665966
207,348.321,236.5,0.671198
208,349.412,238.5,0.676652
209,350.504,236,0.682351
210,351.597,238,0.688299
211,352.687,230.5,0.69448
212,353.778,251.5,0.700922
213,354.87,238.5,0.707632
214,355.96,240,0.714599
215,357.05,240,0.721841
216,358.139,243.5,0.72936
217,359.229,232,0.737176
218,360.319,231.5,0.745292
219,361.408,241,0.753709
220,362.497,237,0.762444
221,363.585,245,0.771498
222,364.674,240,0.780898
223,365.761,239.5,0.790629
224,366.85,237.5,0.800739
225,367.937,242,0.811203
226,369.025,246.5,0.822062
227,370.112,244,0.833309
228,371.198,235,0.844959
229,372.285,249,0.857047
