,X,Y,Yfit
0,116.658,26,0.473654
1,117.805,26.5,0.484921
2,118.949,27.5,0.49657
3,120.096,27,0.508684
4,121.242,26.5,0.521243
5,122.386,25.5,0.534258
6,123.532,25.5,0.547799
7,124.675,27.5,0.561833
8,125.819,29,0.576435
9,126.963,27.5,0.591623
10,128.108,30.5,0.607444
11,129.251,30,0.623889
12,130.394,28.5,0.641022
13,131.537,23,0.658882
14,132.68,34.5,0.677511
15,133.821,31,0.696921
16,134.964,24.5,0.717227
17,136.106,27,0.738429
18,137.247,26.5,0.760581
19,138.389,26.5,0.783784
20,139.53,32.5,0.808061
21,140.671,26.5,0.833505
22,141.811,29,0.860167
23,142.952,24,0.888178
24,144.092,29,0.917581
25,145.231,26.5,0.94847
26,146.37,32,0.980977
27,147.509,32.5,1.01522
28,148.648,28.5,1.05133
29,149.787,29.5,1.08945
30,150.926,33,1.12973
31,152.064,27.5,1.17231
32,153.203,28,1.21746
33,154.341,28.5,1.26529
34,155.477,30,1.31601
35,156.615,28.5,1.37004
36,157.751,27.5,1.4275
37,158.889,30.5,1.48891
38,160.025,30.5,1.55443
39,161.16,29,1.62452
40,162.297,28.5,1.69986
41,163.433,31.5,1.7808
42,164.568,27.5,1.86797
43,165.703,30.5,1.96216
44,166.838,28,2.06424
45,167.972,30.5,2.1751
46,169.107,31,2.29613
47,170.24,29,2.42843
48,171.374,30.5,2.57402
49,172.508,26,2.73489
50,173.64,28,2.91327
51,174.774,26.5,3.11298
52,175.906,28.5,3.33736
53,177.04,28,3.59237
54,178.171,31.5,3.88356
55,179.303,34,4.22078
56,180.434,32,4.61546
57,181.567,32,5.08551
58,182.698,29,5.65392
59,183.829,30,6.36144
60,184.96,43,7.28389
61,186.089,37,8.58105
62,187.219,41,10.6068
63,188.349,44.5,14.0414
64,189.479,46,19.9621
65,190.608,56.5,29.5935
66,191.738,73.5,43.6257
67,192.866,85,60.9217
68,193.995,107.5,76.8847
69,195.123,110,82.8839
70,196.251,100,74.4797
71,197.378,88,58.1406
72,198.505,75.5,41.8709
73,199.634,53,29.3244
74,200.761,47.5,21.1193
75,201.886,43,16.357
76,203.013,42,13.783
77,204.139,39.5,12.4123
78,205.266,37.5,11.6402
79,206.392,38.5,11.164
80,207.516,35.5,10.8408
81,208.642,40,10.599
82,209.766,37,10.3995
83,210.892,37,10.2156
84,212.016,34.5,10.0307
85,213.139,36,9.83272
86,214.263,35,9.61446
87,215.386,36,9.37286
88,216.511,35.5,9.10669
89,217.634,36.5,8.8185
90,218.755,34.5,8.51155
91,219.878,37,8.18879
92,221.001,35.5,7.8553
93,222.123,32.5,7.51596
94,223.245,36,7.17481
95,224.366,34,6.83604
96,225.488,36,6.50238
97,226.608,28.5,6.17746
98,227.73,33.5,5.86227
99,228.85,32.5,5.55952
100,229.969,30,5.26999
101,231.089,30,4.99384
102,232.209,29,4.73167
103,233.328,29,4.48374
104,234.447,30.5,4.24964
105,235.566,30.5,4.02904
106,236.685,28,3.82147
107,237.803,32.5,3.62657
108,238.922,29.5,3.44339
109,240.039,33,3.27178
110,241.157,26,3.11064
111,242.274,28,2.95962
112,243.391,26,2.81796
113,244.508,26,2.68507
114,245.625,25,2.56037
115,246.741,29,2.44341
116,247.857,28,2.33357
117,248.973,29.5,2.23037
