,X,Y,Yfit
0,116.658,28,3.5392
1,117.805,26,1.53423
2,118.949,26.5,2.0293
3,120.096,23.5,-0.975618
4,121.242,28.5,4.01949
5,122.386,27,2.51462
6,123.532,26,1.50977
7,124.675,29.5,5.00495
8,125.819,27,2.50014
9,126.963,26.5,1.99536
10,128.108,22,-2.5094
11,129.251,25,0.485863
12,130.394,20.5,-4.01885
13,131.537,22,-2.52355
14,132.68,26,1.47178
15,133.821,28.5,3.96714
16,134.964,24.5,-0.0374947
17,136.106,24.5,-0.0421028
18,137.247,27.5,2.95331
19,138.389,27.5,2.94875
20,139.53,25.5,0.944204
21,140.671,26,1.43968
22,141.811,24.5,-0.0648155
23,142.952,24,-0.569298
24,144.092,26.5,1.92624
25,145.231,23.5,-1.07819
26,146.37,25,0.417397
27,147.509,24.5,-0.086998
28,148.648,25,0.408628
29,149.787,25,0.404274
30,150.926,23.5,-1.10006
31,152.064,28,3.39563
32,153.203,20.5,-4.10867
33,154.341,26,1.38706
34,155.477,26,1.38282
35,156.615,24,-0.621416
36,157.751,23,-1.62562
37,158.889,28.5,3.87018
38,160.025,23.5,-1.13399
39,161.16,25.5,0.86187
40,162.297,23,-1.64226
41,163.433,24,-0.646372
42,164.568,27,2.34954
43,165.703,22.5,-2.15453
44,166.838,21,-3.65858
45,167.972,24,-0.662605
46,169.107,26.5,1.83338
47,170.24,25,0.329397
48,171.374,26,1.32543
49,172.508,27,2.32147
50,173.64,25,0.317547
51,174.774,23.5,-1.18637
52,175.906,23.5,-1.19026
53,177.04,26,1.30586
54,178.171,24,-0.697987
55,179.303,27,2.29818
56,180.434,26.5,1.79436
57,181.567,22.5,-2.20944
58,182.698,25,0.286787
59,183.829,24,-0.716972
60,184.96,32,7.27929
61,186.089,24.5,-0.224428
62,187.219,25.5,0.77187
63,188.349,28.5,3.76818
64,189.479,22.5,-2.23548
65,190.608,26.5,1.76087
66,191.738,28,3.25724
67,192.866,26.5,1.75364
68,193.995,27.5,2.75004
69,195.123,27,2.24647
70,196.251,29.5,4.74292
71,197.378,28,3.23939
72,198.505,22,-2.76413
73,199.634,25.5,0.732365
74,200.761,25,0.228882
75,201.886,21,-3.77458
76,203.013,22,-2.77802
77,204.139,24,-0.781452
78,205.266,28,3.21514
79,206.392,27,2.21174
80,207.516,21,-3.79163
81,208.642,26,1.20501
82,209.766,22.5,-2.29833
83,210.892,26.5,1.69835
84,212.016,27,2.19504
85,213.139,24,-0.808241
86,214.263,23,-1.81151
87,215.386,24.5,-0.314762
88,216.511,22,-2.818
89,217.634,25,0.17878
90,218.755,24,-0.824417
91,219.878,28,3.1724
92,221.001,22.5,-2.33077
93,222.123,29,4.16608
94,223.245,21,-3.83706
95,224.366,22.5,-2.34017
96,225.488,29,4.15672
97,226.608,26,1.15364
98,227.73,23.5,-1.34943
99,228.85,25,0.147524
100,229.969,25,0.144493
101,231.089,20,-4.85852
102,232.209,24,-0.861526
103,233.328,24,-0.86451
104,234.447,25,0.132523
105,235.566,25,0.12957
106,236.685,27.5,2.62663
107,237.803,30,5.12371
108,238.922,25.5,0.620806
109,240.039,25.5,0.61792
110,241.157,26.5,1.61505
111,242.274,21,-3.88781
112,243.391,23.5,-1.39065
113,244.508,25,0.106525
114,245.625,24,-0.896284
115,246.741,25,0.100924
116,247.857,23.5,-1.40186
117,248.973,25.5,0.595383
118,250.088,25,0.0926361
119,251.203,28,3.0899
120,252.318,26,1.08719
121,253.433,23.5,-1.41551
122,254.547,23,-1.9182
123,255.661,22.5,-2.42087
124,256.776,24,-0.923525
125,257.889,24,-0.926165
126,259.003,26,1.07121
127,260.115,23.5,-1.4314
128,261.229,31,6.066
129,262.341,27,2.06343
130,263.453,24,-0.93914
131,264.565,24,-0.941692
132,265.677,24,-0.944229
133,266.789,25.5,0.553249
134,267.9,23.5,-1.44926
135,269.011,24.5,-0.451752
136,270.122,25,0.0457706
137,271.232,25.5,0.543308
138,272.343,25,0.0408554
139,273.453,26,1.03842
140,274.562,26.5,1.536
141,275.672,23,-1.96641
142,276.781,22.5,-2.4688
143,277.89,22.5,-2.47118
144,278.999,24.5,-0.473543
145,280.108,25.5,0.524103
146,281.216,26,1.02177
147,282.324,25,0.0194435
148,283.431,25,0.0171356
149,284.539,26.5,1.51484
150,285.645,26,1.01256
151,286.752,27,2.01029
152,287.859,25,0.00803566
153,288.965,26,1.00579
154,290.071,22,-2.99643
155,291.177,27,2.00135
156,292.283,25.5,0.499149
157,293.388,24.5,-0.503036
158,294.493,27,1.99479
159,295.599,22,-3.00738
160,296.703,28,2.99048
161,297.807,26,0.988342
162,298.911,26.5,1.48622
163,300.015,26,0.98411
164,301.117,26,0.982018
165,302.221,26.5,1.47993
166,303.324,25,-0.0221386
167,304.426,29,3.97581
168,305.529,28.5,3.47376
169,306.631,24,-1.02827
170,307.734,24.5,-0.530296
171,308.835,27,1.9677
172,309.936,26.5,1.4657
173,311.038,30.5,5.46372
174,312.139,26,0.961748
175,313.239,22.5,-2.54021
176,314.34,23.5,-1.54215
177,315.44,24.5,-0.544088
178,316.539,27.5,2.45399
179,317.639,27,1.95208
180,318.738,24,-1.04981
181,319.837,24.5,-0.551701
182,320.936,25.5,0.446426
183,322.034,25,-0.0554333
184,323.133,29,3.94272
185,324.231,27.5,2.44088
186,325.328,24.5,-0.560946
187,326.425,26,0.937241
188,327.524,25,-0.0645657
189,328.621,26.5,1.43364
190,329.717,28,2.93187
191,330.812,27,1.9301
192,331.909,25,-0.0716572
193,333.005,23,-2.0734
194,334.101,29.5,4.42486
195,335.196,25.5,0.42314
196,336.292,24.5,-0.578573
197,337.386,25,-0.0802708
198,338.481,22.5,-2.58196
199,339.575,25.5,0.416361
200,340.669,27,1.9147
201,341.763,21,-4.08696
202,342.856,23.5,-1.58861
203,343.949,25,-0.0902386
204,345.043,28,2.90814
