,Mg Loading,K Loading,Ca Loading,Sc Loading,Cr Loading,Mn Loading,Fe Loading,Co Loading,Ni Loading,Cu Loading,Zn Loading,Sr Loading,Y Loading,Mo Loading,Ru Loading,Rh Loading,Pd Loading,In Loading,Hf Loading,W Loading,Re Loading,Os Loading,Ir Loading,Pt Loading,Bi Loading,reactor_number,temperature,space_velocity,group,ammonia_concentration,standard error,n_averaged,n_elements,Atomic Number_wt-mean,Atomic Number_wt-mad,Atomic Volume_wt-mean,Atomic Volume_wt-mad,Atomic Weight_wt-mean,Atomic Weight_wt-mad,Boiling Temperature_wt-mean,Boiling Temperature_wt-mad,Periodic Table Column_wt-mean,Periodic Table Column_wt-mad,Covalent Radius_wt-mean,Covalent Radius_wt-mad,Density_wt-mean,Density_wt-mad,Dipole Polarizability_wt-mean,Dipole Polarizability_wt-mad,Electron Affinity_wt-mean,Electron Affinity_wt-mad,Electronegativity_wt-mean,Electronegativity_wt-mad,Fusion Enthalpy_wt-mean,Fusion Enthalpy_wt-mad,GS Bandgap_wt-mean,GS Bandgap_wt-mad,GS Energy_wt-mean,GS Energy_wt-mad,Heat Capacity (Mass)_wt-mean,Heat Capacity (Mass)_wt-mad,Heat Capacity (Molar)_wt-mean,Heat Capacity (Molar)_wt-mad,Heat Fusion_wt-mean,Heat Fusion_wt-mad,First Ionization Energy_wt-mean,First Ionization Energy_wt-mad,Second Ionization Energy_wt-mean,Second Ionization Energy_wt-mad,Third Ionization Energy_wt-mean,Third Ionization Energy_wt-mad,Fourth Ionization Energy_wt-mean,Fourth Ionization Energy_wt-mad,Fifth Ionization Energy_wt-mean,Fifth Ionization Energy_wt-mad,Sixth Ionization Energy_wt-mean,Sixth Ionization Energy_wt-mad,Seventh Ionization Energy_wt-mean,Seventh Ionization Energy_wt-mad,Eighth Ionization Energy_wt-mean,Eighth Ionization Energy_wt-mad,IsAlkali_wt-mean,IsAlkali_wt-mad,IsDBlock_wt-mean,IsDBlock_wt-mad,IsFBlock_wt-mean,IsFBlock_wt-mad,IsMetal_wt-mean,IsMetal_wt-mad,IsMetalloid_wt-mean,IsMetalloid_wt-mad,IsNonmetal_wt-mean,IsNonmetal_wt-mad,Melting Temperature_wt-mean,Melting Temperature_wt-mad,Mendeleev Number_wt-mean,Mendeleev Number_wt-mad,Number d-shell Unfilled Electrons_wt-mean,Number d-shell Unfilled Electrons_wt-mad,Number d-shell Valence Electrons_wt-mean,Number d-shell Valence Electrons_wt-mad,Number f-shell Unfilled Electrons_wt-mean,Number f-shell Unfilled Electrons_wt-mad,Number f-shell Valence Electrons_wt-mean,Number f-shell Valence Electrons_wt-mad,Number p-shell Unfilled Electrons_wt-mean,Number p-shell Unfilled Electrons_wt-mad,Number p-shell Valence Electrons_wt-mean,Number p-shell Valence Electrons_wt-mad,Number s-shell Unfilled Electrons_wt-mean,Number s-shell Unfilled Electrons_wt-mad,Number s-shell Valence Electrons_wt-mean,Number s-shell Valence Electrons_wt-mad,Number Unfilled Electrons_wt-mean,Number Unfilled Electrons_wt-mad,Number Valence Electrons_wt-mean,Number Valence Electrons_wt-mad,Polarizability_wt-mean,Polarizability_wt-mad,Periodic Table Row_wt-mean,Periodic Table Row_wt-mad,Zunger Pseudopotential (d)_wt-mean,Zunger Pseudopotential (d)_wt-mad,Zunger Pseudopotential (p)_wt-mean,Zunger Pseudopotential (p)_wt-mad,Zunger Pseudopotential (pi)_wt-mean,Zunger Pseudopotential (pi)_wt-mad,Zunger Pseudopotential (s)_wt-mean,Zunger Pseudopotential (s)_wt-mad,Zunger Pseudopotential (sigma)_wt-mean,Zunger Pseudopotential (sigma)_wt-mad,phi_wt-mean,phi_wt-mad,Conductivity_wt-mean,Conductivity_wt-mad,Measured Conversion,Element Dictionary,predictions
61_300_0,0.0,0.12,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,300.0,2271.047227926078,21.0,1.0,0.002319902438821335,3.0,3.0,23.8125,10.1875,60.992956894375006,33.707998457291666,51.084094500000006,25.384699666666663,1797.25,1675.5833333333335,2.4375,3.0625,190.25,27.75,3147.9375,4868.104166666667,35.335,17.73833333333333,56.425,16.520833333333336,1.1125,0.6250000000000002,9.868125000000001,16.06666666666667,0.0,0.0,-2.93999314725,4.056631306583334,0.647875,0.23299999999999998,28.306250000000002,2.897083333333334,9.868125000000001,16.06666666666667,5.04568435,1.5784649499999999,27.664985625,9.581719374999999,41.23991625,10.96364041666667,50.2755875,5.110381250000008,67.723125,3.6521875000000037,81.46750000000002,4.5825000000000005,96.795,8.303749999999999,126.04124999999999,1.3081250000000093,0.75,0.5833333333333334,0.25,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,854.585,1142.7116666666666,13.4375,22.145833333333336,1.125,3.5,1.375,2.916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.35416666666666663,1.0625,0.35416666666666663,2.0625,3.1458333333333335,2.4375,3.0625,35.335,17.73833333333333,4.1875,0.39583333333333315,0.38125,0.02291666666666666,1.9818749999999998,0.3864583333333331,0.5359375000000001,0.17322916666666668,1.4459375,0.21322916666666664,3.4278125,0.5996874999999999,2.903125,1.3927083333333334,99.8,29.19583333333333,0.9976800975611786,"dict_items([('Ru', 3.0), ('Sc', 1.0), ('K', 12.0)])",0.8819825574924814
55_350_0,0.0,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,350.0,2188.3,20.0,1.0,0.004903415704240444,3.0,3.0,23.75,10.041666666666668,62.113449168125,29.599526786874996,50.779225000000004,24.673337499999995,1713.125,1448.0,2.375,2.916666666666667,190.625,26.5,3058.25,4658.833333333333,35.830833333125,15.920277778541665,55.441874999999996,14.226874999999998,1.09,0.5725000000000001,9.520625,15.255833333333332,0.0,0.0,-2.6689191769375,3.3291731718125,0.6528125,0.22147916666666667,28.3318125,2.8033541666666677,9.520625,15.255833333333332,5.017663725,1.4757226583333327,27.6069825,9.7943975,42.874693750000006,6.117381250000003,49.886874999999996,2.5837500000000047,67.27625,0.7475000000000014,81.34875000000001,3.810624999999998,96.12,3.9162499999999953,125.3625,3.1037499999999945,0.8125,0.39583333333333337,0.1875,0.39583333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,810.8975,1012.2545833333332,13.1875,21.5625,0.5625,1.1875,1.3125,2.770833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.35416666666666663,1.0625,0.35416666666666663,1.5,1.0416666666666665,2.375,2.916666666666667,35.830833333125,15.920277778541665,4.1875,0.39583333333333315,0.383125,0.0272916666666667,1.9912499999999997,0.35208333333333347,0.5390625,0.16177083333333328,1.4521875,0.19031250000000005,3.4434375,0.5423958333333334,2.859375,1.290625,111.375,36.39583333333333,0.9480824962507493,"dict_items([('Ru', 3.0), ('Ca', 1.0), ('K', 12.0)])",0.9281004823580051
106_250_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,250.0,2401.1330049261082,49.0,1.0,0.003773447281612913,3.0,3.0,25.5625,15.729166666666668,61.060041096875004,33.462023048125,55.450475,39.30074166666666,1749.875,1533.75,3.0625,5.229166666666667,188.5,34.16666666666667,3418.25,5556.916666666667,34.825625,19.606041666666663,57.099999999999994,18.09583333333333,1.13875,0.7087500000000002,9.192562500000001,14.490354166666666,0.0,0.0,-2.7138237016250004,3.433950396083334,0.6269374999999999,0.30389583333333337,28.3825,2.617500000000001,9.192562500000001,14.490354166666666,4.997238725000001,1.4061827958333328,28.04439375,8.190556249999998,41.444500000000005,10.213500000000002,49.0575,2.8071874999999986,61.995,0.0,74.55000000000001,0.0,88.17,0.0,116.16,0.0,0.75,0.5833333333333334,0.1875,0.39583333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,768.069375,912.3222916666666,17.4375,35.270833333333336,0.5625,1.1875,1.9375,4.770833333333333,0.0,0.0,0.0,0.0,0.3125,1.7708333333333333,0.0625,0.3541666666666667,0.9375,0.35416666666666663,1.0625,0.35416666666666663,1.8125,1.9791666666666665,3.0625,5.229166666666667,34.825625,19.606041666666663,4.25,0.5833333333333335,0.38437499999999997,0.03020833333333336,1.955625,0.4827083333333332,0.5271875,0.2053125,1.4284375,0.2773958333333334,3.3840624999999998,0.7601041666666668,2.94375,1.4937500000000001,103.925,5.82083333333333,0.15546940002838236,"dict_items([('Ru', 3.0), ('In', 1.0), ('K', 12.0)])",0.1789216437494856
40_250_1,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,250.0,2393.8190954773872,28.0,1.0,0.017423414562515057,3.0,3.0,24.25,11.208333333333332,60.113705239375,36.93192119229167,51.942687500000005,27.388083333333334,1802.4375,1694.6041666666665,2.875,4.541666666666667,187.375,38.29166666666667,3518.125,5923.125,34.6475,20.259166666666665,62.293749999999996,33.31041666666667,1.146875,0.7385416666666668,10.079375,16.559583333333336,0.0,0.0,-2.89379386475,3.887233937416667,0.6401249999999999,0.25554166666666667,28.340625000000003,2.771041666666669,10.079375,16.559583333333336,5.113078725,1.825577658333333,28.0005525,8.351307499999999,41.892,8.57266666666667,49.113749999999996,2.4415624999999967,66.74875,2.6812499999999977,81.30000000000001,3.4937499999999977,96.4825,6.272499999999999,126.285,2.892500000000002,0.75,0.5833333333333334,0.25,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,849.21,1123.0033333333333,16.5625,32.0625,0.6875,1.5208333333333333,1.8125,4.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.35416666666666663,1.0625,0.35416666666666663,1.625,1.3333333333333335,2.875,4.541666666666667,34.6475,20.259166666666665,4.1875,0.39583333333333315,0.37406249999999996,0.053645833333333295,1.9625,0.4574999999999999,0.5328125,0.18468749999999998,1.4296875,0.2728125,3.3921875,0.7303125000000001,3.0250000000000004,1.7916666666666672,104.49375,4.047916666666659,0.1783438975541037,"dict_items([('Ru', 3.0), ('Ni', 1.0), ('K', 12.0)])",0.08936605310840136
85_250_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,250.0,2271.25,42.0,1.0,0.0036370464645916686,4.0,3.0,25.125,14.125,60.398680005,35.887013718333336,54.27185,34.979116666666656,1910.3125,2090.1458333333335,2.625,3.625,189.25,31.41666666666667,3603.875,6237.541666666667,35.0225,18.884166666666665,59.787499999999994,24.36666666666666,1.1625,0.7958333333333335,11.329375,20.894374999999997,0.0,0.0,-3.2250303147499997,5.101767587416667,0.6280625,0.2997708333333333,28.215000000000003,3.2316666666666682,11.329375,20.894374999999997,5.0788681,1.7001387000000001,27.875,8.811666666666666,41.38825,10.419750000000004,48.582499999999996,5.894687499999996,65.40062499999999,11.444062499999996,78.85172500000002,12.420037500000007,96.024,3.292249999999995,125.13499999999999,4.582499999999991,0.75,0.5833333333333334,0.25,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,922.21,1390.67,15.875,29.541666666666664,0.875,2.2083333333333335,1.625,3.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.875,2.2083333333333335,2.625,3.625,35.0225,18.884166666666665,4.25,0.5833333333333335,0.39249999999999996,0.05583333333333336,1.9799999999999998,0.39333333333333337,0.5340625,0.18010416666666668,1.4459375,0.21322916666666664,3.4259375,0.6065624999999998,2.990625,1.6656250000000004,107.4375,14.083333333333337,0.12458194788514924,"dict_items([('Ru', 3.0), ('Mo', 1.0), ('K', 12.0)])",0.2146429851394555
76_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,9.0,300.0,2362.1393034825874,83.0,1.0,0.024019115180813438,4.0,3.0,27.6875,25.270833333333332,61.64759115437501,31.307672837291662,61.335625,66.6219625,1718.125,1459.6666666666665,3.1875,5.6875,188.875,32.79166666666667,3572.625,6122.958333333333,34.2475,21.72583333333333,60.99374999999999,28.543749999999996,1.15375,0.7637500000000003,9.681000000000001,15.630041666666667,0.0,0.0,-2.7955044791250003,3.6245388769166667,0.62,0.3293333333333333,28.306250000000002,2.897083333333334,9.681000000000001,15.630041666666667,5.090934975,1.7443839083333335,27.9089375,8.687229166666665,41.290125,10.779541666666667,48.513749999999995,6.3415625,65.495,10.830624999999998,80.06875000000001,4.509375000000008,88.17,0.0,116.16,0.0,0.75,0.5833333333333334,0.1875,0.39583333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,775.2349999999999,929.0420833333334,18.125,37.791666666666664,0.5625,1.1875,1.9375,4.770833333333333,0.0,0.0,0.875,4.958333333333333,0.1875,1.0625,0.1875,1.0625,0.9375,0.35416666666666663,1.0625,0.35416666666666663,1.6875,1.5208333333333335,4.0625,10.645833333333334,34.2475,21.72583333333333,4.3125,0.8125,0.38925,0.04391666666666667,1.9535624999999999,0.4902708333333334,0.526375,0.20829166666666665,1.4271875,0.28197916666666667,3.38075,0.7722500000000001,2.959375,1.5510416666666669,99.30562499999999,31.997291666666666,0.22783038689949725,"dict_items([('Ru', 3.0), ('Bi', 1.0), ('K', 12.0)])",0.3158076718210442
55_300_0,0.0,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,300.0,2188.3,20.0,1.0,0.010775357940244869,3.0,3.0,23.75,10.041666666666668,62.113449168125,29.599526786874996,50.779225000000004,24.673337499999995,1713.125,1448.0,2.375,2.916666666666667,190.625,26.5,3058.25,4658.833333333333,35.830833333125,15.920277778541665,55.441874999999996,14.226874999999998,1.09,0.5725000000000001,9.520625,15.255833333333332,0.0,0.0,-2.6689191769375,3.3291731718125,0.6528125,0.22147916666666667,28.3318125,2.8033541666666677,9.520625,15.255833333333332,5.017663725,1.4757226583333327,27.6069825,9.7943975,42.874693750000006,6.117381250000003,49.886874999999996,2.5837500000000047,67.27625,0.7475000000000014,81.34875000000001,3.810624999999998,96.12,3.9162499999999953,125.3625,3.1037499999999945,0.8125,0.39583333333333337,0.1875,0.39583333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,810.8975,1012.2545833333332,13.1875,21.5625,0.5625,1.1875,1.3125,2.770833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.35416666666666663,1.0625,0.35416666666666663,1.5,1.0416666666666665,2.375,2.916666666666667,35.830833333125,15.920277778541665,4.1875,0.39583333333333315,0.383125,0.0272916666666667,1.9912499999999997,0.35208333333333347,0.5390625,0.16177083333333328,1.4521875,0.19031250000000005,3.4434375,0.5423958333333334,2.859375,1.290625,111.375,36.39583333333333,0.8673856256588718,"dict_items([('Ru', 3.0), ('Ca', 1.0), ('K', 12.0)])",0.8077961332920583
49_250_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,10.0,250.0,2038.5175879396984,74.0,1.0,0.009556829461339627,3.0,3.0,27.125,22.083333333333332,60.421045863125,35.80500557187499,59.76435,57.71807083333332,1967.5625,2300.0625,2.625,3.625,189.75,29.58333333333333,4164.5,8293.166666666666,34.91625,19.273749999999996,60.20625,25.65625,1.175,0.8416666666666669,12.256250000000001,24.292916666666663,0.0,0.0,-3.357073617875,5.585926365541667,0.620625,0.3270416666666667,28.228125000000002,3.1835416666666663,12.256250000000001,24.292916666666663,5.1270931,1.8769637000000001,27.87125,8.825416666666666,39.692625,8.12625,45.6825,0.0,61.995,0.0,74.55000000000001,0.0,88.17,0.0,116.16,0.0,0.75,0.5833333333333334,0.25,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,972.1475,1573.7741666666666,15.9375,29.770833333333336,0.9375,2.4375,1.5625,3.3958333333333335,0.0,0.0,0.875,4.958333333333333,0.0,0.0,0.0,0.0,0.9375,0.35416666666666663,1.0625,0.35416666666666663,1.875,2.2083333333333335,3.5,7.458333333333333,34.91625,19.273749999999996,4.3125,0.8125,0.39874999999999994,0.08625000000000002,1.9809374999999998,0.38989583333333333,0.535,0.17666666666666664,1.4459375,0.21322916666666664,3.426875,0.6031250000000001,3.0,1.6999999999999997,98.8125,34.791666666666664,0.1931202053563803,"dict_items([('Ru', 3.0), ('W', 1.0), ('K', 12.0)])",0.16496877191848366
58_350_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,14.0,350.0,2248.308080808081,72.0,1.0,0.03375756263041111,6.0,3.0,27.0,21.375,60.82166941125001,34.33605256208333,59.429975,55.82327916666666,1908.0625,2081.8958333333335,2.5,3.208333333333333,190.5625,26.64583333333334,3793.25,6931.916666666666,35.235,18.104999999999997,55.293749999999996,13.88125,1.1087500000000001,0.6162500000000002,10.686875,18.538541666666664,0.0,0.0,-3.1692922875625005,4.897394821062501,0.621375,0.3242916666666667,28.319375,2.848958333333334,10.686875,18.538541666666664,5.0621581,1.6388686999999993,27.802500000000002,9.077499999999999,41.148875000000004,11.297458333333338,47.765625,11.204374999999999,61.995,0.0,74.55000000000001,0.0,88.17,0.0,116.16,0.0,0.75,0.5833333333333334,0.25,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,897.835,1301.295,15.5625,28.395833333333336,1.0625,3.1458333333333335,1.4375,3.0625,0.0,0.0,0.875,4.958333333333333,0.0,0.0,0.0,0.0,0.9375,0.35416666666666663,1.0625,0.35416666666666663,2.0,2.7916666666666665,3.375,6.75,35.235,18.104999999999997,4.3125,0.8125,0.40125,0.10041666666666672,1.986875,0.3681249999999998,0.5359375000000001,0.17322916666666668,1.4509375,0.19489583333333332,3.4378125,0.5630208333333333,2.9250000000000003,1.44375,100.25,26.645833333333336,0.8380633401389224,"dict_items([('Ru', 3.0), ('Hf', 1.0), ('K', 12.0)])",0.7265742355189115
91_350_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,11.0,350.0,2911.15,75.0,1.0,0.012630568454552982,3.0,3.0,27.1875,22.4375,60.349270851250004,36.068180615416665,59.912287500000005,58.55638333333333,1970.125,2309.4583333333335,2.6875,3.854166666666667,189.0625,32.10416666666667,4275.125,8698.791666666666,34.82875,19.594583333333333,56.199999999999996,15.99583333333333,1.14625,0.7362500000000001,11.116875000000002,20.115208333333335,0.0,0.0,-3.3232128147499997,5.461770087416667,0.6209375,0.32589583333333333,28.30375,2.9062500000000018,11.116875000000002,20.115208333333335,5.125186225,1.8699718250000004,26.865000000000002,6.970312499999999,39.692625,8.12625,45.6825,0.0,61.995,0.0,74.55000000000001,0.0,88.17,0.0,116.16,0.0,0.75,0.5833333333333334,0.25,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,957.3975,1519.6908333333336,16.125,30.458333333333336,0.875,2.2083333333333335,1.625,3.625,0.0,0.0,0.875,4.958333333333333,0.0,0.0,0.0,0.0,0.9375,0.35416666666666663,1.0625,0.35416666666666663,1.8125,1.9791666666666665,3.5625,7.8125,34.82875,19.594583333333333,4.3125,0.8125,0.39718749999999997,0.07739583333333329,1.9793749999999999,0.39562499999999995,0.5353125000000001,0.1755208333333333,1.4440625,0.22010416666666666,3.4234375,0.6157291666666667,3.0250000000000004,1.7916666666666672,101.8125,17.791666666666664,0.22185450035465867,"dict_items([('Ru', 3.0), ('Re', 1.0), ('K', 12.0)])",0.9284438167775706
