,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,split8_test_score,split8_train_score,split9_test_score,split9_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
40,0.2031325578689575,0.11103861331939698,-0.06034070830708274,-1.4709153012804066e-05,,sqrt,,0.4,5,10,100,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 5, 'min_impurity_decrease': 0.4, 'max_leaf_nodes': None, 'max_features': 'sqrt', 'max_depth': None}",76,-0.0455332559679007,-3.8415075549469435e-06,-0.1469210216975494,-4.036752361047391e-06,-0.01766451410277403,-5.213131775150259e-07,-0.07326647180802226,-4.773270572799859e-06,-0.0028108443651007065,-9.411508356649279e-06,-0.11233170116995805,-7.668512886471746e-06,-0.0033567945469410443,-2.651460504710101e-06,-0.06111240931734918,-4.231302921375857e-05,-0.1319870958641305,-1.553095667183868e-05,-0.0011293153891607233,-5.6343218828303065e-05,0.009530161525464868,0.003643492422361209,0.05264563573457208,1.8030781437127942e-05
41,0.16697170734405517,0.11126272678375244,-0.05763251766648296,-0.0001207257457774169,3,auto,50,0.1,3,10,50,"{'n_estimators': 50, 'min_samples_split': 10, 'min_samples_leaf': 3, 'min_impurity_decrease': 0.1, 'max_leaf_nodes': 50, 'max_features': 'auto', 'max_depth': 3}",46,-0.037364005511778764,-0.00023256299476903664,-0.15484201025038247,-5.770562136087065e-05,-0.015532088304519132,-5.920859995267591e-05,-0.07110057475053178,-3.521213396817657e-05,-0.003217424618239928,-4.961445386753027e-05,-0.11172063798973132,-3.6698504279897293e-06,-0.0026613692016457247,-1.9448672177402315e-05,-0.06072753804606701,-5.3549284237508494e-05,-0.11111360318366416,-0.0006761682659257584,-0.0009400640687493577,-2.011758108722006e-05,0.013106492520456425,0.003444345065508129,0.05194679864315498,0.00019486997215189403
42,0.20723228454589843,0.10836474895477295,-0.05925828902162732,-8.054095512841642e-05,3,auto,20,0.4,2,2,100,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.4, 'max_leaf_nodes': 20, 'max_features': 'auto', 'max_depth': 3}",57,-0.039495554186059545,-0.00011218444102389924,-0.1507440503614328,-7.0672166607721465e-06,-0.014111427812057986,-0.0001857026190297262,-0.07637015065776587,-9.563067577378348e-06,-0.003822271965830515,-0.0001567281537007137,-0.10000926723107262,-0.00022255477530119808,-0.0033299487148008566,-1.981219852398297e-06,-0.06703079167769488,-3.234605506730048e-05,-0.1300650381813795,-1.6580309001312799e-06,-0.00031723740535349876,-7.562397217064643e-05,0.011154191922052036,0.002203142480266903,0.052611000147370496,7.950473175908618e-05
43,0.1309659004211426,0.11332311630249023,-0.056375864844718536,-0.00024857941138092257,,auto,5,0.1,1,5,10,"{'n_estimators': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'max_leaf_nodes': 5, 'max_features': 'auto', 'max_depth': None}",42,-0.035983486020926936,-0.0003362909974060635,-0.14845741459944972,-1.5913481199447688e-08,-0.011986038532232568,-0.0005332246987264089,-0.06428733813579002,-0.00032819398199879224,-0.0018242885312858004,-6.386663361701572e-05,-0.10367270545293072,-9.122633036651173e-05,-0.005124655499247899,-0.00021341276694908373,-0.06849069769038763,-7.415097467378118e-05,-0.11705361268954939,-0.0002963530693960159,-1.187968401983319e-05,-0.0005490587471943531,0.008410754556087191,0.005593259859023309,0.05092629231751518,0.0001843771902138537
44,0.13461852073669434,0.10974793434143067,-0.059005910686619534,-0.0003291687435492241,3,auto,50,0.4,3,5,10,"{'n_estimators': 10, 'min_samples_split': 5, 'min_samples_leaf': 3, 'min_impurity_decrease': 0.4, 'max_leaf_nodes': 50, 'max_features': 'auto', 'max_depth': 3}",53,-0.057553096766045364,-0.0006090265631253367,-0.14694721137308164,-3.908475587177662e-06,-0.021771830124530652,-0.00024362648427533884,-0.08055680406303822,-0.00010088065026914174,-0.005063599998190282,-0.0005078846593573605,-0.09829455892787853,-0.0003049953200973121,-0.0030809697349512,-4.677838316702321e-07,-0.04737698494572684,-0.0013920978628236822,-0.12130093143631071,-0.00012247789499153505,-0.0005682158170901008,-6.3217411336857765e-06,0.006560517272216903,0.0022701001910974297,0.04973708174783455,0.00040753959722698277
45,0.14552662372589112,0.10956721305847168,0.3186568043753358,0.4803842419603875,3,sqrt,20,0,1,10,25,"{'n_estimators': 25, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'max_leaf_nodes': 20, 'max_features': 'sqrt', 'max_depth': 3}",30,0.25773463991248313,0.5403720791929596,0.41560954970947855,0.5525255215628825,0.296413300421695,0.3732769515726193,0.2721329319113116,0.47831952093392105,0.27845328860002716,0.4496378702117447,0.42668005316937624,0.46760809713003915,0.35994955031096754,0.5023721070300745,0.11686016581061143,0.44828469340018423,0.32345841612093473,0.4929308495331892,0.43222506932578053,0.49851472903626115,0.010181775243476378,0.004053968959389894,0.09186498293281546,0.04836081881996153
46,0.1523517847061157,0.11090741157531739,0.2487417310650044,0.3957821401775868,3,sqrt,5,0,5,10,25,"{'n_estimators': 25, 'min_samples_split': 10, 'min_samples_leaf': 5, 'min_impurity_decrease': 0, 'max_leaf_nodes': 5, 'max_features': 'sqrt', 'max_depth': 3}",35,0.0626842460360576,0.38439659100853324,0.189830288003198,0.34895678258396673,0.21344811066236813,0.3813170339299447,0.25896266477508867,0.4339937148530725,0.3664127578683447,0.49218297736908445,0.3348762033575102,0.3969256318168183,0.22378437055913936,0.381680374154296,0.2521313721683053,0.40290698378211254,0.1920787033485789,0.3390829933517986,0.40671228257975145,0.39637831892624076,0.013710749038020595,0.0033267130860586743,0.09452990450076895,0.0409277527445314
47,0.15097980499267577,0.10967309474945068,-0.05912655715904272,-9.237915587083645e-05,3,auto,20,0.4,3,5,25,"{'n_estimators': 25, 'min_samples_split': 5, 'min_samples_leaf': 3, 'min_impurity_decrease': 0.4, 'max_leaf_nodes': 20, 'max_features': 'auto', 'max_depth': 3}",55,-0.04037972698013648,-7.562771635649668e-05,-0.13918094052009633,-0.00013569689370562799,-0.01493305877057449,-0.00010325930477161906,-0.0712810736195344,-3.1577353086342796e-05,-0.004098340673616141,-0.00022121576989664327,-0.11378658546702371,-2.2963928623553898e-05,-0.0028241397646255884,-8.596699483387482e-06,-0.06029363278347977,-6.785293387001623e-05,-0.13742290732803664,-0.0001286387321379756,-0.000232380165922752,-0.0001283622267767015,0.009419070723717482,0.001903822909688931,0.05268378868062101,6.133530362942525e-05
48,0.13455600738525392,0.11097538471221924,-0.06456268663274768,-0.0006271409743825007,5,auto,5,0.4,2,2,10,"{'n_estimators': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.4, 'max_leaf_nodes': 5, 'max_features': 'auto', 'max_depth': 5}",99,-0.041300130653199485,-4.550008675074935e-05,-0.15064248281123338,-6.427182987822633e-06,-0.01785394978766397,-2.0865928260782596e-06,-0.06849961644302649,-0.00011051416732899,-0.0011955326809680589,-0.0002796217781835253,-0.14479409824778977,-0.0020412778096499107,-0.000466810414218477,-0.0010840008376844512,-0.0520749236728324,-0.0006930050897726581,-0.1610478409017584,-0.0017576350813102162,-0.00011737527049082706,-0.0002513411173306057,0.00792583039087469,0.003532183494974719,0.0619768616496345,0.000716522297350168
49,0.13422718048095703,0.10928797721862793,0.5830511575712312,0.8161504307115826,3,auto,20,0,2,10,10,"{'n_estimators': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'max_leaf_nodes': 20, 'max_features': 'auto', 'max_depth': 3}",10,0.45532304385466216,0.816703143614822,0.6426302017589036,0.8030177071020361,0.5477827942097566,0.8128349929007187,0.577594924168986,0.8102862337835813,0.6646379331979237,0.8064115471522681,0.6011867117995523,0.8286955884374974,0.6389927934213818,0.8212296473001053,0.34348196100469164,0.8118605474094728,0.6020879679309461,0.8383450265796407,0.7590949728162124,0.8121198728356831,0.006590391438915843,0.003413346537402135,0.10941888224563237,0.010116465352248477
50,0.14283509254455568,0.10997905731201171,0.5439006933496757,0.6609689212746863,10,auto,5,0,1,10,25,"{'n_estimators': 25, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'max_leaf_nodes': 5, 'max_features': 'auto', 'max_depth': 10}",15,0.36346087441756436,0.6591052574297742,0.5008979846552373,0.6366093399746463,0.4982742267271526,0.6495769326907314,0.6240444180962061,0.6614325522943675,0.5847256292993612,0.6310902969349117,0.6082857749365795,0.7005505349733496,0.5747385431264418,0.6827304319491332,0.4254084932118504,0.6756677317102319,0.5821435537589572,0.6685196137022235,0.6811872803519294,0.6444065210874954,0.010002242367319164,0.0034053971615573574,0.09199775773788232,0.02051154691445075
51,0.16925652027130128,0.11069240570068359,-0.059525318889741115,-3.99374318111656e-05,10,auto,50,0.4,2,5,50,"{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.4, 'max_leaf_nodes': 50, 'max_features': 'auto', 'max_depth': 10}",63,-0.044198057658200396,-5.482005089874065e-07,-0.1470323504697837,-3.5058501193230285e-06,-0.01854682413813591,-1.6442437461350323e-05,-0.08012231246287937,-8.706835439875604e-05,-0.0031988613246387576,-4.716801603277254e-05,-0.10041692761816567,-0.00020495446065105227,-0.0025497387708079966,-2.9702780083296076e-05,-0.06282261897371777,-8.54552815710008e-06,-0.12828078241413965,-1.423292334212789e-06,-0.000684725677237763,-1.5398364805463416e-08,0.011823335752990358,0.0038736845950786978,0.051401517856311134,6.091167283131396e-05
52,0.16843852996826172,0.10911459922790527,0.31530455686216025,0.49245074404178507,3,sqrt,50,0,2,10,50,"{'n_estimators': 50, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'max_leaf_nodes': 50, 'max_features': 'sqrt', 'max_depth': 3}",31,0.18986247475154594,0.5099922249587912,0.30511673565788267,0.4852091618169071,0.39530533278160174,0.48861783594012065,0.2805635684795147,0.5036379502462923,0.3012591524612348,0.4826211949714476,0.4002804831950135,0.5229714666481531,0.285180954063435,0.44506109423128337,0.12322547881510215,0.45928049650251435,0.3721224774319865,0.5151762910846527,0.4959648075544589,0.5119397240176886,0.006599602548947452,0.0009328700163779713,0.10243287143543235,0.024021736898645778
