,Predicted Conversion,Measured Conversion,ID,Name,temperature
38_400_1,0.99397798732,0.984657303,38,Ru(2)Mn(2)K(12),400.0
90_350_0,0.59966035334,0.168319722,90,Ru(1)Ir(3)K(12),350.0
93_300_0,0.4571859800399999,0.115003504,93,Ru(1)Re(3)K(12),300.0
86_350_0,0.8492738709599998,0.028624902999999997,86,Ru(2)Mo(2)K(12),350.0
87_300_0,0.4851100181999999,0.16582702300000002,87,Ru(1)Mo(3)K(12),300.0
85_400_0,0.9099041954600001,0.893820993,85,Ru(3)Mo(1)K(12),400.0
38_450_1,0.9927127541799998,0.9996868640000001,38,Ru(2)Mn(2)K(12),450.0
93_450_0,0.7914573779000001,0.95525792,93,Ru(1)Re(3)K(12),450.0
38_300_1,0.30764439444,0.46879234700000005,38,Ru(2)Mn(2)K(12),300.0
93_400_0,0.66258804006,0.7104351259999999,93,Ru(1)Re(3)K(12),400.0
86_250_0,0.26869252434,0.0,86,Ru(2)Mo(2)K(12),250.0
86_400_0,0.9507356881600001,0.171749485,86,Ru(2)Mo(2)K(12),400.0
38_250_1,0.13697753750000002,0.228009703,38,Ru(2)Mn(2)K(12),250.0
86_300_0,0.4889638149999998,0.007846155,86,Ru(2)Mo(2)K(12),300.0
87_350_0,0.89364282886,0.217764088,87,Ru(1)Mo(3)K(12),350.0
86_450_0,0.9607604026200001,0.415465433,86,Ru(2)Mo(2)K(12),450.0
90_400_0,0.64017279358,0.332421601,90,Ru(1)Ir(3)K(12),400.0
93_350_0,0.59852662522,0.279635856,93,Ru(1)Re(3)K(12),350.0
90_300_0,0.4973067646399999,0.16996720699999998,90,Ru(1)Ir(3)K(12),300.0
85_300_0,0.5108956833399998,0.207592836,85,Ru(3)Mo(1)K(12),300.0
90_250_0,0.27647481982000005,0.165535261,90,Ru(1)Ir(3)K(12),250.0
85_350_0,0.8491664795599999,0.36727144,85,Ru(3)Mo(1)K(12),350.0
87_450_0,0.9567399203000001,0.713678968,87,Ru(1)Mo(3)K(12),450.0
87_400_0,0.95658590628,0.38051821,87,Ru(1)Mo(3)K(12),400.0
90_450_0,0.7981961472600001,0.810247383,90,Ru(1)Ir(3)K(12),450.0
85_250_0,0.26560466858,0.10671627300000001,85,Ru(3)Mo(1)K(12),250.0
87_250_0,0.23097180248000002,0.15054885699999998,87,Ru(1)Mo(3)K(12),250.0
85_450_0,0.91527926254,1.0,85,Ru(3)Mo(1)K(12),450.0
38_350_1,0.9114957979399999,0.9722799940000001,38,Ru(2)Mn(2)K(12),350.0
93_250_0,0.2378612755,0.042815457,93,Ru(1)Re(3)K(12),250.0
