,Predicted Conversion,Measured Conversion
38_450_1,0.9936420708199999,0.9996868640000001
86_250_0,0.25077990368,0.0
85_300_0,0.55422826428,0.207592836
90_450_0,0.7929645198199999,0.810247383
38_300_1,0.3247790962999999,0.46879234700000005
87_250_0,0.23923889672,0.15054885699999998
38_350_1,0.8637497238999998,0.9722799940000001
38_400_1,0.99029138226,0.984657303
90_300_0,0.47938986372,0.16996720699999998
93_350_0,0.6020458740000001,0.279635856
38_250_1,0.17624746146000003,0.228009703
85_350_0,0.8747012470199997,0.36727144
86_350_0,0.8673880984199998,0.028624902999999997
87_450_0,0.9382320905599998,0.713678968
86_300_0,0.47707891006,0.007846155
86_400_0,0.8747167407599999,0.171749485
93_400_0,0.6925302927200001,0.7104351259999999
90_350_0,0.6400389419,0.168319722
93_300_0,0.4747136224399999,0.115003504
93_450_0,0.7477686992,0.95525792
90_400_0,0.70545244116,0.332421601
87_350_0,0.8696536807399998,0.217764088
85_250_0,0.23511554608000002,0.10671627300000001
90_250_0,0.19995552704000003,0.165535261
93_250_0,0.21179696760000002,0.042815457
85_450_0,0.8974054266999997,1.0
87_300_0,0.47418402488,0.16582702300000002
87_400_0,0.9207216891399999,0.38051821
86_450_0,0.9016474191799998,0.415465433
85_400_0,0.8820298893599999,0.893820993
