,Predicted Conversion,Measured Conversion,ID,Name,temperature
38_250_1,0.2033927844355195,0.228009703,38,Ru(2)Mn(2)K(12),250.0
86_400_0,0.9854063860531195,0.171749485,86,Ru(2)Mo(2)K(12),400.0
85_450_0,0.9765414518078108,1.0,85,Ru(3)Mo(1)K(12),450.0
86_300_0,0.603542340235531,0.007846155,86,Ru(2)Mo(2)K(12),300.0
90_300_0,0.40008413837778906,0.16996720699999998,90,Ru(1)Ir(3)K(12),300.0
86_450_0,0.9854063860531195,0.415465433,86,Ru(2)Mo(2)K(12),450.0
90_450_0,0.7744386121361205,0.810247383,90,Ru(1)Ir(3)K(12),450.0
87_250_0,0.27909478583403796,0.15054885699999998,87,Ru(1)Mo(3)K(12),250.0
87_400_0,0.9480064784140618,0.38051821,87,Ru(1)Mo(3)K(12),400.0
93_350_0,0.6461917338352046,0.279635856,93,Ru(1)Re(3)K(12),350.0
85_350_0,0.8740577757340869,0.36727144,85,Ru(3)Mo(1)K(12),350.0
90_350_0,0.6324930414723158,0.168319722,90,Ru(1)Ir(3)K(12),350.0
38_450_1,0.9491296001498014,0.9996868640000001,38,Ru(2)Mn(2)K(12),450.0
93_250_0,0.15765490398875884,0.042815457,93,Ru(1)Re(3)K(12),250.0
87_300_0,0.5632093280639402,0.16582702300000002,87,Ru(1)Mo(3)K(12),300.0
86_350_0,0.8655245763923322,0.028624902999999997,86,Ru(2)Mo(2)K(12),350.0
90_400_0,0.7615261467894675,0.332421601,90,Ru(1)Ir(3)K(12),400.0
38_400_1,0.9437442628110752,0.984657303,38,Ru(2)Mn(2)K(12),400.0
87_450_0,0.9879259987910844,0.713678968,87,Ru(1)Mo(3)K(12),450.0
93_400_0,0.7262057426308829,0.7104351259999999,93,Ru(1)Re(3)K(12),400.0
93_300_0,0.4437016386643912,0.115003504,93,Ru(1)Re(3)K(12),300.0
86_250_0,0.32322191439230974,0.0,86,Ru(2)Mo(2)K(12),250.0
90_250_0,0.1731052818104218,0.165535261,90,Ru(1)Ir(3)K(12),250.0
93_450_0,0.7391182079775359,0.95525792,93,Ru(1)Re(3)K(12),450.0
38_300_1,0.4705534791567261,0.46879234700000005,38,Ru(2)Mn(2)K(12),300.0
85_300_0,0.6334264158620778,0.207592836,85,Ru(3)Mo(1)K(12),300.0
85_250_0,0.3476094577533861,0.10671627300000001,85,Ru(3)Mo(1)K(12),250.0
85_400_0,0.9765414518078108,0.893820993,85,Ru(3)Mo(1)K(12),400.0
87_350_0,0.7986908439387773,0.217764088,87,Ru(1)Mo(3)K(12),350.0
38_350_1,0.8213837812372431,0.9722799940000001,38,Ru(2)Mn(2)K(12),350.0
